HI,regime
0.0,0
0.0,0
0.0,0
0.0,0
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,0
0.0,0
0.0009139468037931598,0
0.001973347762179481,0
0.002534803558254695,0
0.0027594674411225636,0
0.002716597767119686,1
0.002651536487920653,1
0.0025525626130604327,1
0.002994906300141563,1
0.004447691013586198,1
0.006497485373333733,1
0.009042856042655211,0
0.012030490055891309,0
0.015310151644054476,0
0.01823806282677627,0
0.020370545466509474,0
0.021394025399667248,0
0.0218275825107751,1
0.021777216876933993,1
0.021283666081884724,1
0.021114508872043358,1
0.022096656549482546,1
0.02327886197361792,1
0.02466847323574404,0
0.026158211354785937,0
0.027704408503552498,0
0.02902999905632353,0
0.02938509184461777,0
0.028602243168360676,0
0.027705088515303525,1
0.026660491588411637,1
0.025533307548149125,1
0.024543432688943847,1
0.023916227885051846,1
0.023575191694912276,1
0.023556682263649025,0
0.02386668010937303,0
0.024426124365021947,0
0.02491141893116872,0
0.024981931857102534,0
0.0248088532571591,0
0.024414353994308236,1
0.023778294861050906,1
0.02285345889549007,1
0.023543979448100737,1
0.02432775248180357,1
0.025326967654515826,1
0.02644554596171203,1
0.02763485145287717,0
0.028941761427485488,0
0.030259966755958104,0
0.02971812605756606,0
0.029157073143232612,0
0.028522391503571252,0
0.028004517698400944,1
0.030819489423704736,1
0.035788793084192416,1
0.040346706731215196,1
0.044510620656335056,1
0.04826858798696354,1
0.051923492646738074,0
0.05526763288199825,0
0.0551792327890071,0
0.05250968189434253,0
0.049930369994001404,0
0.04761080075305801,0
0.04569401269264839,1
0.04401182498130942,1
0.043123928376894265,1
0.042994034015126754,1
0.04341485893431342,1
0.04430846204608989,1
0.04577724347860504,0
0.04787000750657182,0
0.05025637365920486,0
0.09965243848359122,0
0.1438349207204957,0
0.18357718548790802,0
0.2196459348114156,1
0.25156808647085127,1
0.30537548730253455,1
0.3824781232596798,1
0.40463815994580715,1
0.42482128586284756,1
0.44556503196748454,0
0.4666007518543062,0
0.4882649150209096,0
0.4891593822242108,0
0.5683873925377549,0
0.7271650564719834,0
0.8703869427969685,1
0.9994004254644901,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,0
1.0,0
1.0,0
1.0,0
0.9876851236353111,0
0.9743437485390516,0
0.9703989232267072,0
