HI,regime
0.0,0
0.0,0
0.0,0
0.0,0
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,0
0.0,0
0.0,0
0.003670181577188449,0
0.01475047170898206,0
0.024482479641085325,0
0.0333756359363656,1
0.04149037398500715,1
0.04697088284642374,1
0.05071451873410169,1
0.05520346783532149,1
0.060316218637405515,1
0.06552690714735933,0
0.07034018071605447,0
0.07504308909883378,0
0.08087418786910416,0
0.08465012355076905,0
0.08736490688398255,0
0.08916250496767682,1
0.0898965286395312,1
0.09007998369696442,1
0.09042502823468442,1
0.09178622324204558,1
0.09336039107437653,1
0.09517561035579515,0
0.0971499576097001,0
0.09956408562421552,0
0.10150978066439843,0
0.10237832064962273,0
0.10242363387784675,0
0.10234730889581872,1
0.10204946230400437,1
0.10190826040345269,1
0.10239727573102805,1
0.10340077784861133,1
0.10419099228797943,1
0.10482141067228018,0
0.10523508824522798,0
0.10561868019958379,0
0.10520556494981934,0
0.10372894554065783,0
0.10250520833431301,0
0.1018337471519997,1
0.10172490883408548,1
0.10268636409627997,1
0.10076787270238687,1
0.10026556512837351,1
0.10065357962346981,1
0.10114370371407913,1
0.10166832559462666,0
0.10159541545852872,0
0.10384642019834688,0
0.10903538225781242,0
0.11388705665747656,0
0.11866986866598636,0
0.12417737273600447,1
0.13137718348540106,1
0.1362634913832101,1
0.13876733553387235,1
0.14117230019580246,1
0.14290174742223252,1
0.14353900258836272,0
0.14286989090564964,0
0.14371108056543774,0
0.1487970499353981,0
0.15729630316603158,0
0.16891511693569777,0
0.18359065052228135,1
0.20341765357885314,1
0.22950716899544893,1
0.25020986790336014,1
0.2672333025527464,1
0.27840757724951515,1
0.2857268641949865,0
0.2896730093345615,0
0.2892387988387406,0
0.2885689061391231,0
0.27981439437898725,0
0.27838412314088806,0
0.28318791825861284,1
0.29327009303216833,1
0.3078759313446511,1
0.3214663277652664,1
0.3287877105764277,1
0.3463044385331391,1
0.35820902554049405,0
0.36672165059883266,0
0.3724198084264506,0
0.37863243650777306,0
0.3881283240468242,0
0.4005878924826853,0
0.41611246271479596,1
0.43602419063681985,1
0.45880450100847736,1
0.4784326964326847,1
0.4926823045554543,1
0.47997313545929576,1
0.4655939161402977,0
0.4492253694077455,0
0.43033345111681337,0
0.4227276766445088,0
0.42794883361169145,0
0.4459171674324882,0
0.5007043191931988,0
0.5677651591945551,1
0.650158617541012,1
0.7290508085754314,1
0.795217756415477,1
0.8522772650204294,1
0.8989903352450203,1
0.9343574980988262,0
0.9561396494183342,0
0.9845526285504659,0
1.0,0
1.0,0
1.0,0
