shaft_hz,rpm,rms,kurtosis,crest,BPFI_h1,BPFI_h2,BPFI_h3,BPFO_h1,BPFO_h2,BPFO_h3,BSF_h1,BSF_h2,BSF_h3,FTF_h1,FTF_h2,FTF_h3,BPFI_sb_plus,BPFI_sb_minus,file,idx,time_min
12.5,750.0,0.17176468670368195,3.5003247787295595,5.830747866756925,0.0002808164498787024,0.0002703289055676677,0.0002876082723760839,0.00028625605748359913,0.00028249538783140654,0.000265940572691733,0.000295463108036128,0.000301619592616786,0.0002882434001763442,0.00027436680860229684,0.00027415791899911305,0.0002754489756275576,0.000301619592616786,0.00026483095193898323,000001.tdms,0,0.0
12.5,750.0,0.18081828951835632,3.440479203247384,6.959001393546175,0.000271238452475101,0.0002724658136187274,0.0002840621394837122,0.00028006904065849657,0.0002798085388713667,0.0002724658136187274,0.0002823831168505103,0.00030639955741831626,0.00028202487500597205,0.00027267879050289626,0.00026702638964427004,0.0002738414037863208,0.00030639955741831626,0.0002835925629613145,000002.tdms,1,10.0
12.5,750.0,0.1796933114528656,3.4410867889943137,5.820867278203674,0.0002774113574537406,0.000281855861007703,0.00027209315541506493,0.0002619258939023293,0.00027335234487917424,0.00028667887031618014,0.0003039694601141422,0.0002952786093461723,0.0002728268767239736,0.00028083459691086274,0.0002845685706534161,0.000287580989833093,0.0002952786093461723,0.0002825265369653303,000003.tdms,2,20.0
16.796875,1007.8125,0.2692791521549225,3.125204752706602,5.480578459940663,0.0002479023781539198,0.00022963747039748573,0.0005182267209347058,0.0002364116037658373,0.00024267958356967537,0.00022701226960349663,0.0002526880498143657,0.000239307115672131,0.00024862977729782457,0.0002455246278967827,0.0002432877405016691,0.0002378071322268856,0.000239307115672131,0.0002601730286339002,000004.tdms,3,30.0
16.796875,1007.8125,0.12774337828159332,4.811274511599471,5.868299102046225,0.000259961645326359,0.00024618651334103354,0.0004425498400357078,0.0002592722685841058,0.0002390137357918753,0.00024446795658963666,0.00023743138603321518,0.00024660979428305774,0.0002485347711591732,0.00023675983519301464,0.0002572378189113467,0.000246719711671032,0.00024660979428305774,0.000253878667032033,000005.tdms,4,40.0
16.796875,1007.8125,0.12893255054950714,4.781851812765225,5.983822279690407,0.00027093671805380635,0.00023825098749088343,0.00046006693878193855,0.000253441521140695,0.00026778291254926786,0.00023825098749088343,0.00024622880627570655,0.0002422841134287491,0.00023560542086559292,0.00023834874016299886,0.0002406837094470544,0.00025667330216543125,0.0002422841134287491,0.00025512974159113766,000006.tdms,5,50.0
16.796875,1007.8125,0.3531377613544464,3.0271489589348266,5.393491635861146,0.0005364666171190016,0.00044627707327596296,0.0004806608094579821,0.0004991743683672199,0.0005289243127227668,0.0004990990245966816,0.0006067401129208218,0.0005938301797093584,0.0005283921341799089,0.0006156284955432376,0.0005149132677523278,0.0005757853628517665,0.0005938301797093584,0.0005412070854036772,000007.tdms,6,60.0
16.796875,1007.8125,0.35089588165283203,3.0143304068018772,4.792666147561701,0.0005757679499105981,0.0005046169049597189,0.0005163720286314894,0.0005258956185877725,0.0005449521378531626,0.0004883652002414248,0.0006135103214780108,0.0005345303058377644,0.0004906844749740837,0.0005501087140111728,0.0005515792075642711,0.000523570662721629,0.0005345303058377644,0.0005189424052697794,000008.tdms,7,70.0
16.796875,1007.8125,0.36704084277153015,3.672923423238654,12.17107422656355,0.0023535605187001343,0.0020038024671565242,0.0017321927601958058,0.0021696711756318773,0.0020944947118441922,0.0020038024671565242,0.0021557258295567656,0.0023287552389633006,0.0021975244394123183,0.00212780000140236,0.002762915441962009,0.0020506153448106622,0.0024458711599452385,0.002402912807490967,000009.tdms,8,80.0
12.890625,773.4375,0.2424471080303192,3.1423334921118324,7.163145230434502,0.00036289503156504855,0.00034526637550501483,0.0003543559606011013,0.00034561553956290994,0.00037781158530016254,0.0003347055523826767,0.0003324467070735356,0.0016029535317132024,0.0003882794880156247,0.0003992209169311681,0.0003661680051078801,0.00043159453275833304,0.0016029535317132024,0.00037914321675140504,000010.tdms,9,90.0
12.890625,773.4375,0.2285730093717575,3.195108678639515,5.779561811102545,0.0003342893565764886,0.0003000034182425625,0.0002800745019760786,0.0002911626542180873,0.0003092373354591259,0.0003000034182425625,0.0003007891527402869,0.0016177011596693568,0.0003182283188032127,0.00030714537269963134,0.00030715293758904713,0.000301229360776118,0.0016177011596693568,0.000320788534931652,000011.tdms,10,100.0
12.890625,773.4375,0.13171648979187012,4.568261966886958,6.826936478544109,0.0002965304087820005,0.0002566355328062267,0.00025442035410899803,0.0002670597526766053,0.00026976794281220723,0.00027093796406676225,0.0003178579200541222,0.0017220546606331215,0.000284710439909219,0.0002947142965457785,0.00030361250085599414,0.00027099651338876284,0.0017220546606331215,0.00027951524754976783,000012.tdms,11,110.0
