rpm,ch1_rms,ch1_kurtosis,ch1_BPFI_raw,ch1_BPFI_nfe,ch1_BPFO_raw,ch1_BPFO_nfe,ch1_BSF_raw,ch1_BSF_nfe,ch1_FTF_raw,ch1_FTF_nfe,ch2_rms,ch2_kurtosis,ch2_BPFI_raw,ch2_BPFI_nfe,ch2_BPFO_raw,ch2_BPFO_nfe,ch2_BSF_raw,ch2_BSF_nfe,ch2_FTF_raw,ch2_FTF_nfe,ch3_rms,ch3_kurtosis,ch3_BPFI_raw,ch3_BPFI_nfe,ch3_BPFO_raw,ch3_BPFO_nfe,ch3_BSF_raw,ch3_BSF_nfe,ch3_FTF_raw,ch3_FTF_nfe,ch4_rms,ch4_kurtosis,ch4_BPFI_raw,ch4_BPFI_nfe,ch4_BPFO_raw,ch4_BPFO_nfe,ch4_BSF_raw,ch4_BSF_nfe,ch4_FTF_raw,ch4_FTF_nfe,bearing_id,file_idx,time_sec
673.4,0.15622142007880738,4.06711912275197,0.0002996545525205292,0.04577705555163229,0.0013567003183458672,0.20725780842452288,0.00019904615421507618,0.030407503514294405,1.6422679211713592e-05,0.002508828556942233,0.17317867722412625,3.775029921618118,0.00033505084910784175,0.046958191679992864,0.0012008426407300067,0.16830101774420092,0.0002060275321785746,0.028875259899083093,2.098049952399658e-05,0.002940468053769132,0.12352246631650753,4.297798956410502,0.0002180951333867494,0.05038925870250939,0.0010402153454452522,0.24033401999398102,0.00013784481873197976,0.0318480202837403,1.1540143412032278e-05,0.002666264316965651,0.15903263361072165,4.2487049349620145,0.0003604956846179156,0.051825766427796544,0.0017159261083893697,0.2466858536600797,0.00020802517439996363,0.02990622234765683,1.9355150245516712e-05,0.0027825450861144845,2,1,0
733.9166666666666,0.15810854092830542,4.114997708386336,0.0003066177336709527,0.04519645124557752,0.00019875963707661017,0.029297816989157132,0.0014084476014625173,0.2076097575613963,1.5256546105221295e-05,0.002248864519233981,0.20103695828788584,3.372574446574731,0.0003918004347558857,0.04514470908780459,0.00030082905645003677,0.03466264718939708,0.0010594271276053253,0.12207114957713142,4.519382282940414e-05,0.005207401021569648,0.12471330677456205,4.375410045907901,0.0002239682659411983,0.05033525208372993,0.00014669768984342863,0.03296924752861397,0.0010865640572432069,0.24419743349183407,1.1374310648016437e-05,0.0025562942649065977,0.16994292450259807,4.044698195350124,0.00034885257971914533,0.046519447216386386,0.00023894229154014518,0.03186292424156084,0.0016241242915256602,0.21657676808153598,2.058678142330939e-05,0.0027452446891691033,2,2,600
737.75,0.15687868380908168,4.158812378067701,0.0003036844661926325,0.04533480560053923,0.00019953551469823925,0.029787179708791016,0.0014049879461300217,0.20974024851341136,1.4708089764677686e-05,0.002195661828201604,0.19900482777819226,3.4093023543749172,0.00039915685512592115,0.046260025560075725,0.00030042501962734,0.03481756334226737,0.0010793660115963831,0.12509242580682697,3.131066770606334e-05,0.0036287295828317766,0.12358148226111608,4.421185903122098,0.00022268431600577305,0.05072501594123548,0.00014628344409652185,0.03332174518093376,0.0010817696116144989,0.24641511255991194,1.0526189172375658e-05,0.002397749078814213,0.16809977097494078,4.0965117820067585,0.00035102910116150196,0.047400324918011986,0.00024412632720717488,0.032964979804728754,0.0016175606368433494,0.21842320054736822,1.82891519835739e-05,0.0024696292803868024,2,3,1200
775.0,0.16055658701670328,4.0886248709156465,0.0003278732139841692,0.04719050477009752,0.00021732599063097968,0.03127953965166729,0.0013700206895060033,0.1971858789488883,1.699904351655246e-05,0.0024466574576406134,0.22269101409195458,3.3843770255946892,0.0007071025900236713,0.0647811685529041,0.0006978496325228205,0.06393345931250179,0.0012614543245533733,0.11556807509069682,6.483865564308632e-05,0.005940190206088581,0.12683199766298472,4.34083806991121,0.00023623518319551334,0.052078816356112646,0.00015803707170719685,0.034839787721565874,0.0010587583545993032,0.23340673124478234,1.1732603896105367e-05,0.0025864907818518705,0.1791365626571897,3.946048961279876,0.00039358927095848825,0.048954519347554445,0.0002802970723295415,0.03486326854643008,0.00155124189493569,0.19294301690041665,2.3865441696636534e-05,0.00296837671522593,2,4,1800
972.1666666666666,0.178065087446452,3.778569203421861,0.00043421768305724437,0.05373806404365234,0.0002960968696903007,0.03664446006553969,0.0007546539588064735,0.0933947288456968,2.522202473526741e-05,0.0031214361676645463,0.3231975809994674,3.0476938104836426,0.0022449129425907736,0.10448456550804214,0.001994361110954549,0.0928231782136453,0.003967638234451124,0.18466504832089203,0.00022822524804047686,0.01062224526709465,0.13676922773373495,4.07131239728958,0.00029704938649226145,0.05935306385310426,0.0002056690703822919,0.04109447796259555,0.0005943077948801178,0.11874789210795476,1.6177589123433682e-05,0.0032324237109894135,0.2350402278449392,3.331966511894377,0.0006200542002413089,0.05186183340054459,0.00048642795156921757,0.04068522618802232,0.0009388387636829033,0.07852523139613786,7.072118999233427e-05,0.005915177369725609,2,5,2400
970.5833333333334,0.18235095806066748,3.7449234351252576,0.0004458858125950269,0.05314148065365744,0.00030597668062141243,0.03646685629910635,0.0007636816112986105,0.09101696090348241,2.7152921567722708e-05,0.003236134488746251,0.32857955258309934,3.0260534174789613,0.002307501047109658,0.10486848211188861,0.0019720279238029615,0.08962231038227039,0.0037918624996446295,0.1723279238433329,0.0002128095012667711,0.009671505633675997,0.1417588907021684,3.974918785465573,0.0003023563165970595,0.057578892059776426,0.00021575794024244026,0.0410876256599429,0.000578146867165501,0.11009876173211731,1.627069010568813e-05,0.003098490945641452,0.24493630868293442,3.280040773783724,0.0006082323899764045,0.04779000037275581,0.0004900945215174687,0.038507678564954455,0.0009526831776380642,0.0748541678554927,7.78411700358582e-05,0.006116131936304354,2,6,3000
966.3333333333334,0.18420150780893343,3.7788278688708004,0.0004681928352457226,0.05429085287792502,0.000316299558843182,0.03667756428928536,0.0007538289885899776,0.08741274029358907,2.7919568791695843e-05,0.003237506188853867,0.32932601292913416,3.0593708033516154,0.0022116850486958617,0.09945948030672767,0.0017747011756273174,0.07980831481033554,0.003650253817344507,0.16415192021793984,0.0001968349519909142,0.008851668117374947,0.14264939171324345,3.927038338530682,0.0002974150137744706,0.05668552764508166,0.00020565129274518562,0.039195909756572785,0.0005735579281149997,0.1093167200189588,1.771058528780287e-05,0.003375531918182207,0.25049777277493973,3.251003861774181,0.0005987970257729504,0.04542697720595619,0.0004980040515457473,0.037780446001447796,0.0009457795071953925,0.07175036325500465,7.731215713032428e-05,0.00586518878441162,2,7,3600
962.3333333333334,0.18304265883087026,4.066246615380372,0.00042597919769845656,0.05055450718058624,0.00029817411069949987,0.03538681067495095,0.0007449073128486652,0.08840436880426447,2.6456023891524964e-05,0.0031397571924172527,0.3298975145991856,3.2616453685202287,0.0023794544378782393,0.10559503229747695,0.0018724159104297525,0.08309376106921573,0.003506952302058431,0.15563094451675352,0.0002160932079768213,0.009589748352536223,0.1436775291428026,3.90372770959686,0.000281581320697874,0.05353006463155232,0.00019717432348588073,0.03748385813988936,0.0005633893154095064,0.10710322116485688,1.6870293927817272e-05,0.003207130082603386,0.25461679795342,3.2724559775345217,0.0006468168890779959,0.04787355357649247,0.0005191219863380254,0.03842233350015674,0.0009322669863143904,0.06900087841017298,8.444203608291116e-05,0.006249899170514534,2,8,4200
958.0,0.17822506124436813,3.7727795904573727,0.00042860351996848803,0.05307001507563689,0.00029190249840737204,0.0361435902165112,0.000759187014167901,0.0940031157235491,2.449196245090316e-05,0.0030326134899613683,0.33285216760353437,3.048094202356524,0.0023857316732102114,0.10457724738705189,0.0018520272544021374,0.08118260512112055,0.00401534728325352,0.17601055931855863,0.000211744602120334,0.009281709207898803,0.14445415457778754,3.8712007717502193,0.00028855922261694395,0.054549441436784814,0.0002019654467276577,0.038179692226123746,0.0005610830249408963,0.1060675355742045,1.6644545049976864e-05,0.0031464966782604764,0.2506748200257712,3.2510317413873007,0.0006255235443195707,0.04747298139392864,0.00047809953811347815,0.0362845022915901,0.0009701621069003882,0.07362870361670537,7.319475947651692e-05,0.005554984278875616,2,9,4800
957.5833333333334,0.1779875675822087,3.8024827871616225,0.00043989042619576387,0.05415492635746692,0.0002999264640399073,0.03692395788925002,0.0007741589618361344,0.09530673792966635,2.2620847248001e-05,0.0027848533268915216,0.33186565904044846,3.0428364569798063,0.002535009446439307,0.112274681510992,0.0019467526337145049,0.0862209930767664,0.0034931775146872933,0.15471161003906908,0.00021549889938525277,0.00954437086158915,0.14658309334100247,3.8559385899040994,0.00030451824323801365,0.05596219728570489,0.00020958098820233643,0.03851530366259526,0.0005702197264412171,0.10479092644167921,1.7041347884227906e-05,0.0031317377316080713,0.2510120342968941,3.2569195140093594,0.0006254710278431354,0.04708325570020439,0.0004832043033448915,0.036373917826826085,0.0009191084244737209,0.06918724455541245,7.559995664750322e-05,0.005690898429033969,2,10,5400
