bearing_id,file_idx,time_sec,hi_kpca_pc1,hi_kpca_spe,hi_kpca_spe_cm,hi_kpca_md,hi_kpca_md_cm,spe_raw,md_raw,fpt_sec
3,1,0,0.0,2.6551849e-08,2.6551849e-08,0.044327863,0.044327863,1.2766678,3.0175612,4800
3,2,600,0.0,4.5181303e-09,2.6551849e-08,0.0,0.044327863,0.97495234,1.7642217,4800
3,3,1200,0.0,3.2192782e-09,2.6551849e-08,0.0075015873,0.044327863,0.9571667,2.9977934,4800
3,4,1800,0.6916648,0.0,2.6551849e-08,0.6224799,0.6224799,0.73662686,3.3279033,4800
3,5,2400,0.93740654,0.0,2.6551849e-08,0.6207383,0.6224799,0.822302,3.3269684,4800
3,6,3000,1.0,0.0,2.6551849e-08,0.6183418,0.6224799,0.74592865,3.3256822,4800
3,7,3600,0.98761374,5.0442467e-10,2.6551849e-08,0.6226757,0.6226757,0.91999125,3.3280084,4800
3,8,4200,0.9592865,0.0,2.6551849e-08,0.62274927,0.62274927,0.8979936,3.328048,4800
3,9,4800,0.34936368,1.14996425e-07,1.14996425e-07,0.62267137,0.62274927,2.4877706,3.3280063,4800
3,10,5400,0.19332913,0.0,1.14996425e-07,0.62253684,0.62274927,0.739446,3.327934,4800
3,11,6000,0.0,0.0,1.14996425e-07,0.6199088,0.62274927,0.24545017,3.3265233,4800
3,12,6600,0.0,0.0,1.14996425e-07,0.0,0.62274927,0.5366806,2.2963755,4800
3,13,7200,0.0,0.0,1.14996425e-07,0.0,0.62274927,0.52911514,2.223943,4800
3,14,7800,0.0,0.0,1.14996425e-07,0.0,0.62274927,0.49672252,2.0320988,4800
3,15,8400,0.0,0.0,1.14996425e-07,0.0,0.62274927,0.72902733,1.790017,4800
3,16,9000,0.26586673,3.0691528e-08,1.14996425e-07,0.0,0.62274927,1.3333539,0.82907164,4800
3,17,9600,0.6053403,4.987628e-08,1.14996425e-07,0.0,0.62274927,1.5960575,1.3789183,4800
3,18,10200,0.7836731,1.6850597e-08,1.14996425e-07,0.0,0.62274927,1.1438252,1.8688432,4800
3,19,10800,0.7120439,2.5131543e-08,1.14996425e-07,0.0,0.62274927,1.2572191,2.4094074,4800
3,20,11400,0.71107113,2.9575041e-08,1.14996425e-07,0.0,0.62274927,1.3180655,2.5375588,4800
3,21,12000,0.85504264,2.1805818e-08,1.14996425e-07,0.0,0.62274927,1.2116787,1.7793242,4800
3,22,12600,0.86265594,2.9938775e-08,1.14996425e-07,0.0,0.62274927,1.3230462,2.7877755,4800
3,23,13200,0.08989094,1.1567426e-07,1.1567426e-07,0.0,0.62274927,2.4970524,1.4002998,4800
3,24,13800,0.1828309,0.0,1.1567426e-07,0.0,0.62274927,0.8111025,1.8863696,4800
3,25,14400,0.05315265,2.0518247e-08,1.1567426e-07,0.0,0.62274927,1.1940476,1.5059866,4800
3,26,15000,0.08987238,9.9539676e-08,1.1567426e-07,0.0,0.62274927,2.276116,1.2383717,4800
3,27,15600,0.102182165,5.7552928e-08,1.1567426e-07,0.0,0.62274927,1.7011765,1.3486688,4800
