shaft_hz_est,rpm_est,rms,kurtosis,crest,TOT_env_BPFI_h1,TOT_env_BPFI_h2,TOT_env_BPFI_h3,TOT_env_BPFO_h1,TOT_env_BPFO_h2,TOT_env_BPFO_h3,TOT_env_BSF_h1,TOT_env_BSF_h2,TOT_env_BSF_h3,TOT_env_FTF_h1,TOT_env_FTF_h2,TOT_env_FTF_h3,TOT_env_BPFI_sb_plus,TOT_env_BPFI_sb_minus,file,idx,time_min,RUL_min
12.5,750.0,0.1957537680864334,3.333055416823425,5.861209107566652,0.011401549899009163,0.012368019030823737,0.009016191082527976,0.010799868286871905,0.01065068348878277,0.012368019030823737,0.016492047879082143,0.07017659245734928,0.014019116103411793,0.012241637578348391,0.011392423424357033,0.010292365643908652,0.07017659245734928,0.015618472401232885,000001.tdms,0,0.0,1250.0
12.890625,773.4375,0.19850093126296997,3.3295381760517127,6.078665751031516,0.009850234355932228,0.01233994249678894,0.008626159659530374,0.011520907552553972,0.011267800547659447,0.01233994249678894,0.019079193489414042,0.0634791104647743,0.014797831186513078,0.012732752638373018,0.011239128952822667,0.010486171800278112,0.0642741144304378,0.013997453288944162,000002.tdms,1,10.0,1240.0
12.5,750.0,0.20162339508533478,3.30236649967546,5.687039940307672,0.010624537306646658,0.013440579796155639,0.008958400984976939,0.011652841931972328,0.011134979145083311,0.013440579796155639,0.023292110110310744,0.06510548616976014,0.016394585403340517,0.012938486692567388,0.012463457269402789,0.012107877057078179,0.06510548616976014,0.015057662717474841,000003.tdms,2,20.0,1230.0
16.796875,1007.8125,0.3685700595378876,3.2130745246160193,5.418499107191878,0.023099478498470185,0.04003253931587638,0.015990331488319298,0.04046974842510068,0.02513633631409432,0.03195171890727153,0.16942136570018648,0.10060489156589301,0.08005647231639805,0.07234259132196398,0.052153399522588115,0.03397074047109015,0.10060489156589301,0.062373457059606674,000004.tdms,3,30.0,1220.0
16.796875,1007.8125,0.42073580622673035,3.2112468705900548,5.638868101131705,0.021172428688978687,0.04916144474356891,0.017193369346903038,0.04126039032288441,0.030256559360848072,0.0437871768571625,0.19782360372301447,0.12189266931812726,0.10074661973245784,0.06988665879606554,0.05108567016825637,0.030011946511908607,0.12189266931812726,0.08212768541520869,000005.tdms,4,40.0,1210.0
16.796875,1007.8125,0.43921658396720886,3.2173536686355577,5.341362467034291,0.02234598181471893,0.0462574032287184,0.0193707647866461,0.04247486999381383,0.03050834070292556,0.04336578164071197,0.21067701828856442,0.1312241380610117,0.11092682803127775,0.07769437286700363,0.0511800374226575,0.035038275709867124,0.1312241380610117,0.09469963209562487,000006.tdms,5,50.0,1200.0
16.796875,1007.8125,0.448760449886322,3.258506526011553,5.210433697868401,0.022692366296482133,0.05414911139961396,0.01823547143526044,0.0402686828138216,0.03423624065074487,0.05177847366840427,0.21918881043141641,0.12383090228521426,0.11069316373151034,0.0777729441272557,0.06230055349221799,0.03293529300330258,0.12383090228521426,0.09720716942605809,000007.tdms,6,60.0,1190.0
16.796875,1007.8125,0.44936978816986084,3.2602407042667294,5.698569100540722,0.022655223733240432,0.05282342980865261,0.01853074978365207,0.04824698488882248,0.029113648688229198,0.04640031565579027,0.2261335898470785,0.12445954011614394,0.11072565933719733,0.07653662174099625,0.056423561778451925,0.03407222808509674,0.12445954011614394,0.09721330608125174,000008.tdms,7,70.0,1180.0
16.796875,1007.8125,0.44801613688468933,3.182849422106086,5.297864348040804,0.021998440255803362,0.053929227916205115,0.015642477327967787,0.04855744316631358,0.025857832448487862,0.040383982049071225,0.20264571318678332,0.12643041404840624,0.10319684750188782,0.0812498240865644,0.06400137106732684,0.03899218335650521,0.12643041404840624,0.09446494540644272,000009.tdms,8,80.0,1170.0
12.890625,773.4375,0.2718079686164856,3.154213581428445,6.091781444640026,0.019231164899230737,0.021114921734162597,0.013571775277239318,0.024600372173473956,0.018506730804439556,0.018947725618118555,0.03876009160898889,0.054415872735012166,0.026634443223501045,0.02918444885233957,0.02763048006745809,0.022151438895085876,0.05584805033445955,0.029382196120640545,000010.tdms,9,90.0,1160.0
