ch1_rms,ch1_peak,ch1_p2p,ch1_std,ch1_skewness,ch1_kurtosis,ch1_crest_f,ch1_shape_f,ch1_impulse_f,ch1_energy,ch1_kurt_rms,ch1_total_power,ch1_low_band,ch1_mid_band,ch1_high_band,ch1_bhigh_band,ch1_mean_freq,ch1_freq_std,ch1_spectral_entropy,ch2_rms,ch2_peak,ch2_p2p,ch2_std,ch2_skewness,ch2_kurtosis,ch2_crest_f,ch2_shape_f,ch2_impulse_f,ch2_energy,ch2_kurt_rms,ch2_total_power,ch2_low_band,ch2_mid_band,ch2_high_band,ch2_bhigh_band,ch2_mean_freq,ch2_freq_std,ch2_spectral_entropy,ch3_rms,ch3_peak,ch3_p2p,ch3_std,ch3_skewness,ch3_kurtosis,ch3_crest_f,ch3_shape_f,ch3_impulse_f,ch3_energy,ch3_kurt_rms,ch3_total_power,ch3_low_band,ch3_mid_band,ch3_high_band,ch3_bhigh_band,ch3_mean_freq,ch3_freq_std,ch3_spectral_entropy,ch4_rms,ch4_peak,ch4_p2p,ch4_std,ch4_skewness,ch4_kurtosis,ch4_crest_f,ch4_shape_f,ch4_impulse_f,ch4_energy,ch4_kurt_rms,ch4_total_power,ch4_low_band,ch4_mid_band,ch4_high_band,ch4_bhigh_band,ch4_mean_freq,ch4_freq_std,ch4_spectral_entropy,file_idx,time_sec,bearing_id
0.18921405,6.4370155,8.808136,0.1868935,-1.6251671185864298,25.360513573888834,34.0197543851772,1.3962030091743551,47.498483444207906,54991.805,0.03250660227539278,0.0055902996,0.020466096340410758,0.08443747381367665,0.6528796940326123,0.24216983360289518,6766.926135581332,2965.4876802980853,6.6349306,0.22104174,6.8172455,9.531784,0.22051089,-1.5122128503146364,22.50926498811883,30.84143978694219,1.3652361432523372,42.10584830726463,75048.11,0.053735150349769396,0.0077801407,0.038683490715637696,0.34845192862892493,0.45598895116006344,0.15684527664078604,4847.954786901391,3541.86123622037,6.934314,0.20375846,8.574295,12.482262,0.2036521,-5.614652664507659,113.25576234934128,42.08068173744755,1.6579643738772665,69.76827114949815,63770.9,0.19521938213731893,0.006636057,0.04514280629688897,0.14153043007871444,0.5278642132459442,0.28541433810333194,6312.722142364829,3296.653794995931,7.2621565,0.23326387,8.904648,13.195896,0.23304473,-3.5285881064324953,64.2586052202145,38.174141643356215,1.5119853789839777,57.71874402026543,83576.88,0.19024846638669154,0.008687972,0.06437196384498114,0.20068244947462527,0.523305007240403,0.2116012314092972,5682.008776095785,3345.009871208574,7.250585,1,0,4
0.18901981,6.69508,10.20155,0.18676333,-1.7720768794512411,29.10694527659261,35.41998934935839,1.4005922611763635,49.608962973923035,54878.96,0.03715574353270703,0.0055879764,0.025203734438937062,0.08679897804196107,0.6467759651938435,0.24117052303967187,6707.659066400093,3009.0862538108963,6.6636734,0.22814436,7.052517,10.723877,0.22760734,-1.4835292844711792,22.675057932490635,30.912518976209444,1.362757199623367,42.12625779350802,79948.57,0.06143096997370963,0.008303961,0.04912136087655727,0.3797266189255725,0.42450492407107776,0.14661587863618158,4554.653367188189,3574.239806182126,6.880198,0.20937224,7.994175,12.902737,0.20927352,-5.327278046334861,108.97527312934439,38.1816379257536,1.6260165979155068,62.08397700317208,67333.23,0.2094133391185905,0.007023864,0.08361725585742064,0.15271562889869075,0.4961718107921665,0.26744491857005975,5940.779960270296,3483.192170952591,7.239674,0.23978466,8.385563,13.632202,0.23957132,-3.3778313713454198,62.19360702044992,34.97122363125215,1.4923281548324279,52.18854163407637,88314.91,0.2056038840451277,0.009199934,0.10384006028620786,0.20731588985142627,0.49013165548366916,0.19867143349860494,5349.347248982144,3467.3701925295895,7.2039237,2,600,4
0.19620077,7.5881004,11.191559,0.1938468,-2.10827342493608,35.76870521339102,38.675181104779625,1.424153721240911,55.079403090318806,59127.926,0.05300368653941842,0.0060153664,0.02542700241667713,0.09292561344141309,0.6315695559707195,0.2500217333654347,6685.550043652859,3050.2158659555134,6.7348022,0.23532043,8.314896,12.383652,0.23467636,-1.769944931219687,27.982229962267656,35.33435447750691,1.3831966012288743,48.87435902011151,85057.086,0.08580663755490338,0.008807348,0.047042997174048175,0.366774320876872,0.42610001054715,0.16004593192214886,4675.309986237964,3592.893183940364,6.9309306,0.22277386,10.149193,16.074753,0.2226422,-5.78482103554431,120.0800891870362,45.55827415459886,1.6825923992904441,76.65600581766243,76228.91,0.295752183373081,0.007941829,0.07290042015041309,0.15567904397396473,0.48880301475855004,0.2825591435044662,6014.783536295621,3476.099996456092,7.274119,0.25109774,10.480309,16.49208,0.25083703,-3.8229652775929455,73.33874112648625,41.73796460750659,1.538157307529499,64.19955526269952,96844.91,0.29154436901600683,0.010071969,0.08851561125122515,0.2053327860945049,0.48836536655365576,0.2177370205542761,5492.917097356361,3463.3033872697033,7.257984,3,1200,4
0.21451049,5.1903725,9.067631,0.21248625,-0.9704058779664986,12.529125675054111,24.196357833954732,1.338696872769385,32.391588564875214,70678.66,0.02652863283556599,0.0072129443,0.01603872102041857,0.09860781499606455,0.7236061686520359,0.16172593621383374,5933.479418810715,2799.655351127113,6.8590965,0.3682659,6.126976,10.92453,0.36793062,-0.27743336067254243,2.3523968405143965,16.637370070068386,1.2760326046785133,21.229826665567348,208311.97,0.043266981742856536,0.021655658,0.026265180783410412,0.7228274738656539,0.20083346857783288,0.050064829346131365,2406.6662394225837,2731.021984561707,5.494108,0.20686878,7.887268,12.291241,0.20680845,-4.671491980268923,87.9345649041425,38.12691294322905,1.5789619205926946,60.20094368740242,65732.65,0.16104211074350516,0.006822172,0.04237100254571525,0.17462859463767133,0.5278260752457784,0.2551226739076555,5959.424756198028,3300.269116316672,7.3144073,0.29929635,8.111572,13.138771,0.29913485,-1.4734845871667326,20.114744881807244,27.10214235797005,1.3574016310704657,36.78849224233542,137592.28,0.16140619766551664,0.014294019,0.04811460285330284,0.3646957020965618,0.46754872232915384,0.11961566412069646,4249.375884464008,3219.460274542482,6.7749276,4,1800,4
0.22087726,6.0786247,10.122204,0.21885188,-1.0192670871944056,13.687729374167919,27.520373650722725,1.3430512955087084,36.961273484654214,74936.48,0.032578826332322,0.0076679904,0.018326949407103565,0.1011102419123659,0.7142611801034207,0.1662787719669926,5928.22434749406,2831.9386105384474,6.905077,0.37372413,6.9705963,11.301613,0.3733517,-0.3182884228306298,2.8089203291315386,18.651715803514993,1.2796603804578313,23.867861741381205,214532.7,0.05479538622549467,0.022321425,0.030504908677271174,0.7026819876377953,0.21211394720757273,0.05468891598059494,2480.4603250229134,2776.1750319956504,5.68964,0.21739228,8.080292,13.6024475,0.21730149,-4.594036489035457,86.55923840750006,37.16917510627432,1.5796176530056523,58.71308514579923,72590.445,0.19332583824573352,0.007575727,0.04646999231042375,0.17420401073382402,0.5169894428821988,0.2622845331962657,5936.845152358347,3332.0484719772053,7.3341923,0.31279784,8.503532,14.289188,0.31263033,-1.4596200103533852,19.829515031454527,27.185393255128485,1.3582262774357916,36.92391548165928,150286.06,0.18983098402001333,0.015663601,0.05286125877437356,0.3474238797818279,0.4750396939667699,0.12464974179079613,4282.052509586942,3220.2578180753253,6.814289,5,2400,4
0.22601296,6.3228607,10.201454,0.223911,-1.2842264302319175,17.698191435359096,27.975655535903876,1.3566579937516212,37.953396713393715,78461.73,0.04618088606820199,0.008025271,0.01991649328253201,0.10923337156551857,0.6925816654428955,0.17824291528924893,5961.007699645503,2897.2626281841685,6.9506884,0.39534652,7.1487427,11.513519,0.3949738,-0.35071787873269816,3.1603413106783,18.082219703386322,1.2803819826456408,23.15214831451441,240075.06,0.07720504485199751,0.024964282,0.03063661840936888,0.7176918025375748,0.19475856059056615,0.05690183122490746,2415.943533430145,2768.1279534340306,5.6501155,0.22998664,9.553719,15.625858,0.22989109,-4.987133664970517,95.13405661074549,41.540320154966324,1.6043282994601147,66.64431119353563,81244.95,0.26616223411773426,0.008465489,0.04535315189651007,0.17951588325391196,0.5031093263796903,0.2719678758720511,5923.928820791616,3366.2447742373665,7.345088,0.32967874,8.850193,15.355778,0.32950962,-1.604375815507524,21.9481264700933,26.84490032384198,1.3665857521714073,36.685858301135326,166944.89,0.25927535780869143,0.017384987,0.051005507018338114,0.3595014364188796,0.4594306269177808,0.1300347436801468,4236.036773365064,3252.5388655185466,6.8019876,6,3000,4
0.22893946,6.7029,10.100269,0.22689289,-1.2856568955994736,17.38435631729865,29.27804568980161,1.3567312031988323,39.72243815620843,80506.79,0.04775746011925937,0.008233862,0.019797238688464874,0.11117306646440869,0.6913209437595365,0.17768428764496458,5949.599237263278,2893.755261965406,6.969107,0.404177,6.709957,10.489655,0.4037891,-0.35840339426176726,3.0584020924737834,16.60153090300886,1.2842376766671038,21.320311476049973,250919.5,0.08161707181345085,0.026076045,0.02778239551105038,0.7234008858629382,0.19213727376085288,0.056668913178111464,2399.299744617523,2759.813103446975,5.630558,0.2354189,8.652401,13.483906,0.23532209,-4.9052161037456665,90.30236375051435,36.75321284432249,1.6004268224813503,58.820827648669656,85128.28,0.2773731567970726,0.008849797,0.04384357572651651,0.1821704565494786,0.5013490279833268,0.2725870114358842,5918.957511074859,3361.304135672789,7.347705,0.33673468,8.946991,13.774204,0.336549,-1.5820521612044187,21.069291868135462,26.56985287374352,1.3662420137579145,36.30084929558266,174167.4,0.2708952166304145,0.018104227,0.047004031682550663,0.3664228885805954,0.4566143597968007,0.12993339099637224,4223.707934826117,3253.118633529927,6.8033347,7,3600,4
0.23813987,9.209919,13.328648,0.23609364,-1.4841297359554544,22.941557012140315,38.674410385578526,1.379652041633746,53.35722924766883,87107.48,0.07378215269424854,0.008918248,0.020220602918336654,0.1071494837020942,0.678338298501951,0.19426137771247864,6041.496297809072,2908.586000760373,7.030836,0.3930597,9.873867,15.148544,0.39261824,-0.48567661240258764,4.865832985100842,25.120527534653746,1.291289605105111,32.43787608033763,237305.77,0.11614252797378351,0.024681559,0.032161625804091036,0.6822894085225198,0.2021293262647458,0.08340235740704655,2682.37986976494,3029.175554239373,5.8812532,0.24739689,11.586761,17.856216,0.24727413,-5.1651886646489205,101.07639615511559,46.8347101920682,1.6373024946517283,76.68258783407396,94011.21,0.378640152776565,0.009790748,0.043624858928556574,0.17691307950756502,0.49197839643949415,0.2874268410898341,5976.947599995235,3371.668554387425,7.3670425,0.34425527,11.333752,17.860603,0.34405622,-1.8040425955487733,26.442724996975606,32.92252207319662,1.385764069957255,45.62284818154303,182033.97,0.3713886186941394,0.018941319,0.046327866100588616,0.34410605302930275,0.4648598201178253,0.14467428251825945,4370.631330495916,3287.975897373083,6.872431,8,4200,4
0.23393564,7.041359,11.614227,0.23181836,-1.4086432382236207,19.89337054166274,30.09955631357102,1.373823130258027,41.351466674264664,84058.95,0.05957909915342246,0.008592691,0.019269185872490806,0.11094338463875736,0.6859375967896537,0.1838224415512711,6021.045222684861,2891.6619915897704,6.9891124,0.40763545,7.9704285,13.087273,0.40720955,-0.396758826859099,3.5066258469007527,19.552834425162313,1.2862730966225107,25.150284883862454,255231.97,0.09682270522893666,0.026504394,0.026658677593991258,0.7190766774916866,0.18866340679784488,0.06558756044791003,2467.387423639085,2855.1773969987635,5.5820827,0.24497238,9.739494,15.139294,0.24487177,-4.894674657904361,90.60926373183891,39.7575204298084,1.601752710990874,63.681716130980625,92177.62,0.3263180323426307,0.009586966,0.03966198124577671,0.18278929728110843,0.49656039876980096,0.2809331444288943,5957.901595269572,3356.372655167668,7.3500853,0.34629413,9.412098,15.687847,0.34611425,-1.6341846638461741,21.880662442836705,27.179489871564535,1.369305144718637,37.217015312068874,184196.56,0.31465961742895454,0.019153398,0.042637434692765645,0.3600499644756607,0.4608565266646108,0.13642750119827615,4287.902920450967,3271.5049433908666,6.779104,9,4800,4
0.20736492,9.761524,14.912415,0.20509237,-1.979480862827455,34.56184637026786,47.07413554308622,1.4177464960250858,66.73919071994229,66048.32,0.0639054743227264,0.0067362646,0.025074944168889595,0.09430151233031017,0.6419857211999422,0.23858336478550254,6615.836846589191,3003.6029746964605,6.8076825,0.26435542,10.079861,15.454197,0.26368567,-1.4291063406779332,21.250738290049902,38.12995642972011,1.3589662273620788,51.81732303897319,107341.51,0.103783163827677,0.011123699,0.0570534439010527,0.4151624152411346,0.3867470150517431,0.1410053105282566,4220.393385487546,3591.7578858385145,6.810995,0.2331123,11.264324,17.631435,0.23301476,-5.583516991308773,113.09496297111994,48.32144819091536,1.6761026063095434,80.99170525379225,83468.31,0.3339673883822048,0.008709848,0.04346316955385253,0.16037883301295647,0.5070428890040392,0.28905715359003076,6183.851124814776,3350.805692446745,7.3055725,0.27335584,10.834885,17.5313,0.27311745,-3.305321101404663,59.28565827959314,39.63655789700185,1.4999265759833291,59.45192657043245,114775.164,0.3310267448126088,0.011959921,0.08408097902818326,0.2442745279746093,0.46588373789416765,0.20571459740076078,5266.658854161355,3489.6475856706097,7.2206297,10,5400,4
