bearing_id,file_idx,time_hr,shaft_hz,rpm_est,E_BPFO,E_BPFI,E_BSF,E_total
3,1,0.0,12.890625,773.4375,8.261490335286206e-05,0.00014549331177772428,6.697456272496461e-05,0.00022810821513058634
3,2,0.16666666666666666,12.79296875,767.578125,7.927905651545601e-05,0.00013077000442182754,8.022998930208846e-05,0.00021004906093728356
3,3,0.3333333333333333,12.6953125,761.71875,8.384958353933452e-05,0.00012651764064608076,8.211807523346207e-05,0.00021036722418541528
3,4,0.5,13.57421875,814.453125,0.00020228012305801166,0.002235412774500241,9.952775308853112e-05,0.0024376928975582525
3,5,0.6666666666666666,13.57421875,814.453125,0.00013937576371445454,0.002507294363473045,0.00011388710655971764,0.0026466701271874995
3,6,0.8333333333333334,13.28125,796.875,0.0001522949216582187,0.0024059568277808464,0.0001232448597812143,0.002558251749439065
3,7,1.0,13.28125,796.875,0.0003051859764569936,0.0019246365997198501,0.00014021023978902066,0.002229822576176844
3,8,1.1666666666666667,13.28125,796.875,0.00027150473080165204,0.0018959866636604158,0.00014255830025132168,0.0021674913944620677
3,9,1.3333333333333333,13.28125,796.875,0.0003887763676493003,0.0018919717449476887,0.00018456143982188296,0.002280748112596989
3,10,1.5,12.890625,773.4375,9.404652529904944e-05,0.00016296620619321418,7.387807367973315e-05,0.0002570127314922636
3,11,1.6666666666666667,12.890625,773.4375,9.76960115049961e-05,0.00017002770755027272,8.250384067835765e-05,0.0002677237190552688
3,12,1.8333333333333333,12.98828125,779.296875,8.823067345926741e-05,0.0011296590841463295,7.455521315717393e-05,0.001217889757605597
3,13,2.0,12.890625,773.4375,8.765714337255008e-05,0.00018303847473381493,7.347275391557612e-05,0.000270695618106365
3,14,2.1666666666666665,12.890625,773.4375,9.980297113217057e-05,0.00017689274888549382,8.03053426510956e-05,0.0002766957200176644
3,15,2.3333333333333335,12.79296875,767.578125,8.815409039395004e-05,0.00014322284404648457,7.618976013936025e-05,0.0002313769344404346
3,16,2.5,14.6484375,878.90625,0.00011024435155482741,0.002151394370082233,0.00015371631155106338,0.0022616387216370607
3,17,2.6666666666666665,13.671875,820.3125,0.00014500145332901725,0.002334840694504923,0.0001227093426308107,0.0024798421478339403
3,18,2.8333333333333335,13.76953125,826.171875,0.00014676781364401996,0.0024352247630014512,0.0001148320306189127,0.0025819925766454714
3,19,3.0,13.8671875,832.03125,0.00013768165663036617,0.002385748324123583,0.0001127454247552854,0.002523429980753949
3,20,3.1666666666666665,13.28125,796.875,0.00024056960146001904,0.002036495601702249,0.00012230631279248888,0.002277065203162268
3,21,3.3333333333333335,13.28125,796.875,0.00035042736781430657,0.0019510148104305946,0.0001294815582179715,0.0023014421782449014
3,22,3.5,13.28125,796.875,0.00031488864095570066,0.0018378394898743682,0.00014546137645799547,0.002152728130830069
3,23,3.6666666666666665,12.890625,773.4375,9.478885671570925e-05,0.00017026007947004148,7.347396806767043e-05,0.0002650489361857507
3,24,3.8333333333333335,12.890625,773.4375,8.669317123385747e-05,0.00017735611665850093,8.496497725818553e-05,0.0002640492878923584
3,25,4.0,12.890625,773.4375,9.070205001937934e-05,0.0001545833391906916,8.249367986116351e-05,0.00024528538921007094
3,26,4.166666666666667,12.890625,773.4375,8.764590532503664e-05,0.00015819819639369153,7.30496382472689e-05,0.00024584410171872817
3,27,4.333333333333333,12.890625,773.4375,8.608223611454718e-05,0.00014641108823201056,7.375096193689441e-05,0.00023249332434655773
3,28,4.5,12.890625,773.4375,8.78203360730253e-05,0.00014584566855204846,6.784691701025256e-05,0.00023366600462507376
3,29,4.666666666666667,13.28125,796.875,0.00014582705887411106,0.002370942679002155,0.00012304858982473973,0.002516769737876266
3,30,4.833333333333333,13.28125,796.875,0.00014823122942771004,0.0023408623183115576,0.00011475166226749007,0.0024890935477392675
3,31,5.0,13.671875,820.3125,0.00015192186156311727,0.0022465993625667606,0.00012151404894922613,0.002398521224129878
3,32,5.166666666666667,12.890625,773.4375,0.00014137751854818484,0.00021871297532943858,0.0001127981763880758,0.00036009049387762345
3,33,5.333333333333333,13.28125,796.875,0.00013767387762441733,0.002297154493952748,0.00011768631508502007,0.0024348283715771653
3,34,5.5,13.28125,796.875,0.00014126561641191485,0.0022133003120626818,0.00011877159604540646,0.0023545659284745966
3,35,5.666666666666667,12.890625,773.4375,9.876186338265003e-05,0.00016456756893941038,8.880087677120343e-05,0.0002633294323220604
3,36,5.833333333333333,12.890625,773.4375,9.098223755689237e-05,0.00015427918700107847,7.942722529090854e-05,0.00024526142455797085
3,37,6.0,12.890625,773.4375,9.788328188247305e-05,0.00018974063390548635,7.950315345815008e-05,0.0002876239157879594
3,38,6.166666666666667,12.79296875,767.578125,8.729654792441992e-05,0.00014875175822598718,9.186866839927649e-05,0.0002360483061504071
3,39,6.333333333333333,12.890625,773.4375,9.205495291423527e-05,0.0001754591453739663,7.585803135730891e-05,0.0002675140982882016
3,40,6.5,12.890625,773.4375,9.782645792927243e-05,0.00015193378455240447,7.791925091406344e-05,0.0002497602424816769
3,41,6.666666666666667,13.28125,796.875,0.00016215847008817967,0.002308358747690966,0.00013652765466364066,0.0024705172177791456
3,42,6.833333333333333,12.890625,773.4375,0.00014323251297011606,0.00021483329875925252,0.00011588137697048033,0.0003580658117293686
3,43,7.0,13.8671875,832.03125,0.00015555629797954463,0.0022991136498559184,0.00012111839827395342,0.002454669947835463
3,44,7.166666666666667,13.8671875,832.03125,0.00014712807361417636,0.0022484384291832442,0.00012132472711492432,0.0023955665027974205
3,45,7.333333333333333,13.28125,796.875,0.0005212081450196912,0.0017713430226587855,0.00014296067537466944,0.002292551167678477
3,46,7.5,13.28125,796.875,0.00040162416971800154,0.0018116887527681144,0.00014327158626539017,0.002213312922486116
3,47,7.666666666666667,12.98828125,779.296875,9.724413148487364e-05,0.0009823986815299904,7.372299288518802e-05,0.001079642813014864
3,48,7.833333333333333,12.98828125,779.296875,0.00010042969937752037,0.0009785782286148756,7.888180559869065e-05,0.001079007927992396
3,49,8.0,12.98828125,779.296875,9.971225970134796e-05,0.0010266036263296922,7.793131277641936e-05,0.0011263158860310401
3,50,8.166666666666666,12.890625,773.4375,0.00010043441196166799,0.00015866442355827709,7.661520641429604e-05,0.0002590988355199451
3,51,8.333333333333334,12.98828125,779.296875,9.28560029803576e-05,0.0011215543157376564,7.819493222859521e-05,0.001214410318718014
3,52,8.5,12.890625,773.4375,9.793496222511842e-05,0.00015494116971427152,7.89863051093104e-05,0.00025287613193938994
3,53,8.666666666666666,13.28125,796.875,0.00015395548818967374,0.002273672958683508,0.00013260356417580527,0.002427628446873182
3,54,8.833333333333334,13.0859375,785.15625,0.00014449827605674903,0.0023869817902936324,0.00012815247143908493,0.0025314800663503814
3,55,9.0,13.57421875,814.453125,0.00015170763826895286,0.0022584468538610035,0.0001186251123544434,0.0024101544921299564
3,56,9.166666666666666,13.57421875,814.453125,0.00014376544001604662,0.002149474119752383,0.00012126694849543557,0.00229323955976843
3,57,9.333333333333334,13.37890625,802.734375,0.00014130035512599626,0.0022690364780935295,0.00011420289537319693,0.002410336833219526
3,58,9.5,13.28125,796.875,0.0003707532938908917,0.0019210551064209977,0.00013962030397643194,0.0022918084003118893
3,59,9.666666666666666,12.890625,773.4375,0.00010152437175767807,0.00014891032066430724,8.961224211601986e-05,0.0002504346924219853
3,60,9.833333333333334,12.98828125,779.296875,9.365483830070616e-05,0.0010715682741884221,8.037138164362006e-05,0.0011652231124891282
3,61,10.0,12.98828125,779.296875,9.413373350902187e-05,0.0009927247749748304,7.774194696793026e-05,0.0010868585084838523
3,62,10.166666666666666,12.98828125,779.296875,0.00010450205049966312,0.0010179434258803036,7.82643425331864e-05,0.0011224454763799666
3,63,10.333333333333334,12.98828125,779.296875,0.00010128320533857801,0.001037130803950832,8.675767489576975e-05,0.0011384140092894099
