bearing_id,file_idx,time_hr,shaft_hz,rpm_est,E_BPFO,E_BPFI,E_BSF,E_total
2,1,0.0,12.6953125,761.71875,0.00011137126760629059,0.0001687179033672627,0.0001003561401787739,0.0002800891709735533
2,2,0.16666666666666666,12.59765625,755.859375,8.778266925064959e-05,0.0001397313966599941,8.477456949162717e-05,0.0002275140659106437
2,3,0.3333333333333333,12.890625,773.4375,0.00010009829683231986,0.00017358143544691227,8.134528122356355e-05,0.00027367973227923213
2,4,0.5,12.59765625,755.859375,8.76532262277805e-05,0.00013910302071213355,6.907465336436101e-05,0.00022675624693991404
2,5,0.6666666666666666,13.28125,796.875,0.0002839985820147375,0.0027297578993193475,0.00012574650367597537,0.003013756481334085
2,6,0.8333333333333334,13.28125,796.875,0.0002440311435761131,0.002696736918520551,0.00012737888255916885,0.0029407680620966645
2,7,1.0,13.28125,796.875,0.00025026682859314697,0.002557321700463526,0.00014013792747927237,0.0028075885290566732
2,8,1.1666666666666667,13.28125,796.875,0.0002666216806239637,0.002513577343343565,0.00014049156392479352,0.0027801990239675286
2,9,1.3333333333333333,13.28125,796.875,0.000302115165054697,0.002605824298784425,0.00012987393525660287,0.0029079394638391216
2,10,1.5,13.28125,796.875,0.0002489230628330547,0.002699992126648002,0.00012408050937193812,0.0029489151894810566
2,11,1.6666666666666667,12.79296875,767.578125,9.075457011537008e-05,0.00014421718145228663,9.377492579853377e-05,0.0002349717515676567
2,12,1.8333333333333333,12.890625,773.4375,0.00010111211909920031,0.0001836700636070145,8.085651648362448e-05,0.0002847821827062148
2,13,2.0,12.890625,773.4375,0.00010660833264336167,0.00018532465178896587,8.660012870550408e-05,0.00029193298443232755
2,14,2.1666666666666665,12.890625,773.4375,0.00010499566915873846,0.00017137263813040882,8.49231605716137e-05,0.0002763683072891473
2,15,2.3333333333333335,12.79296875,767.578125,0.00010459691069706762,0.00015189390350118948,9.715782547913494e-05,0.0002564908141982571
2,16,2.5,12.79296875,767.578125,0.00010143135573529807,0.00016479425996608437,9.448825111068102e-05,0.00026622561570138244
2,17,2.6666666666666665,13.28125,796.875,0.00027371713163075836,0.0027230077418425734,0.00013750820465641822,0.002996724873473332
2,18,2.8333333333333335,13.28125,796.875,0.000303895041237735,0.0023935639292039174,0.0001248306878560842,0.002697458970441652
2,19,3.0,13.28125,796.875,0.0002758596261805379,0.0016191167213732939,0.00011188995726360486,0.0018949763475538317
2,20,3.1666666666666665,13.28125,796.875,0.00029739873281723966,0.0019951719574328322,0.00013499860808715645,0.002292570690250072
2,21,3.3333333333333335,13.28125,796.875,0.00031436289097456853,0.003087555177283607,0.00015518058806584986,0.0034019180682581755
2,22,3.5,13.28125,796.875,0.0003418735718953798,0.0028895863808381856,0.0001549855601095185,0.0032314599527335655
2,23,3.6666666666666665,12.79296875,767.578125,8.477443377270813e-05,0.00012899482863544957,8.041798277163244e-05,0.0002137692624081577
