bearing_id,file_idx,time_hr,shaft_hz,rpm_est,E_BPFO,E_BPFI,E_BSF,E_total,HI,mu_ref,sig_ref
1,1,0.0,12.890625,773.4375,9.40709702041598e-05,0.00017386419242706221,7.229203287177913e-05,0.00026793516263122204,0.0,0.0014993934147863252,0.0010615175701158097
1,2,0.16666666666666666,12.890625,773.4375,9.303974127282653e-05,0.00015866468543673445,7.23582805879903e-05,0.00025170442670956097,0.0,0.0014993934147863252,0.0010615175701158097
1,3,0.3333333333333333,12.890625,773.4375,9.04425173452335e-05,0.00017275085574390176,7.75665315109494e-05,0.00026319337308913527,0.0,0.0014993934147863252,0.0010615175701158097
1,4,0.5,13.28125,796.875,0.0007992498066331932,0.0023689668822734814,0.00015881249518210537,0.0031682166889066745,0.038893770430278085,0.0014993934147863252,0.0010615175701158097
1,5,0.6666666666666666,13.28125,796.875,0.0010562994372744366,0.0024306309895706923,0.0001550749449113512,0.0034869304268451288,0.04632174626725704,0.0014993934147863252,0.0010615175701158097
1,6,0.8333333333333334,13.0859375,785.15625,0.0009636321555906894,0.0023314534162573045,0.00018169391742935798,0.003295085571847994,0.04185058993560676,0.0014993934147863252,0.0010615175701158097
1,7,1.0,13.4765625,808.59375,0.0011678531371666552,0.002383534390239624,0.00017954001911866385,0.0035513875274062793,0.047823990220049566,0.0014993934147863252,0.0010615175701158097
1,8,1.1666666666666667,13.57421875,814.453125,0.0011930153382225346,0.0024310926672734038,0.00018511734901072114,0.0036241080054959384,0.04951882131706319,0.0014993934147863252,0.0010615175701158097
1,9,1.3333333333333333,13.28125,796.875,0.0010454744414635114,0.002407885321094646,0.00020298910304945562,0.0034533597625581573,0.04553934484092407,0.0014993934147863252,0.0010615175701158097
1,10,1.5,12.890625,773.4375,0.00011007769683791521,0.00019787913662260535,0.0001282956290126537,0.00030795683346052056,0.0,0.0014993934147863252,0.0010615175701158097
1,11,1.6666666666666667,12.890625,773.4375,0.00010531791681265231,0.0001783450060599762,0.00011240212948748768,0.00028366292287262853,0.0,0.0014993934147863252,0.0010615175701158097
1,12,1.8333333333333333,12.98828125,779.296875,9.997820824239194e-05,0.000950174959971063,0.00011181914339168756,0.001050153168213455,0.0,0.0014993934147863252,0.0010615175701158097
1,13,2.0,12.98828125,779.296875,0.00010197873635108981,0.0009329753618828166,9.956630385261741e-05,0.0010349540982339065,0.0,0.0014993934147863252,0.0010615175701158097
1,14,2.1666666666666665,12.890625,773.4375,0.00011313548959206979,0.00017416306829122827,0.00010642131680728244,0.00028729855788329806,0.0,0.0014993934147863252,0.0010615175701158097
1,15,2.3333333333333335,12.98828125,779.296875,0.00010763836458618016,0.0012017057473537153,0.00010848889861558581,0.0013093441119398956,0.0,0.0014993934147863252,0.0010615175701158097
1,16,2.5,13.37890625,802.734375,0.0011700696224736075,0.0024920840942445964,0.00021479284424073271,0.003662153716718204,0.05040551865708887,0.0014993934147863252,0.0010615175701158097
1,17,2.6666666666666665,13.0859375,785.15625,0.0015191363957824246,0.0024049174776273373,0.00019842827896823713,0.0039240538734097614,0.05650939120487832,0.0014993934147863252,0.0010615175701158097
1,18,2.8333333333333335,13.57421875,814.453125,0.001531445016132347,0.0024111543911048174,0.000216808089064884,0.003942599407237164,0.05694161536328728,0.0014993934147863252,0.0010615175701158097
1,19,3.0,13.28125,796.875,0.0014018020813789727,0.0021663997804381675,0.00021750810903044542,0.0035682018618171402,0.04821586686310435,0.0014993934147863252,0.0010615175701158097
1,20,3.1666666666666665,13.28125,796.875,0.001476960139453671,0.0021338981317221466,0.0002332568180994182,0.0036108582711758177,0.049210021617957504,0.0014993934147863252,0.0010615175701158097
1,21,3.3333333333333335,13.28125,796.875,0.0016026330738194636,0.0021691532480745406,0.00020596982421561543,0.003771786321894004,0.05296062766324082,0.0014993934147863252,0.0010615175701158097
