bearing,file,rpm,dei_raw,dei_corrected,dei_norm
2,1,713.0,0.0034544774270620616,0.0064360155142283455,0.37229927530109347
2,2,734.0,0.00487216812030142,0.005353995256159801,0.2410975535394022
2,3,739.0,0.004833344211833639,0.004528174623972437,0.14096163833692854
2,4,774.0,0.004337485453486182,0.003958553617666253,0.0718915296936723
2,5,970.0,0.004729013067438147,0.0036451322372412507,0.033887227609633676
2,6,971.5,0.005031045180838502,0.0035879104826974286,0.02694873208481261
2,7,966.0,0.005391638417574782,0.003786888354034782,0.05107604311920845
2,8,962.0,0.004417937600554903,0.004197840018807681,0.10090650200108096
2,9,958.0,0.004329938697160236,0.005104279204046528,0.21081792083892262
2,10,958.0,0.005070167249587411,0.0061465207484798605,0.33719622485081935
2,11,726.0,0.008151959434273878,0.00757598971515419,0.5105282749987167
2,12,728.0,0.00790776943755297,0.008370964056467187,0.6069238845622709
2,13,733.0,0.007047567613399791,0.008700526881941631,0.6468854377850163
2,14,736.0,0.007144569048438908,0.008577780549032795,0.6320016774325804
2,15,739.0,0.006393448090608738,0.007874921068107282,0.546775570651025
2,16,738.0,0.006638886714478639,0.006693248823824724,0.40349042247401923
2,17,981.0,0.004342950566411633,0.004393747231016177,0.12466147641641157
2,18,969.0,0.0042757613894667,0.00346566435929676,0.012125625262866363
2,19,972.0,0.004136224519141826,0.0036076949736768772,0.02934772532114615
2,20,972.0,0.004335466542525687,0.004273223532656526,0.11004722440037293
2,21,966.0,0.004729587858953244,0.005452304094002317,0.25301811481646463
2,22,970.0,0.004712209802663975,0.006658955422771432,0.3993321331724051
2,23,729.0,0.010015046273277076,0.008975942732489809,0.6802813317370244
2,24,729.0,0.010603691865230693,0.010193884712038808,0.8279644120962726
2,25,728.0,0.00857318766507441,0.010714675265233092,0.8911135229810201
2,26,729.0,0.007843494528562655,0.01051708639517448,0.8671546370365809
2,27,727.0,0.007145487897415104,0.00968592709572679,0.7663713750480886
2,28,733.0,0.008989621238849853,0.008190479270613383,0.5850389757731518
2,29,976.0,0.004457519445022803,0.005475724604924239,0.2558579982055056
2,30,973.0,0.004466339603306028,0.004182065141085212,0.09899369944277898
2,31,976.0,0.004623261646026253,0.0037843268375522356,0.05076544322948834
2,32,979.0,0.0048652913804032106,0.003812184603748856,0.054143371565096
2,33,979.0,0.004266470569057186,0.004517584077456452,0.13967746835311057
2,34,982.0,0.0043735616277565835,0.005636354238478974,0.2753353456314682
2,35,733.0,0.007954766600475796,0.007982126553504252,0.5597749060714985
2,36,733.0,0.008193225270959822,0.009082606625191012,0.6932149956567581
2,37,732.0,0.008295618324522372,0.00963933276641191,0.7607215212816204
2,38,728.0,0.008712370718093939,0.009642161542661076,0.7610645280891192
2,39,729.0,0.0076265974960704665,0.00908169833239452,0.693104859475966
2,40,728.0,0.007222680948257467,0.007894334431707556,0.549129562372112
2,41,967.0,0.004430683759055116,0.005525491360494531,0.2618925284914459
2,42,964.5,0.0048714527972366205,0.00427053292433432,0.10972097131793067
2,43,966.0,0.004627260852706917,0.00365408855162471,0.034973236729136166
2,44,966.0,0.00444205937533483,0.003914025209592038,0.06649218179507302
2,45,966.0,0.004548200886406555,0.004904965452081626,0.18664988217829975
2,46,958.0,0.004394143753157425,0.006237862279781497,0.34827195664581956
2,47,724.0,0.008354920663561947,0.008268528981353905,0.5945029912162987
2,48,725.0,0.008766125250229358,0.009526453550252365,0.7470342105304532
2,49,720.0,0.009189198817624037,0.01017071771677755,0.8251552690662263
2,50,728.0,0.007994428989816855,0.010248000860282413,0.8345263334389893
2,51,729.0,0.007453194137502327,0.00960585910181858,0.7566626301512843
2,52,728.5,0.007466680104502416,0.008339249591072956,0.603078307334445
2,53,970.0,0.007464307752236906,0.0064491955979693715,0.37389744286486226
2,54,973.0,0.0047284090462932655,0.0046725589485429354,0.15846914047266783
2,55,974.0,0.005194023314697682,0.0037022885698526587,0.0408177903160905
2,56,976.0,0.004271136675761088,0.0035084133550893964,0.017309208296319947
2,57,972.0,0.004878875284495167,0.003747883077387199,0.04634640944017824
2,58,974.0,0.004940420113955312,0.0044712454703333135,0.13405862250132694
2,59,955.0,0.004488224346753897,0.005715172995842292,0.284892612786192
2,60,735.0,0.007894738619126701,0.007229462142282001,0.46850964007972884
2,61,732.0,0.0070871708004070335,0.008101057096683748,0.5741959780605357
2,62,730.0,0.006900778608170788,0.008549790481503415,0.6286077067331446
2,63,728.0,0.006864876866993049,0.008497226912486881,0.6222340453294115
2,64,731.0,0.006792915602839755,0.007947258071697084,0.5555468846327106
2,65,729.0,0.006846184511229852,0.006951963632183966,0.4348612106352037
2,66,969.0,0.004521816536443333,0.005007060421170892,0.19902953554230338
2,67,966.0,0.004615971657854707,0.004126549742367539,0.0922621102310879
2,68,968.0,0.0047124593298772735,0.0036256206688604735,0.03152132794487272
2,69,968.0,0.0038841529581616035,0.0035685286411037366,0.024598562604119148
2,70,968.0,0.004384479770195318,0.0040833349476274055,0.08702204616278239
2,71,971.0,0.00410386330232043,0.004980717531750729,0.19583529548780315
2,72,733.5,0.006864495231405858,0.006871383889822228,0.4250904130386362
2,73,732.0,0.006773251161906765,0.007839342034347713,0.5424613903451909
2,74,732.5,0.007030538859087883,0.008354597964568786,0.6049393935884945
2,75,733.0,0.007355043953881269,0.008364929277886351,0.606192129926115
2,76,733.0,0.006808693172349619,0.007926374764802268,0.5530146530961509
2,77,735.0,0.007342726451937711,0.007076861450398384,0.45000585203338006
2,78,971.0,0.0041351646354982835,0.005294687447681029,0.23390611093164781
2,79,976.0,0.0044489117673116784,0.004346836752919736,0.11897328763341815
2,80,978.0,0.004488343647009366,0.0037902574116359077,0.051484562418811074
2,81,979.0,0.005591319045710339,0.0037726719784991836,0.04935221869579999
2,82,980.0,0.0048940421807914395,0.004293580651929955,0.11251565239778369
2,83,980.0,0.004453879957321272,0.005068119328949736,0.2064333098891651
2,84,737.0,0.006715407855835602,0.006847255042454959,0.4221646394266321
2,85,739.0,0.006925269814184092,0.007776171913588581,0.5348016182238384
2,86,738.0,0.007181957560440802,0.00823806490293565,0.5908090312275153
2,87,739.0,0.006824118375035899,0.008229432356233744,0.5897622809638002
2,88,738.0,0.006494706630071751,0.00784716023607101,0.543409396188453
2,89,738.0,0.007426788529210871,0.006942859820868663,0.4337573165904717
2,90,978.0,0.005618930407245172,0.005293905118571349,0.2338112486354857
2,91,977.0,0.004548339417631401,0.004242708293653301,0.1063470608707738
2,92,970.0,0.004500423923900443,0.0037673922922008287,0.04871202372020657
2,93,973.0,0.004385955550394872,0.003959783683683191,0.07204068288937207
2,94,971.0,0.004650868291554813,0.004444070387738262,0.13076347382097658
2,95,970.5,0.00549519098764424,0.005403358725523667,0.24708318285121442
2,96,732.0,0.0062461876124178155,0.007136168249626287,0.4571971722631561
2,97,729.0,0.007843932874122713,0.008220040272674823,0.5886234321070702
2,98,727.0,0.007651999471454071,0.008671174234476012,0.6433262457486051
2,99,730.0,0.006697619156197043,0.00870915375727544,0.6479315003598886
2,100,727.0,0.007229773610814034,0.008160115077973847,0.5813571275595868
2,101,727.0,0.006255311458630456,0.007163060297237737,0.4604580011820321
2,102,968.0,0.006026897631114088,0.005231006957943901,0.22618445338056564
2,103,967.0,0.004185676673330953,0.004076161657068322,0.08615223983057133
2,104,967.0,0.0051379879874136475,0.0038989167612063745,0.06466018796079388
2,105,966.0,0.004235563454893589,0.0043607343961817625,0.12065846377574149
2,106,966.0,0.00510705601868819,0.005177850219007002,0.2197388664151171
2,107,964.0,0.00511846467588733,0.00637612669786546,0.36503738185456375
2,108,730.0,0.008765137796113499,0.00782241239928363,0.5404085662389494
2,109,726.0,0.00921701909579993,0.00857892385525401,0.6321403104605721
2,110,723.0,0.00826597096906173,0.009278847352747855,0.7170104108934234
2,111,717.0,0.007566323527940225,0.009922182891765177,0.7950188675375054
2,112,724.0,0.007244108151254295,0.010508930472305977,0.8661656803928177
2,113,719.0,0.007998696843457852,0.011039090094370253,0.9304508494593604
2,114,724.0,0.00847158793042135,0.011512661757958006,0.9878743747371335
