bearing,file,rpm,dei_raw,dei_corrected,dei_norm
4,1,712.0,0.00805952105463376,0.013725305332433331,0.9858088736785983
4,2,726.0,0.010284445955986115,0.011879295039456908,0.7238392210962341
4,3,731.0,0.011510875515596068,0.010339024488762515,0.5052574815558413
4,4,778.0,0.008366692647597831,0.00910449368035015,0.33006365505741925
4,5,977.0,0.008748614579144597,0.00817570261421981,0.19825774160096812
4,6,975.0,0.009162399889399776,0.0075526512903715,0.10983974118648801
4,7,977.0,0.009110853643969161,0.007235339708805202,0.06480965381397673
4,8,978.0,0.009973227049215369,0.006878648306402305,0.014191126321401825
4,9,977.0,0.009743637913059794,0.007162562005076762,0.054481677944058164
4,10,979.0,0.010556722934941368,0.008389235627029059,0.22856048118662373
4,11,737.0,0.008732094735621011,0.00992570554795811,0.446602868556008
4,12,740.0,0.009285576029330908,0.010794240267383648,0.5698577277349192
4,13,741.0,0.008383243499304499,0.011436920755692082,0.661061327673771
4,14,741.0,0.009458272411577177,0.011560698891335963,0.6786268392612703
4,15,741.0,0.010554132109204193,0.01124996397469415,0.634530054715928
4,16,741.0,0.010251771610489685,0.010400133303011991,0.5139295105794952
4,17,981.0,0.010789177521887348,0.00893262838655883,0.3056740341128447
4,18,981.0,0.011204065116979613,0.008082749320608198,0.18506662228464069
4,19,982.0,0.009043383451805932,0.007800772756528211,0.14505097187930113
4,20,981.0,0.009051443931877767,0.007743206228478926,0.13688163316498186
4,21,982.0,0.009543886881934045,0.008119924522321393,0.19034220211999617
4,22,982.0,0.011285466476734804,0.00906544088070171,0.32452162292726533
4,23,741.0,0.01035103684448653,0.010776049538335318,0.5672762583968868
4,24,740.0,0.01076926656817759,0.011698215524018223,0.6981419983181479
4,25,744.0,0.010296092994874299,0.012225290637027254,0.772939893413931
4,26,743.0,0.009921051584636395,0.012241469063467434,0.7752357943468721
4,27,741.0,0.009915860923084949,0.011697907066915564,0.6980982247810623
4,28,740.0,0.009816395370482251,0.010712461933031452,0.5582524610034607
4,29,977.0,0.01042867990278092,0.009085613791650675,0.3273843862027368
4,30,978.5,0.01053891850618268,0.00834352701504014,0.2220739143195167
4,31,980.0,0.011630055544036884,0.00817695505063289,0.19843547643444348
4,32,984.0,0.010912679992137181,0.008801274237009299,0.28703340082186773
4,33,983.0,0.011936317692852886,0.009597656432191511,0.4000490041413283
4,34,986.0,0.01261136770729994,0.010622357393254862,0.5454656119424469
4,35,745.0,0.01166876869126457,0.012267516289588307,0.7789321891089064
4,36,742.0,0.011857927273874419,0.012844517716361305,0.8608151904585534
4,37,741.0,0.012467607066923698,0.013055392585890616,0.8907407095735491
4,38,744.0,0.009658911876892027,0.012922413710728622,0.8718695094185314
4,39,745.0,0.009824914600853473,0.012397657200047062,0.7974006501079306
4,40,744.0,0.009989818983159156,0.01142773793571414,0.6597581820908345
4,41,983.0,0.010567306348134315,0.009770161198733833,0.4245293734717885
4,42,985.0,0.01339152491063987,0.009046545337788328,0.32184013256331256
4,43,977.0,0.012698770757117709,0.008814578880160028,0.28892147953799946
4,44,974.0,0.01299321876570912,0.009286146839822278,0.35584228438492654
4,45,974.0,0.011617478479616795,0.009695142246353159,0.41388333917445475
4,46,975.0,0.012476750496837566,0.010329545616508628,0.5039123228204478
4,47,734.0,0.010668644935968204,0.011791458925678993,0.7113742872341999
4,48,736.0,0.0103491047971656,0.012499216909616372,0.8118131167845604
4,49,737.0,0.01056464720096795,0.012941945105745277,0.8746412343576768
