HI,regime
0.0,0
0.0,0
0.0,0
0.0,0
0.0,1
0.011433400250476566,1
0.031270998274242075,1
0.04921041428017356,1
0.06610102834105334,1
0.08096425933908034,1
0.09385729323886126,0
0.10481709046243175,0
0.11662078755681482,0
0.129420564324783,0
0.14134163823193793,0
0.1534868298549592,0
0.1660709193217117,1
0.17917846884375585,1
0.1909183205109098,1
0.19977964279940777,1
0.20705007222429492,1
0.21292743466923975,1
0.2171459661770431,0
0.21981263148094252,0
0.22132553633751947,0
0.2242741853597546,0
0.22762139977699616,0
0.2319225716426544,0
0.23694998588672686,1
0.242718893524911,1
0.2492553888855976,1
0.2550981623417163,1
0.2595732750465877,1
0.2619420198239239,1
0.2625984826725906,0
0.26172211308869486,0
0.25956978785174156,0
0.2575785446919585,0
0.2569087197948524,0
0.25758481731002275,0
0.2601029543800557,1
0.2641368250646846,1
0.2696010137815738,1
0.27531868815408544,1
0.27911311729689514,1
0.28027282339237436,1
0.27924174192557455,0
0.2761571072006913,0
0.27140160607143066,0
0.266733494163155,0
0.2635136737668147,0
0.26282081426056564,0
0.2648584767127582,1
0.2693223241208898,1
0.2763796530544351,1
0.2816676508063941,1
0.28559761702354175,1
0.28784024201397057,1
0.28789510830507237,1
0.2859072197915862,0
0.2815200114630051,0
0.2782578786251822,0
0.27893175907135986,0
0.2819687603094347,0
0.28754814196083167,0
0.29640817307700307,1
0.30917239736860774,1
0.3214927036492046,1
0.33090938437197426,1
0.3370517461455782,1
0.33957367514547704,1
0.3382901828147623,0
0.33328976354076667,0
0.32735214802335033,0
0.3255865846691131,0
0.3294673306259664,0
0.3383603281010278,0
0.351966847899163,1
0.37149320857202417,1
0.3967119435795768,1
0.416273490081805,1
0.42840224417717904,1
0.43302317884643854,1
0.4321382438778555,0
0.43277887765078127,0
0.42919083185819323,0
0.42811137194659754,0
0.47498653538874386,0
0.5261429036104013,0
0.5805035698136073,1
0.635810151115886,1
0.6842726867907684,1
0.7289843766607843,1
0.7643615725270381,1
0.7454944212424381,1
0.7284559187535712,0
0.7083856367527523,0
0.6868605097336234,0
0.6689707435877252,0
0.6550845457801078,0
0.6443792424846982,0
0.63665809549909,1
0.6256309732900731,1
0.6167609393815493,1
0.6076619729236427,1
0.5949863171877582,1
0.6990923694325648,1
0.7924647481560699,0
0.8776342074529689,0
0.9541245516963619,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,0
1.0,0
1.0,0
0.9905649215113915,0
0.9823951229978697,0
0.9797412016272564,0
