HI,regime
0.0,0
0.0,0
0.0,0
0.0,0
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,0
0.0,0
0.0,0
0.0005538968454571824,0
0.001958994720712285,0
0.00304637164518392,0
0.0038527517197495197,1
0.004468521275644423,1
0.004989438938377827,1
0.0060608222952651175,1
0.00772687741086353,1
0.009845274602274943,1
0.012218223728046134,0
0.014656010160387197,0
0.017327761760984765,0
0.020049116223458202,0
0.022384262814275576,0
0.02460550979910437,0
0.026869096299431974,1
0.029377182853455277,1
0.03218912452086631,1
0.034825773861009296,1
0.03846853537600115,1
0.042736228901881446,1
0.04710375834217626,1
0.0514431585707276,0
0.05566767825032,0
0.06057313264496319,0
0.06646232329291027,0
0.07263025607485885,0
0.08005092634658695,0
0.08894361870251766,1
0.09849643401160307,1
0.10925575056046342,1
0.12082098451997285,1
0.13184480560742629,1
0.14195967095747505,1
0.14987444540218456,0
0.1559606758743422,0
0.1608790234044988,0
0.16593229380109836,0
0.17310846912415806,0
0.19959714245850607,0
0.2355333523956868,1
0.2726478935523867,1
0.3151315617146786,1
0.4002988293652554,1
0.5080891067671757,1
0.6324084929534352,1
0.7280007303752618,0
0.8154449199713725,0
0.9043210058126993,0
0.9954240067264534,0
1.0,0
1.0,0
