HI,regime
0.0,0
0.0,0
0.0,0
0.0,0
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,0
0.0,0
0.0,0
0.0,0
0.0004120426062289851,0
0.00780987637977468,0
0.010837854118496228,1
0.010126885562286036,1
0.0058723046487364015,1
0.003930300754478312,1
0.009897608223900034,1
0.01829686112273096,1
0.029174939016357617,0
0.04144293220277433,0
0.05480810586477748,0
0.06652066593814993,0
0.07145682631137659,0
0.0689166455833672,0
0.06461649065607065,1
0.058531438924416423,1
0.051038594787773034,1
0.04487805431092834,1
0.04216183837996432,1
0.04208466775591385,1
0.04447199476037943,0
0.049574112597782556,0
0.05670753378827017,0
0.06307355102311978,0
0.06611950988450373,0
0.06698182374415157,0
0.06629716962160806,1
0.06399393948379506,1
0.059961001192168656,1
0.0652438509766084,1
0.07236107949739222,1
0.08108444026896694,1
0.09094960792143408,1
0.10115685621777565,0
0.11188736474115113,0
0.12237842220196721,0
0.12221363745988828,0
0.12186082137655421,0
0.12119601290572149,0
0.121484896721949,1
0.1411126165017424,1
0.17298914640804725,1
0.2031341982263062,1
0.2308496131528563,1
0.25563264447910256,1
0.27907808298791015,0
0.29968861542174646,0
0.300559716226268,0
0.28906848248860606,0
0.2793473198740204,0
0.2724071789249815,0
0.2692807219088557,1
0.26909770136315003,1
0.2740921449915866,1
0.28419019853552396,1
0.29496749428851077,1
0.30521826835245236,1
0.3157033792011521,0
0.3259470155294596,0
0.33487116493255514,0
0.47507561860718567,0
0.5885874082722474,0
0.6808172413010607,0
0.7563437392097294,1
0.8156659336836874,1
0.9171229282469977,1
1.0,1
1.0,1
1.0,1
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,0
1.0,0
1.0,0
1.0,0
0.988373642527699,0
0.9509336870914357,0
0.9208635798478133,0
