bearing_id,file_idx,time_sec,SPE_raw,HI_SPE,HI_SPE_cm,FPT_sec
1,1,0,0.0064904466,0.0,0.0,10800
1,2,600,0.008376347,0.0,0.0,10800
1,3,1200,0.010507596,2.5618426e-13,2.5618426e-13,10800
1,4,1800,0.0002832531,0.0,2.5618426e-13,10800
1,5,2400,0.0049748537,0.0,2.5618426e-13,10800
1,6,3000,0.020469515,2.8353366e-12,2.8353366e-12,10800
1,7,3600,0.002742822,0.0,2.8353366e-12,10800
1,8,4200,0.003135264,0.0,2.8353366e-12,10800
1,9,4800,0.013565205,1.0478028e-12,2.8353366e-12,10800
1,10,5400,0.007751369,0.0,2.8353366e-12,10800
1,11,6000,0.010641283,2.9079628e-13,2.8353366e-12,10800
1,12,6600,0.014440199,1.2743397e-12,2.8353366e-12,10800
1,13,7200,0.012109199,6.708411e-13,2.8353366e-12,10800
1,14,7800,0.012815353,8.536654e-13,2.8353366e-12,10800
1,15,8400,0.010327604,2.0958426e-13,2.8353366e-12,10800
1,16,9000,0.0100824395,1.4611096e-13,2.8353366e-12,10800
1,17,9600,0.011590472,5.3654244e-13,2.8353366e-12,10800
1,18,10200,0.011022383,3.8946347e-13,2.8353366e-12,10800
1,19,10800,10.3598175,2.679704e-09,2.679704e-09,10800
1,20,11400,9.044663,2.3392093e-09,2.679704e-09,10800
1,21,12000,9.072261,2.3463542e-09,2.679704e-09,10800
1,22,12600,4.1705437,1.0772941e-09,2.679704e-09,10800
1,23,13200,2.0834484,5.369429e-10,2.679704e-09,10800
1,24,13800,0.056995444,1.229194e-11,2.679704e-09,10800
1,25,14400,0.05375441,1.14528335e-11,2.679704e-09,10800
1,26,15000,0.024551852,3.892258e-12,2.679704e-09,10800
1,27,15600,0.078951254,1.7976324e-11,2.679704e-09,10800
1,28,16200,0.078012824,1.7733365e-11,2.679704e-09,10800
1,29,16800,0.12662049,3.0317943e-11,2.679704e-09,10800
1,30,17400,0.13416322,3.2270762e-11,2.679704e-09,10800
1,31,18000,0.16040869,3.9065744e-11,2.679704e-09,10800
1,32,18600,0.20952563,5.1782176e-11,2.679704e-09,10800
1,33,19200,0.24344972,6.056516e-11,2.679704e-09,10800
1,34,19800,0.10342399,2.4312342e-11,2.679704e-09,10800
1,35,20400,0.031997133,5.81985e-12,2.679704e-09,10800
1,36,21000,0.046695843,9.625362e-12,2.679704e-09,10800
1,37,21600,0.03057565,5.451826e-12,2.679704e-09,10800
1,38,22200,0.05417524,1.1561786e-11,2.679704e-09,10800
1,39,22800,0.053061105,1.12733356e-11,2.679704e-09,10800
1,40,23400,0.043803655,8.876571e-12,2.679704e-09,10800
1,41,24000,0.09625694,2.2456786e-11,2.679704e-09,10800
1,42,24600,0.13263814,3.1875922e-11,2.679704e-09,10800
1,43,25200,0.12989897,3.1166743e-11,2.679704e-09,10800
1,44,25800,0.19096188,4.6976e-11,2.679704e-09,10800
1,45,26400,0.1636496,3.990482e-11,2.679704e-09,10800
1,46,27000,0.18522778,4.5491437e-11,2.679704e-09,10800
1,47,27600,0.05434033,1.1604528e-11,2.679704e-09,10800
1,48,28200,0.2285032,5.669549e-11,2.679704e-09,10800
1,49,28800,0.19854787,4.8940022e-11,2.679704e-09,10800
1,50,29400,0.26546583,6.626515e-11,2.679704e-09,10800
1,51,30000,0.26479718,6.609204e-11,2.679704e-09,10800
1,52,30600,0.32548943,8.180534e-11,2.679704e-09,10800
1,53,31200,0.14005575,3.3796344e-11,2.679704e-09,10800
1,54,31800,0.35560706,8.9602825e-11,2.679704e-09,10800
1,55,32400,0.21235806,5.2515495e-11,2.679704e-09,10800
1,56,33000,0.5321264,1.353039e-10,2.679704e-09,10800
1,57,33600,0.81537026,2.0863603e-10,2.679704e-09,10800
1,58,34200,0.86858714,2.2241393e-10,2.679704e-09,10800
1,59,34800,0.14611907,3.536615e-11,2.679704e-09,10800
1,60,35400,0.13158457,3.1603147e-11,2.679704e-09,10800
1,61,36000,0.15648878,3.8050875e-11,2.679704e-09,10800
1,62,36600,0.2275176,5.644032e-11,2.679704e-09,10800
1,63,37200,0.29009956,7.264286e-11,2.679704e-09,10800
1,64,37800,0.26867032,6.70948e-11,2.679704e-09,10800
1,65,38400,0.2994683,7.506844e-11,2.679704e-09,10800
1,66,39000,0.28846577,7.221986e-11,2.679704e-09,10800
1,67,39600,0.49551547,1.2582527e-10,2.679704e-09,10800
1,68,40200,0.5843347,1.4882066e-10,2.679704e-09,10800
1,69,40800,1.3314168,3.4224107e-10,2.679704e-09,10800
1,70,41400,1.1120697,2.8545186e-10,2.679704e-09,10800
1,71,42000,0.24143401,6.004329e-11,2.679704e-09,10800
1,72,42600,0.29150257,7.3006094e-11,2.679704e-09,10800
1,73,43200,0.2507347,6.2451246e-11,2.679704e-09,10800
1,74,43800,0.25443313,6.340878e-11,2.679704e-09,10800
1,75,44400,0.39520544,9.985489e-11,2.679704e-09,10800
1,76,45000,0.51441485,1.3071834e-10,2.679704e-09,10800
1,77,45600,1.3282791,3.414287e-10,2.679704e-09,10800
1,78,46200,1.7229652,4.4361337e-10,2.679704e-09,10800
1,79,46800,21.048832,5.447102e-09,5.447102e-09,10800
1,80,47400,2.9429843,7.594777e-10,5.447102e-09,10800
1,81,48000,3.6119666,9.326779e-10,5.447102e-09,10800
1,82,48600,20.298695,5.2528906e-09,5.447102e-09,10800
1,83,49200,45.36131,1.174163e-08,1.174163e-08,10800
1,84,49800,0.42701295,1.08089884e-10,1.174163e-08,10800
1,85,50400,0.4257903,1.07773346e-10,1.174163e-08,10800
1,86,51000,0.574748,1.4633865e-10,1.174163e-08,10800
1,87,51600,0.5858631,1.4921638e-10,1.174163e-08,10800
1,88,52200,9.084436,2.3495064e-09,1.174163e-08,10800
1,89,52800,3.3861709,8.7421914e-10,1.174163e-08,10800
1,90,53400,17.560715,4.5440243e-09,1.174163e-08,10800
1,91,54000,3862478600.0,1.0,1.0,10800
1,92,54600,56.155754,1.4536323e-08,1.0,10800
1,93,55200,66.19539,1.7135594e-08,1.0,10800
1,94,55800,60.463047,1.5651487e-08,1.0,10800
1,95,56400,90.055954,2.3313124e-08,1.0,10800
1,96,57000,5.048664,1.3046406e-09,1.0,10800
1,97,57600,4.2843,1.1067457e-09,1.0,10800
1,98,58200,5.036739,1.3015531e-09,1.0,10800
1,99,58800,7.5382905,1.9492077e-09,1.0,10800
1,100,59400,2.154369,5.5530436e-10,1.0,10800
1,101,60000,6.804833,1.7593147e-09,1.0,10800
1,102,60600,29.543085,7.646273e-09,1.0,10800
1,103,61200,11.801923,3.053067e-09,1.0,10800
1,104,61800,121.208305,3.13785e-08,1.0,10800
1,105,62400,169.45662,4.3870045e-08,1.0,10800
1,106,63000,268.19568,6.9433696e-08,1.0,10800
1,107,63600,460.12576,1.19124614e-07,1.0,10800
1,108,64200,18.568079,4.804832e-09,1.0,10800
1,109,64800,27.70442,7.1702413e-09,1.0,10800
1,110,65400,5868943.0,0.0015194758,1.0,10800
1,111,66000,47.58007,1.2316069e-08,1.0,10800
1,112,66600,28.551405,7.3895268e-09,1.0,10800
1,113,67200,15.810432,4.0908743e-09,1.0,10800
1,114,67800,906.02936,2.3456954e-07,1.0,10800
1,115,68400,934.36975,2.4190692e-07,1.0,10800
1,116,69000,962.50006,2.4918987e-07,1.0,10800
1,117,69600,997.04126,2.5813264e-07,1.0,10800
1,118,70200,1260.3203,3.2629586e-07,1.0,10800
1,119,70800,910325600.0,0.23568432,1.0,10800
1,120,71400,1213.961,3.142934e-07,1.0,10800
1,121,72000,4548.258,1.1775466e-06,1.0,10800
1,122,72600,3663.9995,9.486111e-07,1.0,10800
1,123,73200,2536.4373,6.56684e-07,1.0,10800
1,124,73800,2119.0625,5.4862517e-07,1.0,10800
1,125,74400,1528.7605,3.9579535e-07,1.0,10800
1,126,75000,112046.75,2.9009027e-05,1.0,10800
