bearing_id,file_idx,time_sec,SPE_raw,HI_SPE,HI_SPE_cm,FPT_sec
3,1,0,0.0058666663,3.9779272e-10,3.9779272e-10,7800
3,2,600,0.0030570186,1.2676984e-10,3.9779272e-10,7800
3,3,1200,0.0030300047,1.2416405e-10,3.9779272e-10,7800
3,4,1800,0.00053005625,0.0,3.9779272e-10,7800
3,5,2400,0.0019897355,2.381812e-11,3.9779272e-10,7800
3,6,3000,0.0007113782,0.0,3.9779272e-10,7800
3,7,3600,0.0005755099,0.0,3.9779272e-10,7800
3,8,4200,0.0007723657,0.0,3.9779272e-10,7800
3,9,4800,1.7310766e-06,0.0,3.9779272e-10,7800
3,10,5400,0.00021352088,0.0,3.9779272e-10,7800
3,11,6000,0.0010197654,0.0,3.9779272e-10,7800
3,12,6600,0.0017244072,0.0,3.9779272e-10,7800
3,13,7200,0.0031644637,1.3713417e-10,3.9779272e-10,7800
3,14,7800,0.02433978,2.179737e-09,2.179737e-09,7800
3,15,8400,0.124101505,1.18029035e-08,1.18029035e-08,7800
3,16,9000,0.9082184,8.744e-08,8.744e-08,7800
3,17,9600,0.3060407,2.9353034e-08,8.744e-08,7800
3,18,10200,0.16980623,1.6211649e-08,8.744e-08,7800
3,19,10800,0.19723646,1.8857612e-08,8.744e-08,7800
3,20,11400,0.1755229,1.6763089e-08,8.744e-08,7800
3,21,12000,0.14790027,1.40985685e-08,8.744e-08,7800
3,22,12600,0.09132993,8.641708e-09,8.744e-08,7800
3,23,13200,0.48249912,4.6374478e-08,8.744e-08,7800
3,24,13800,0.29455397,2.8245005e-08,8.744e-08,7800
3,25,14400,0.33194083,3.1851396e-08,8.744e-08,7800
3,26,15000,0.7050354,6.7840666e-08,8.744e-08,7800
3,27,15600,0.61863106,5.950597e-08,8.744e-08,7800
3,28,16200,1.0363138,9.979628e-08,9.979628e-08,7800
3,29,16800,0.13846025,1.3187969e-08,9.979628e-08,7800
3,30,17400,0.19281554,1.8431162e-08,9.979628e-08,7800
3,31,18000,0.20057942,1.9180078e-08,9.979628e-08,7800
3,32,18600,0.4324779,4.1549356e-08,9.979628e-08,7800
3,33,19200,0.40553257,3.895017e-08,9.979628e-08,7800
3,34,19800,0.62812096,6.0421385e-08,9.979628e-08,7800
3,35,20400,0.10431604,9.894368e-09,9.979628e-08,7800
3,36,21000,0.124578565,1.1848922e-08,9.979628e-08,7800
3,37,21600,0.13278784,1.26408e-08,9.979628e-08,7800
3,38,22200,0.09706162,9.194595e-09,9.979628e-08,7800
3,39,22800,0.12831439,1.2209284e-08,9.979628e-08,7800
3,40,23400,0.077880874,7.344392e-09,9.979628e-08,7800
3,41,24000,0.3872268,3.7184364e-08,9.979628e-08,7800
3,42,24600,0.28678605,2.7495702e-08,9.979628e-08,7800
3,43,25200,0.29220718,2.8018631e-08,9.979628e-08,7800
3,44,25800,0.27547938,2.640504e-08,9.979628e-08,7800
3,45,26400,0.28795353,2.7608317e-08,9.979628e-08,7800
3,46,27000,0.46163258,4.4361663e-08,9.979628e-08,7800
3,47,27600,0.1754853,1.6759463e-08,9.979628e-08,7800
3,48,28200,0.15501095,1.4784476e-08,9.979628e-08,7800
3,49,28800,0.09714287,9.202433e-09,9.979628e-08,7800
3,50,29400,0.07146783,6.72578e-09,9.979628e-08,7800
3,51,30000,0.050625887,4.715335e-09,9.979628e-08,7800
3,52,30600,0.04731032,4.39551e-09,9.979628e-08,7800
3,53,31200,0.2729138,2.6157563e-08,9.979628e-08,7800
3,54,31800,0.5084332,4.887612e-08,9.979628e-08,7800
3,55,32400,0.205778,1.9681542e-08,9.979628e-08,7800
3,56,33000,0.23635308,2.263086e-08,9.979628e-08,7800
3,57,33600,0.21804948,2.0865267e-08,9.979628e-08,7800
3,58,34200,0.55345935,5.321941e-08,9.979628e-08,7800
3,59,34800,3.1565459,3.0431707e-07,3.0431707e-07,7800
3,60,35400,0.23161653,2.2173966e-08,3.0431707e-07,7800
3,61,36000,0.39654186,3.808291e-08,3.0431707e-07,7800
