ch1_rms,ch1_std,ch1_p2p,ch1_energy,ch1_total_power,ch1_high_band,ch2_rms,ch2_std,ch2_p2p,ch2_energy,ch2_total_power,ch2_high_band,ch3_rms,ch3_std,ch3_p2p,ch3_energy,ch3_total_power,ch3_high_band,ch4_rms,ch4_std,ch4_p2p,ch4_energy,ch4_total_power,ch4_high_band,file_idx
0.1562214195728302,0.1550733596086502,2.0012855529785156,37486.28125,0.003840237157419324,0.8214325922321929,0.17317867279052734,0.17312262952327728,2.178668975830078,46065.94921875,0.00478882621973753,0.5983635528605538,0.12352248281240463,0.12333046644926071,1.671600341796875,23435.986328125,0.0024271358270198107,0.8540628780546834,0.1590326577425003,0.15901361405849457,2.0900726318359375,38847.56640625,0.004042441491037607,0.807616957926494,1
0.15810854732990265,0.15721827745437622,2.055644989013672,38397.41015625,0.003956680651754141,0.8171844176057369,0.2010369598865509,0.20095421373844147,2.252960205078125,62078.76171875,0.006461186800152063,0.45385236182222305,0.12471329420804977,0.12442616373300552,1.7894744873046875,23890.03125,0.002478357870131731,0.8315358418570346,0.16994290053844452,0.1698981523513794,2.156352996826172,44360.5859375,0.004619997926056385,0.7058881483589581,2
0.15687867999076843,0.15595300495624542,1.9664764404296875,37802.375,0.0038892740849405527,0.8146598135331619,0.19900482892990112,0.19892656803131104,2.360057830810547,60830.08984375,0.006324400659650564,0.45490535791122305,0.12358147650957108,0.12327610701322556,1.6054153442382812,23458.37890625,0.002429747022688389,0.8277713273461279,0.1680997908115387,0.16806235909461975,2.0498275756835938,43403.58203125,0.004514622502028942,0.7048531222220532,3
0.1605565994977951,0.15963619947433472,1.9964218139648438,39595.65234375,0.004072348587214947,0.8160205328812669,0.22269102931022644,0.2226293683052063,2.5887489318847656,76172.2265625,0.007921953685581684,0.3741786073175941,0.1268320083618164,0.1265224665403366,1.6598701477050781,24708.646484375,0.0025575142353773117,0.807577445598636,0.17913654446601868,0.17910034954547882,2.4992942810058594,49290.09375,0.005124467425048351,0.6395826876516061,4
0.17806507647037506,0.17726999521255493,2.1465301513671875,48702.21484375,0.00502666924148798,0.8324805990919851,0.3231976330280304,0.323153555393219,3.2938003540039062,160445.515625,0.016708271577954292,0.20451003796356537,0.13676922023296356,0.13642001152038574,1.6733169555664062,28732.13671875,0.0029768149834126234,0.7513992408930744,0.23504023253917694,0.23499634861946106,2.568817138671875,84854.6484375,0.008830231614410877,0.5236243338858645,5
0.1823509782552719,0.1815616935491562,2.3571014404296875,51074.8828125,0.00527022173628211,0.8293251772304778,0.32857951521873474,0.3285358250141144,3.3021926879882812,165833.46875,0.017263494431972504,0.2109926849209285,0.14175890386104584,0.14137279987335205,1.7773628234863281,30866.822265625,0.0031975633464753628,0.7384940249324599,0.2449362874031067,0.24489563703536987,2.8005599975585938,92150.453125,0.009593733586370945,0.5217618968443521,6
0.18420150876045227,0.1834588646888733,2.595043182373047,52116.77734375,0.005381742492318153,0.8209207865706174,0.3293260335922241,0.3292886018753052,3.4850120544433594,166587.84375,0.01734481006860733,0.21368929770961154,0.14264938235282898,0.14221857488155365,2.058887481689453,31255.830078125,0.0032338500022888184,0.7281173679897561,0.2504977583885193,0.25045257806777954,2.7601242065429688,96382.65625,0.010032281279563904,0.5266248486303983,7
0.18304264545440674,0.18226982653141022,5.8856964111328125,51463.0859375,0.005313090980052948,0.810254469348039,0.3298974633216858,0.32986482977867126,11.04736328125,167166.453125,0.0174101572483778,0.21032807613036783,0.1436775177717209,0.14327868819236755,2.338886260986328,31708.001953125,0.003284892300143838,0.6966809734275728,0.25461679697036743,0.2545758783817291,3.957366943359375,99578.4296875,0.010366827249526978,0.49936341639498333,8
0.17822502553462982,0.17739908397197723,2.1595001220703125,48789.74609375,0.005029152147471905,0.8217573999604157,0.33285224437713623,0.3328131139278412,3.212261199951172,170174.375,0.01772090047597885,0.20603779063349256,0.14445416629314423,0.1439550668001175,1.9319534301757812,32051.71875,0.0033114105463027954,0.6969460848384689,0.2506748139858246,0.2506132423877716,2.7685165405273438,96518.953125,0.010044589638710022,0.5023967816423912,9
0.17798757553100586,0.17724661529064178,2.1195411682128906,48659.828125,0.005027723498642445,0.8184944566997595,0.3318656384944916,0.33183324337005615,3.3998489379882812,169167.0625,0.01762220822274685,0.2117167630994649,0.14658309519290924,0.1460784375667572,1.8840789794921875,33003.421875,0.003412247635424137,0.7021507020702059,0.25101202726364136,0.25095686316490173,2.8459548950195312,96778.8046875,0.010071001946926117,0.5146437060183351,10
0.1675153523683548,0.16670936346054077,2.0134925842285156,43102.296875,0.004444052465260029,0.8114948031029742,0.23778635263442993,0.23775546252727509,2.7147293090820312,86849.046875,0.009043586440384388,0.3471223400897072,0.1443406045436859,0.14386245608329773,1.8448829650878906,32001.345703125,0.00331213790923357,0.6668700567470003,0.20424120128154755,0.20416606962680817,2.549266815185547,64073.421875,0.0066725509241223335,0.5298510857527753,11
0.16548936069011688,0.16467489302158356,2.0050048828125,42066.01953125,0.004339742474257946,0.8168703535185999,0.22801856696605682,0.22799381613731384,2.7017593383789062,79860.4296875,0.008308863267302513,0.37265033049099516,0.1376306265592575,0.13708911836147308,1.8423080444335938,29095.203125,0.003009914420545101,0.7191417910021246,0.19710102677345276,0.1970232129096985,2.5539398193359375,59671.78125,0.0062111420556902885,0.5607686450905277,12
0.1660195291042328,0.16521023213863373,2.063465118408203,42335.9765625,0.004368247929960489,0.8229147354385761,0.22753486037254333,0.22750236093997955,2.5397300720214844,79521.9609375,0.008281853049993515,0.3754031454113516,0.1369587481021881,0.13635356724262238,1.7786979675292969,28811.82421875,0.002974729984998703,0.7365839804267063,0.1958160102367401,0.19572782516479492,2.315807342529297,58896.24609375,0.006131385453045368,0.5776695234513018,13
0.16660399734973907,0.16579049825668335,2.087116241455078,42634.58984375,0.004393982235342264,0.8267304858597053,0.22548656165599823,0.2254563421010971,2.5336265563964844,78096.6796875,0.008133944123983383,0.3853575139477477,0.1373819261789322,0.13678096234798431,1.8090248107910156,28990.1484375,0.0029925755225121975,0.7425079438029829,0.19437655806541443,0.1942821890115738,2.4656295776367188,58033.52734375,0.006036079488694668,0.5961569793823205,14
0.16561053693294525,0.16479355096817017,2.0511627197265625,42127.64453125,0.004346529487520456,0.8291977447232798,0.21698154509067535,0.21695350110530853,2.7099609375,72316.40625,0.007529308088123798,0.411311080004047,0.13673560321331024,0.1361204981803894,1.9139289855957031,28718.01953125,0.0029659103602170944,0.7484288556683903,0.1903047114610672,0.19021713733673096,2.402973175048828,55627.59765625,0.005789637565612793,0.6204584725311469,15
0.16549241542816162,0.16470573842525482,1.9791603088378906,42067.56640625,0.00434160465374589,0.8278969593820046,0.21617992222309113,0.2161458134651184,2.5167465209960938,71783.0546875,0.007472560275346041,0.41423725540114015,0.13592271506786346,0.1352766901254654,1.6425132751464844,28377.576171875,0.002928835805505514,0.7565735612581271,0.1908726841211319,0.19077110290527344,2.412700653076172,55960.13671875,0.005821285769343376,0.6159014922089645,16
0.1811646968126297,0.18048983812332153,2.3193359375,50412.51171875,0.005211845971643925,0.8269397124344137,0.33989834785461426,0.33987414836883545,3.675365447998047,177455.453125,0.018482426181435585,0.19511900618101813,0.14647553861141205,0.14585472643375397,1.8299102783203125,32955.01171875,0.0034035388380289078,0.699026302003224,0.25643062591552734,0.25634831190109253,2.9603004455566406,101002.25,0.010512648150324821,0.49122841594318034,17
