HI,regime
0.0020762630837660397,0
0.004481250669619612,0
0.0068930857195633015,0
0.009579194517346255,0
0.012751514832077492,1
0.016751273913013603,1
0.020573729740914475,1
0.021682072593042147,1
0.023481053573416538,1
0.025991518924806473,1
0.02893119276348793,0
0.03224488980007477,0
0.03629647827329651,0
0.03690517753638046,0
0.03858326603751209,0
0.0396275801393178,0
0.04043938219755085,1
0.041065487346166996,1
0.041560431287350826,1
0.04319129426991235,1
0.04960660904940643,1
0.056553082468083285,1
0.06406561152102314,0
0.07195606972593885,0
0.08023905303710958,0
0.08080968517249836,0
0.07931769123092296,0
0.07740507220378705,0
0.07537873815956433,1
0.07311869323239334,1
0.07065639505861408,1
0.0712149608554679,1
0.07909024345612362,1
0.08667871597896859,1
0.09361256391284438,0
0.09978403114931139,0
0.10520642660590254,0
0.105736543798297,0
0.10283280024038415,0
0.10014225476299828,0
0.09760061117580926,1
0.09541748460957768,1
0.09364493480640733,1
0.09426160778356937,1
0.09965845563652806,1
0.10489578157061641,1
0.10974192957328976,0
0.11400198473538989,0
0.11771143973376519,0
0.11787258157738757,0
0.11589932559179471,0
0.1137259778766421,0
0.11158671632826057,1
0.10950572252211763,1
0.10773889014635475,1
0.10485274308726704,1
0.1088510839971899,1
0.11325192068672167,1
0.11749000309955973,1
0.12145734150537868,0
0.12545386706782063,0
0.13109038629871902,0
0.1316974126275225,0
0.12933253450441215,0
0.12749146981069595,0
0.12699340247439328,1
0.12834845709013917,1
0.1320113125672843,1
0.13343556404428422,1
0.14219835168739478,1
0.15087823144039497,1
0.1587363111159648,0
0.165879769894894,0
0.1712884386242498,0
0.1753077382533661,0
0.18347034020648564,0
0.19439918135138612,0
0.20884022711310068,1
0.22713771766007254,1
0.24836734672181576,1
0.2537427802038874,1
0.2628502501869988,1
0.27214810773074044,1
0.2806991644826011,0
0.28803419101076677,0
0.2938097453477934,0
0.2958382384070287,0
0.31350146125048417,0
0.32627130164832513,0
