HI,regime
0.009940785399694502,0
0.012790464326529707,0
0.015912106770440995,0
0.01970759165699592,0
0.024415531771188288,1
0.029771426209732964,1
0.035466328678718635,1
0.03706088396039903,1
0.03845240026815784,1
0.04040542835278221,1
0.04250782865753368,0
0.044402583352275184,0
0.04793279672182756,0
0.04868378940431974,0
0.05255340000201491,0
0.058727438158645624,0
0.06702357853284956,1
0.07736310513335826,1
0.08802117395653555,1
0.08945049900848075,1
0.0939997725236164,1
0.09827526448360643,1
0.09962650460401956,0
0.09843667808028281,0
0.09497625559013106,0
0.09481265868437826,0
0.10142871123624381,0
0.10751452571710618,0
0.11305900277089379,1
0.11818030973651131,1
0.12295050218624855,1
0.12328158964646808,1
0.11983548953275082,1
0.11651614900276722,1
0.113211343278988,0
0.10998818710995784,0
0.10692535260306713,0
0.1067997511250591,0
0.11071410072242459,0
0.11431664327299497,0
0.11827075505648202,1
0.12233242523420552,1
0.12651820343575426,1
0.12679347258888618,1
0.12395382456115359,1
0.12059927232107376,1
0.11697277336970979,0
0.11290243965977736,0
0.10867878818886802,0
0.1085426289454392,0
0.11255389718303696,0
0.11683985308851072,0
0.1220861807557901,1
0.12823008249545959,1
0.13550132617883226,1
0.14146131769833356,1
0.1375682188997641,1
0.13353372117533727,1
0.1294516369283187,1
0.12463149852838849,0
0.11867563961326891,0
0.1142321080130171,0
0.1144730426206833,0
0.1206336679609396,0
0.1271882391022301,0
0.13485122985875772,1
0.1440531999528047,1
0.15162893011218734,1
0.15210582576462656,1
0.14912854888513352,1
0.14592581851157618,1
0.1420092117662576,0
0.1369557502098213,0
0.1335760488060312,0
0.13524773477256746,0
0.14440181131525331,0
0.15560291797513026,0
0.1687723712859902,1
0.18446703113677834,1
0.20266331815520128,1
0.20308681347715918,1
0.20059408801641154,1
0.19541872083828576,1
0.18904402165559903,0
0.18262026230879774,0
0.17516478631987079,0
0.17922900515705278,0
0.20284285451046505,0
0.2301280842089275,0
0.2605906157844916,1
0.29336328483813046,1
0.32695153974505203,1
0.3290482141128147,1
0.31877027529144647,1
0.30569289571012753,1
0.2904187967949165,0
0.2733087147254127,0
0.25458111731168076,0
0.2567978503325522,0
0.2897212223749504,0
0.32310476114667175,0
0.3566449897669768,1
0.39077261169526845,1
0.4254736174387058,1
0.4280924580423628,1
0.4099158927427171,1
0.3939958009951587,1
0.3783251279497233,0
0.3625623091018483,0
0.34630358059064975,0
0.3338374479992067,0
0.367153633623992,0
0.4001636332227659,0
0.43291284453371087,0
0.4644969624534565,1
0.49706723058934055,1
0.5286313610153649,1
0.5331771944022344,1
0.5265174456382073,1
0.5207995551142558,1
0.5156755369272936,0
0.5117804267360596,0
0.5104208935910387,0
0.50827133719722,0
0.5272226884958047,0
0.5421562543724245,0
