HI,regime
0.0010279045538109399,0
0.0010279045538109399,0
0.0010279045538109399,0
0.0011271146517820006,0
0.0014815027618598395,1
0.0020671090718751904,1
0.0025941547508890063,1
0.0028079327618044086,1
0.0041091725850007504,1
0.005355752471345807,1
0.006496985865871188,0
0.007758832353235481,0
0.01025389023985078,0
0.01052963971285874,0
0.010274369489979337,0
0.010239155706673508,0
0.010644805898881183,1
0.011473824652777518,1
0.012462460445105704,1
0.013209824445860538,1
0.016879302564016242,1
0.02076105530978948,1
0.02494739062989615,0
0.029228772993746866,0
0.03366929296304585,0
0.03395472103779174,0
0.03333369984602054,0
0.03249183417011257,0
0.03168173681021812,1
0.03072025245522939,1
0.029706477733141168,1
0.02976382004353234,1
0.03331707895986616,1
0.03661307753684391,1
0.03925694758992509,0
0.04121990899429315,0
0.04271043649659994,0
0.04285846805112103,0
0.04154443260164111,0
0.04061633909576255,0
0.039985317872845275,1
0.03989670483900151,1
0.04031676886562332,1
0.040538269295680655,1
0.041949072841215795,1
0.04336037827154439,1
0.04458476447716277,0
0.045237265555163816,0
0.04530851791923883,0
0.04521138833619071,0
0.045379966464430516,0
0.04541597601414382,0
0.04549349703430134,1
0.045681750269691464,1
0.0462432072484486,1
0.04637100963292352,1
0.04693825562981759,1
0.047990792645537635,1
0.048993413747849913,1
0.049830827627292656,0
0.050496185660802606,0
0.05226553616683764,0
0.05260792677536211,0
0.052842930859455496,0
0.05349182553729806,0
0.0552580025666789,1
0.05837434515349397,1
0.06333307095650838,1
0.06493902445950706,1
0.06980608696801054,1
0.07511650832831747,1
0.08015647036001754,0
0.08472929263361575,0
0.08828658196321935,0
0.09076192747371747,0
0.09778105261496002,0
0.10591684440126305,0
0.115555152388787,1
0.12643757728348654,1
0.13792028050696004,1
0.13990163420614396,1
0.1423678293816961,1
0.143185075626609,1
0.14250606428274715,0
0.14058778669470365,0
0.13702609452477685,0
0.1321206980415751,0
0.13631979253508847,0
0.13925967421218172,0
