file_idx,ch3_high_band,ch4_high_band,ch3_total_power,ch3_energy,ch3_rms,ch3_std,ch3_p2p
1,0.8216411310859174,0.6812215218984186,0.002505567856132984,24063.35546875,0.12516488134860992,0.12514141201972961,1.6874313354492188
2,0.8129052674116656,0.6721026094917798,0.002546805888414383,24446.314453125,0.12615692615509033,0.12614589929580688,1.6396522521972656
3,0.8096771411562634,0.6674760705897491,0.002510978141799569,24081.486328125,0.12521202862262726,0.12519992887973785,1.6132354736328125
4,0.7141275846313866,0.42618146824673286,0.0034832903183996677,33448.703125,0.14756862819194794,0.1475488692522049,2.4054527282714844
5,0.681269450105591,0.3929725323764146,0.003901503048837185,37447.1640625,0.15613989531993866,0.15611477196216583,2.3903846740722656
6,0.6496649358681895,0.3624966581251373,0.004179797600954771,40156.70703125,0.1616901010274887,0.16166281700134277,2.5180816650390625
7,0.6287434459710843,0.3467369245297608,0.004529331810772419,43495.90625,0.16827848553657532,0.16825087368488312,2.2918701171875
8,0.633822020991151,0.3433051701722935,0.0045316158793866634,43512.48828125,0.16831055283546448,0.16826824843883514,2.4550437927246094
9,0.6302794495241762,0.33630305797690363,0.004622974898666143,44419.37109375,0.17005546391010284,0.17002320289611816,2.4166107177734375
10,0.6959612731415324,0.46703902475226833,0.0041014403104782104,39422.14453125,0.1602044254541397,0.1601729393005371,2.3223876953125
11,0.6848828676607261,0.4618409910973463,0.003776545636355877,36248.83203125,0.15362128615379333,0.15359334647655487,2.170085906982422
12,0.7012193815248937,0.4934886132463275,0.0035472740419209003,34091.765625,0.14898040890693665,0.14893785119056702,2.027606964111328
13,0.6877637080407305,0.47896931457552205,0.0034505226649343967,33166.7578125,0.14694537222385406,0.14690886437892914,1.9007682800292969
14,0.6979302076089935,0.49597051519956864,0.003476116806268692,33418.03515625,0.14750096201896667,0.14746934175491333,2.1292686462402344
15,0.6922003383710778,0.5037645771995085,0.0034989695996046066,33608.0390625,0.1479196846485138,0.14789524674415588,2.1478652954101562
16,0.6310595594622737,0.3634255642560945,0.004464717581868172,42864.5,0.16705261170864105,0.16702350974082947,2.321147918701172
17,0.6180111546025198,0.33506462182409247,0.004765263292938471,45725.1875,0.1725369542837143,0.1725032776594162,2.4382591247558594
18,0.610020102699536,0.33055766575457024,0.004706918261945248,45216.08203125,0.17157375812530518,0.17154638469219208,2.5041580200195312
19,0.6218160577274066,0.31465210033398217,0.004896662198007107,47031.37890625,0.17498396337032318,0.17496523261070251,2.4423599243164062
20,0.6176695747296134,0.31501024771883057,0.004985415376722813,47881.21484375,0.17655782401561737,0.17653264105319977,2.348804473876953
21,0.6045951507755871,0.3077924706361167,0.004999092314392328,48007.42578125,0.17679037153720856,0.17676115036010742,2.5537490844726562
22,0.6741849547744934,0.40792669755744304,0.00446770153939724,42922.21484375,0.16716504096984863,0.16714641451835632,2.4010658264160156
23,0.6985079105895386,0.46605770337837416,0.003821861231699586,36679.7890625,0.15453177690505981,0.15451638400554657,2.362823486328125
24,0.6909104932711462,0.46645882867280825,0.0036853174678981304,35414.6328125,0.1518433392047882,0.15181931853294373,2.0343780517578125
25,0.690650389060642,0.4794224178452897,0.003631552215665579,34877.6171875,0.15068769454956055,0.1506662666797638,2.225971221923828
26,0.6848177018527872,0.4817050262508521,0.0035917754285037518,34523.2109375,0.14992013573646545,0.14989027380943298,2.1335601806640625
27,0.663422370067377,0.46971422465030693,0.0036281852517277002,34835.78125,0.15059728920459747,0.15057313442230225,1.9726753234863281
28,0.660218782713376,0.4643190371632749,0.0037626586854457855,36169.2109375,0.15345248579978943,0.15342319011688232,2.227306365966797
29,0.594075062344376,0.310706053908544,0.004998181946575642,48033.78515625,0.17683888971805573,0.17681154608726501,2.3519515991210938
30,0.5993667654448135,0.31476499466055397,0.005048826336860657,48501.48828125,0.17769774794578552,0.1776740998029709,2.4817466735839844
31,0.6032213820619807,0.29870844578630745,0.0050313640385866165,48291.76171875,0.17731313407421112,0.1772933006286621,2.3763656616210938
32,0.6014614037257143,0.3003730205450265,0.005030173808336258,48306.60546875,0.17734038829803467,0.1773165762424469,2.3477554321289062
33,0.6073862316904037,0.30845089330233016,0.00496952049434185,47728.67578125,0.17627635598182678,0.1762506663799286,2.399921417236328
34,0.5987924128525232,0.30296381324455773,0.005075939930975437,48749.73828125,0.178151935338974,0.1781320422887802,2.267169952392578
35,0.7046193095900206,0.48313206227042715,0.003773503703996539,36236.3046875,0.1535947322845459,0.15357396006584167,2.3322105407714844
36,0.680735727279994,0.4459657367571287,0.0037659243680536747,36178.56640625,0.15347231924533844,0.15345457196235657,2.117443084716797
37,0.698753236186982,0.488907525499822,0.003604367608204484,34625.46484375,0.15014199912548065,0.15012343227863312,2.010345458984375
38,0.696355306119777,0.4826317654668953,0.003575046081095934,34338.7109375,0.14951899647712708,0.14950083196163177,2.1012306213378906
39,0.6850091401086278,0.49056265576197794,0.0035574280191212893,34132.9140625,0.14907027781009674,0.14905120432376862,2.1181106567382812
40,0.6779191864277574,0.4870672932802866,0.003580457530915737,34412.078125,0.14967864751815796,0.14965586364269257,2.0745277404785156
41,0.5820724709624309,0.32413730130215385,0.004979937803000212,47840.1875,0.1764821708202362,0.17645519971847534,2.3736000061035156
42,0.5881956357339114,0.30990045823202295,0.0051595051772892475,49581.4453125,0.179665207862854,0.17963865399360657,2.4207115173339844
43,0.5807935971930571,0.3022603578770392,0.005108948331326246,49058.4609375,0.17871513962745667,0.17869406938552856,2.495288848876953
44,0.5846288157036998,0.2935028491864022,0.005070103332400322,48737.53515625,0.178129643201828,0.17810802161693573,2.431774139404297
45,0.5863563435294522,0.29387129450805455,0.005031900014728308,48295.79296875,0.17732053995132446,0.17730028927326202,2.4538040161132812
46,0.5808036314649505,0.29202649538401876,0.004997306503355503,47985.8203125,0.17675058543682098,0.17672738432884216,2.4515151977539062
47,0.7030565120733493,0.4839552764184986,0.0038003232330083847,36520.72265625,0.1541963368654251,0.15418285131454468,2.3873329162597656
48,0.7003714705844273,0.48278770377265867,0.003550711553543806,34088.0390625,0.1489722579717636,0.1489609181880951,2.162456512451172
49,0.700858020204899,0.49520603970701993,0.003458999563008547,33208.15234375,0.14703704416751862,0.1470203548669815,1.9123077392578125
50,0.6830929955959807,0.4843882129784887,0.0034915911965072155,33572.54296875,0.14784154295921326,0.14783073961734772,2.0074844360351562
51,0.6764634726000054,0.4846990261480257,0.003461783519014716,33239.015625,0.1471053510904312,0.1471007764339447,1.9361495971679688
52,0.6597572147596393,0.4739297752543091,0.0034797857515513897,33456.1640625,0.14758507907390594,0.14758266508579254,1.9617080688476562
53,0.5762670696116423,0.3188845524700666,0.004969383589923382,47709.19921875,0.17624039947986603,0.17623771727085114,2.3244857788085938
54,0.5674100386833474,0.3008593034481182,0.0050523909740149975,48527.0,0.17774447798728943,0.17773671448230743,2.318286895751953
55,0.5737969181851879,0.2977610412976406,0.005202095489948988,49918.625,0.1802750825881958,0.18027395009994507,2.526092529296875
56,0.563817665205372,0.2851736180093338,0.0051385946571826935,49338.16015625,0.17922386527061462,0.17922300100326538,2.452373504638672
57,0.5469689647362542,0.27469865952014394,0.0051866015419363976,49796.25,0.1800539642572403,0.18005333840847015,2.515411376953125
58,0.542202353375563,0.2734042910819903,0.005229183938354254,50209.70703125,0.1807999163866043,0.1807996928691864,2.648639678955078
59,0.7006130119292067,0.4762277767542924,0.0038248419295996428,36717.5,0.15461120009422302,0.15460927784442902,2.155590057373047
60,0.6997801078810129,0.47858705152383363,0.003730509430170059,35793.015625,0.15265236794948578,0.15265007317066193,2.3390769958496094
61,0.688154163563407,0.4773834670877508,0.003693036735057831,35465.2890625,0.15195190906524658,0.1519503891468048,2.125072479248047
62,0.672726000038513,0.48314855369264487,0.0037159528583288193,35640.2734375,0.152326300740242,0.1523241251707077,2.0975112915039062
63,0.6791500401765053,0.4933958647195467,0.003579593263566494,34342.28125,0.14952677488327026,0.14952445030212402,2.1790504455566406
64,0.6828071357086024,0.49753811979031565,0.003484231885522604,33444.94140625,0.14756032824516296,0.14755530655384064,2.0592689514160156
65,0.5417820044939364,0.29894485949209093,0.004921379033476114,47203.96875,0.17530474066734314,0.17530390620231628,2.3382186889648438
66,0.5411031107661648,0.2824590802802211,0.0052861301228404045,50790.03515625,0.18184177577495575,0.18184077739715576,2.4498939514160156
67,0.5323836769696337,0.27021203125481996,0.005399605259299278,51812.29296875,0.18366262316703796,0.18366147577762604,2.5361061096191406
68,0.5207091720650371,0.25046481461161385,0.00555419409647584,53311.70703125,0.18630121648311615,0.18630027770996094,2.382373809814453
69,0.4739209210043891,0.21138922560674492,0.006016063503921032,57791.83203125,0.19397136569023132,0.19397030770778656,2.512836456298828
70,0.45449312027593236,0.1970682326447557,0.00647924467921257,62174.0859375,0.201191246509552,0.20119044184684753,2.393627166748047
71,0.6699158276662764,0.4014852737606617,0.004208491183817387,40366.76171875,0.16211244463920593,0.16210885345935822,2.3306846618652344
72,0.6653842992474257,0.42449216830572145,0.003803506027907133,36508.57421875,0.1541706919670105,0.15416258573532104,2.4541854858398438
73,0.6635289985099911,0.44243974382578455,0.0036021084524691105,34569.7578125,0.15002118051052094,0.15001164376735687,2.0402908325195312
74,0.6552243554970725,0.43461784635432305,0.0036178589798510075,34701.1640625,0.15030603110790253,0.15029990673065186,1.9934654235839844
75,0.6550813151897584,0.4473829868711472,0.0033843391574919224,32533.931640625,0.14553675055503845,0.14552100002765656,1.9732475280761719
76,0.6415699304951488,0.43345158574095377,0.003461315296590328,33247.01953125,0.1471230685710907,0.14710643887519836,2.128314971923828
