HI,regime
0.0,0
0.0,0
0.0,0
5.208034011801857e-06,0
2.2849644678838587e-05,1
4.2409240147703474e-05,1
6.654493309246802e-05,1
0.0006950664265770413,1
0.0012851688279290959,1
0.0018218677296392893,1
0.002310520902183884,0
0.00275264720363906,0
0.0031468787290801865,0
0.003148945282912858,0
0.0025440058115279774,0
0.0022249807521075955,0
0.0019514414007602084,1
0.0017566130746987014,1
0.0016162293173558233,1
0.003716312065744899,1
0.008173013257163311,1
0.01372644263961586,1
0.01926604378347205,0
0.025100229779009123,0
0.030859461897376074,0
0.030873208856176972,0
0.02871987310240084,0
0.02462278181905256,0
0.01947578369342149,1
0.014127915245739324,1
0.008511826031793623,1
0.008465468920642313,1
0.01465557139588784,1
0.020804264516156336,1
0.026933779541175196,0
0.03296577292333342,0
0.03867338398313959,0
0.038668878652309356,0
0.03314950848464375,0
0.027131956948070305,0
0.021182038581908435,1
0.015302460200493646,1
0.009526223221260675,1
0.009758560219861854,1
0.015498499533156924,1
0.021116411809377466,1
0.02692465433754638,0
0.03322793078787601,0
0.03971500759890388,0
0.039869800895640885,0
0.03429283167806468,0
0.028987963238517548,0
0.023925637599915138,1
0.018658850311267846,1
0.013039904413745572,1
0.007380033451172691,1
0.013675396371986738,1
0.019681888536286656,1
0.025393187350011476,1
0.0306599521613845,0
0.03600692652489402,0
0.04098256001042263,0
0.04122492247306804,0
0.03580839967874729,0
0.030645161384641403,0
0.0257105421375878,1
0.022464525487998738,1
0.020307223505508506,1
0.020238644757223638,1
0.02447966109357554,1
0.028479004336338272,1
0.03300592394621081,0
0.03799358701472605,0
0.04210215715701185,0
0.04203650819898003,0
0.039895989643425875,0
0.03795029205904152,0
0.03627388000182237,1
0.0344044654430963,1
0.032758657259126016,1
0.033261292782617836,1
0.03743408478203241,1
0.042398957044972214,1
0.04849758052180182,0
0.05568311799398738,0
0.06350433595944471,0
0.07596657141716516,0
0.0853281132899168,0
0.09327804642631864,0
0.10058127669985528,1
0.10596037161154688,1
0.11468929642883685,1
0.12776023413796736,1
0.1352313734090843,1
0.1432436182275669,1
0.15469002384670213,0
0.16890408159375567,0
0.1861306867122952,0
0.1920296000343505,0
0.20239000089568285,0
0.22201319701275649,0
0.23925946990224112,1
0.2532982710669661,1
0.26554351554344097,1
0.26844066381047604,1
0.2808512520887837,1
0.2873405838585124,1
0.29064296268404566,0
0.30149700420045605,0
0.31835414424390424,0
0.3426748835755745,0
0.3741310996357608,0
0.4029231251511036,0
0.42791301274097904,0
