file_idx,ch3_high_band,ch4_high_band,ch3_total_power,ch3_energy,ch3_rms,ch3_std,ch3_p2p
1,0.8216411310859174,0.6812215218984186,0.00250243415436893,10.088486998446896,0.11792958611610461,0.12514141201972961,1.6874313354492188
2,0.8129052674116656,0.6721026094917798,0.002543568274182667,10.104275650552353,0.11881088604167113,0.12614589929580688,1.6396522521972656
3,0.8096771411562634,0.6674760705897491,0.002507830903515362,10.089240146921663,0.11797148778494536,0.12519992887973785,1.6132354736328125
4,0.7141275846313866,0.42618146824673286,0.00347723771392525,10.417798190330144,0.1376454678674362,0.1475488692522049,2.4054527282714844
5,0.681269450105591,0.3929725323764146,0.0038939119239423015,10.5307129640454,0.14508677964100378,0.15611477196216583,2.3903846740722656
6,0.6496649358681895,0.3624966581251373,0.004171086512251267,10.600569656900173,0.14987592839182712,0.16166281700134277,2.5180816650390625
7,0.6287434459710843,0.3467369245297608,0.004519105255460635,10.680445093857923,0.15553128538401662,0.16825087368488312,2.2918701171875
8,0.633822020991151,0.3433051701722935,0.0045213790228312775,10.680826244444358,0.15555873334201398,0.16826824843883514,2.4550437927246094
9,0.6302794495241762,0.33630305797690363,0.004612321770354819,10.70145345161771,0.15705115273745077,0.17002320289611816,2.4166107177734375
10,0.6959612731415324,0.46703902475226833,0.004093052331542779,10.582108347470717,0.14859621843157103,0.1601729393005371,2.3223876953125
11,0.6848828676607261,0.4618409910973463,0.003769432391255779,10.498190026651395,0.14290593931468,0.15359334647655487,2.170085906982422
12,0.7012193815248937,0.4934886132463275,0.0035409973045155423,10.436840489004709,0.138874948161584,0.14893785119056702,2.027606964111328
13,0.6877637080407305,0.47896931457552205,0.0034445832703594473,10.409333532806764,0.1371022103555541,0.14690886437892914,1.9007682800292969
14,0.6979302076089935,0.49597051519956864,0.0034700890769318554,10.41688093148278,0.137586501312967,0.14746934175491333,2.1292686462402344
15,0.6922003383710778,0.5037645771995085,0.0034928624471562237,10.422550329489242,0.13795133434241585,0.14789524674415588,2.1478652954101562
16,0.6310595594622737,0.3634255642560945,0.004454780297458832,10.665822585572995,0.15448143515766083,0.16702350974082947,2.321147918701172
17,0.6180111546025198,0.33506462182409247,0.004753945366836313,10.730426443397509,0.15916973835439374,0.1725032776594162,2.4382591247558594
18,0.610020102699536,0.33055766575457024,0.004695875360647451,10.719230215471505,0.15834793739804925,0.17154638469219208,2.5041580200195312
19,0.6218160577274066,0.31465210033398217,0.0048847125407467,10.75859155639957,0.16125449930751518,0.17496523261070251,2.4423599243164062
20,0.6176695747296134,0.31501024771883057,0.004973029342775694,10.776499416825715,0.1625930771620437,0.17653264105319977,2.348804473876953
21,0.6045951507755871,0.3077924706361167,0.004986638340872338,10.779131811594567,0.16279070836917872,0.17676115036010742,2.5537490844726562
22,0.6741849547744934,0.40792669755744304,0.004457750987264689,10.667168097102394,0.1545777665868791,0.16714641451835632,2.4010658264160156
23,0.6985079105895386,0.46605770337837416,0.0038145764750490106,10.510008438202815,0.1436948738208564,0.15451638400554657,2.362823486328125
24,0.6909104932711462,0.46645882867280825,0.0036785433236253967,10.474908606516012,0.1413635627525625,0.15181931853294373,2.0343780517578125
25,0.690650389060642,0.4794224178452897,0.003624974051073142,10.459629232383254,0.1403597589077291,0.1506662666797638,2.225971221923828
26,0.6848177018527872,0.4817050262508521,0.003585340407303448,10.449416123200965,0.13969249277790904,0.14989027380943298,2.1335601806640625
27,0.663422370067377,0.46971422465030693,0.0036216192645698963,10.458429040073963,0.14028118946009632,0.15057313442230225,1.9726753234863281
28,0.660218782713376,0.4643190371632749,0.0037555975920345063,10.495991156764914,0.14275960645237004,0.15342319011688232,2.227306365966797
29,0.594075062344376,0.310706053908544,0.00498573250102037,10.779680718183686,0.16283193676623575,0.17681154608726501,2.3519515991210938
30,0.5993667654448135,0.31476499466055397,0.005036123750664806,10.789370380377571,0.16356147161575402,0.1776740998029709,2.4817466735839844
31,0.6032213820619807,0.29870844578630745,0.0050187490226732655,10.785036967514953,0.1632348371378156,0.1772933006286621,2.3763656616210938
32,0.6014614037257143,0.3003730205450265,0.0050175647502239415,10.785344290365765,0.16325798638127398,0.1773165762424469,2.3477554321289062
33,0.6073862316904037,0.30845089330233016,0.00495721318481352,10.773308617210267,0.16235381845224917,0.1762506663799286,2.399921417236328
34,0.5987924128525232,0.30296381324455773,0.005063100776739428,10.794475620542089,0.1639470542800795,0.1781320422887802,2.267169952392578
35,0.7046193095900206,0.48313206227042715,0.0037664018990791683,10.497844383425804,0.14288292121057844,0.15357396006584167,2.3322105407714844
36,0.680735727279994,0.4459657367571287,0.003758851027761857,10.496249774528385,0.14277680115720492,0.15345457196235657,2.117443084716797
37,0.698753236186982,0.488907525499822,0.003597887441876608,10.452373548551446,0.13988541225285758,0.15012343227863312,2.010345458984375
38,0.696355306119777,0.4826317654668953,0.003568670793966951,10.444057716754418,0.13934359094546825,0.14950083196163177,2.1012306213378906
39,0.6850091401086278,0.49056265576197794,0.0035511153389061233,10.43804671632451,0.13895316132174218,0.14905120432376862,2.1181106567382812
40,0.6779191864277574,0.4870672932802866,0.003574062951983685,10.44619194916445,0.13948246638464976,0.14965586364269257,2.0745277404785156
41,0.5820724709624309,0.32413730130215385,0.004967578926713597,10.775642210640859,0.16252877464651205,0.17645519971847534,2.3736000061035156
42,0.5881956357339114,0.30990045823202295,0.005146240536875778,10.811392124915521,0.16523067607070577,0.17963865399360657,2.4207115173339844
43,0.5807935971930571,0.3022603578770392,0.0050959419353278895,10.800788329931079,0.16442498051120644,0.17869406938552856,2.495288848876953
44,0.5846288157036998,0.2935028491864022,0.00505729363790522,10.794225272485663,0.16392813282574256,0.17810802161693573,2.431774139404297
45,0.5863563435294522,0.29387129450805455,0.005019282315481781,10.785120439273681,0.16324112760855428,0.17730028927326202,2.4538040161132812
46,0.5808036314649505,0.29202649538401876,0.004984861411283931,10.778681675363993,0.1627568988021317,0.17672738432884216,2.4515151977539062
47,0.7030565120733493,0.4839552764184986,0.00379312024801716,10.505662503811376,0.14340428954634238,0.15418285131454468,2.3873329162597656
48,0.7003714705844273,0.48278770377265867,0.003544422659578005,10.436731176482965,0.1388678540771056,0.1489609181880951,2.162456512451172
49,0.700858020204899,0.49520603970701993,0.003453030983602434,10.410580789918276,0.13718213419721767,0.1470203548669815,1.9123077392578125
50,0.6830929955959807,0.4843882129784887,0.003485509743818648,10.421493624135568,0.13788325958935269,0.14783073961734772,2.0074844360351562
51,0.6764634726000054,0.4846990261480257,0.0034558053392517844,10.41150971903546,0.1372416831799434,0.1471007764339447,1.9361495971679688
52,0.6597572147596393,0.4739297752543091,0.0034737453060278965,10.418021214896815,0.13765980318790402,0.14758266508579254,1.9617080688476562
