file_idx,ch3_high_band,ch4_high_band,ch3_total_power,ch3_energy,ch3_rms,ch3_std,ch3_p2p
1,0.5278642132459442,0.523305007240403,0.006614135351438174,11.063067908938331,0.18544871485398665,0.20365209877490997,12.482261657714844
2,0.4961718439406792,0.49013165548366916,0.006999311529173032,11.117423953406945,0.19010141285073548,0.20927351713180542,12.90273666381836
3,0.48880301475855004,0.48836536655365576,0.007910458698859152,11.241509135150787,0.2011219376177968,0.2226421982049942,16.074752807617188
4,0.5278260752457784,0.46754872232915384,0.0067990063713448895,11.093366226145008,0.18802922256811044,0.2068084478378296,12.291240692138672
5,0.5169894428821988,0.4750396939667699,0.007547175356895139,11.192602360708857,0.19671109624751545,0.21730148792266846,13.602447509765625
6,0.5031092713726769,0.4594306269177808,0.00842985806718632,11.30523629125923,0.20700330577306872,0.2298910915851593,15.625858306884766
7,0.5013490279833268,0.4566143597968007,0.008810866899789906,11.351926335872884,0.2114101035372713,0.23532208800315857,13.483905792236328
8,0.49197844323781986,0.4648598201178253,0.009743128622377572,11.451179956405825,0.22105888899383447,0.24727413058280945,17.856216430664062
9,0.49656039876980096,0.4608565266646108,0.00954130232648488,11.431483464941541,0.2191133433376335,0.24487176537513733,15.139293670654297
10,0.5070428890040392,0.46588373789416765,0.008672136020083427,11.332234328318709,0.20954130308610575,0.2330147624015808,17.63143539428711
11,0.5154566169295552,0.47375297085089474,0.008004732084160589,11.254729073154634,0.20232946138152397,0.22417956590652466,15.401649475097656
12,0.5137587748233757,0.47404035194011696,0.00798244096447125,11.250510433589119,0.2019434237783965,0.2237004190683365,18.344974517822266
13,0.5318792943254597,0.480153759812973,0.006797574451768956,11.09168045177724,0.18788478974116601,0.20665018260478973,15.209674835205078
14,0.48688605190870093,0.4496683177899886,0.008051446014506042,11.259153655961736,0.20273507245910014,0.22465750575065613,17.37518310546875
15,0.4724027643266334,0.4387835737469475,0.008600776783495448,11.32648443478506,0.20899844278700258,0.2323237657546997,16.376876831054688
16,0.46304198895312887,0.42863401811928653,0.010066375912188065,11.485332233634166,0.2244688998398278,0.25156599283218384,18.13058853149414
17,0.48216035626306164,0.4388405378980952,0.010574778285279758,11.533631406581627,0.2293715184403807,0.2577025294303894,15.412425994873047
18,0.4702994918107257,0.4240886836094069,0.01095969837755676,11.569573957155558,0.2330814796031931,0.2623937427997589,19.28091049194336
19,0.5003928727416778,0.43285289715508013,0.007934652938949465,11.247369604963287,0.20165643468727304,0.2233976423740387,12.778568267822266
20,0.497604361628224,0.4209137213501591,0.008174337861661125,11.277799966756895,0.20445246194510414,0.22682952880859375,13.878345489501953
21,0.4894673327157829,0.41100452003778465,0.008602589311670341,11.326152735137693,0.20896716352749412,0.2323809564113617,14.57071304321289
22,0.4900501053280482,0.40670092201539226,0.007449286907848993,11.180697132111622,0.19565070169601514,0.2160620242357254,14.033889770507812
23,0.49784236276450555,0.44881925427178865,0.008859758649459053,11.356392444413133,0.2118360174048834,0.2358894646167755,18.55030059814453
