HI,regime
0.0009900193237021577,0
0.0009900193237021577,0
0.0009900193237021577,0
0.001088644607680645,0
0.0014409437053513425,1
0.002023098040504858,1
0.0025470369421430215,1
0.0027531537979572224,1
0.004006630347492887,1
0.005207441927428808,1
0.006303700338358509,0
0.007508209705574394,0
0.00990576005625912,0
0.010179884068214648,0
0.009964345623446186,0
0.009969432267193361,0
0.01041111136136799,1
0.011273491048991498,1
0.012307306247024145,1
0.01303518241812242,1
0.01657064553523027,1
0.02030756167366626,1
0.024332989577587547,0
0.028440940064246113,0
0.032694222227385196,0
0.03298046191320989,0
0.03246759356032971,0
0.031753095765028584,0
0.03108431730199602,1
0.030283426171879013,1
0.02944575631725105,1
0.029510879922606648,1
0.03289747200634562,1
0.03602835019645838,1
0.03851654715255656,0
0.040331395164086965,0
0.04167388401550421,0
0.041825106566740225,0
0.040700833854005365,0
0.03995259346600534,0
0.03949944580107103,1
0.03957885167764534,1
0.040157724960129156,1
0.04038263273110672,1
0.041641821412340976,1
0.04289805979328054,1
0.043965571325565465,0
0.0444706532462355,0
0.04440572598125031,0
0.044311567054533194,0
0.04463993507305643,0
0.0448402151260236,0
0.04508445980747568,1
0.045439950128748116,1
0.04615865348457201,1
0.04643378594135675,1
0.046850681347875456,1
0.047742138176984084,1
0.0485836947439604,1
0.04926060767303945,0
0.049768522860685345,0
0.05134936958518623,0
0.051693215181474364,0
0.052090269523703665,0
0.05291048020472411,0
0.054846485639401595,1
0.05813179813639206,1
0.0632582973461771,1
0.0648222065312242,1
0.06942448527005364,1
0.07444278529152065,1
0.07916796866614456,0
0.08340330269888965,0
0.08660671755362985,0
0.08909624301166111,0
0.09638547641709908,0
0.10483672711132151,0
0.11482957165490675,1
0.1260992337494351,1
0.13800821069280061,1
0.1400150739203106,1
0.14220093746559972,1
0.1427863475907584,1
0.14188791758587896,0
0.13973109326138233,0
0.13596715912278828,0
0.13084326700213766,0
0.1352403274418272,0
0.1383137505917281,0
