HI,regime
0.001772534508737818,0
0.014734133675213484,0
0.028190276436690268,0
0.042369525882242354,0
0.05721919842672942,1
0.07276949755493489,1
0.08716716682425138,1
0.08865294315403134,1
0.07989186241887604,1
0.07165850154079953,1
0.06344175735269392,0
0.05519119186424733,0
0.048463963669501016,0
0.049282569447483444,0
0.06206202737963738,0
0.07477284070078015,0
0.08726312711527721,1
0.09987766448344908,1
0.1111777319228465,1
0.11186594485847877,1
0.10678024862084665,1
0.10132799268781835,1
0.09541382427230598,0
0.08928180540829903,0
0.08290891841607324,0
0.08376357322521262,0
0.09371054159607449,0
0.10383424250160776,0
0.1142077824810638,1
0.12468572642524031,1
0.13514504720229906,1
0.1353104189605101,1
0.129503229574457,1
0.12302372243711414,1
0.11584427758508155,0
0.10804150914811632,0
0.09986548563109647,0
0.1002061599579229,0
0.11066578287611484,0
0.12106947656694558,0
0.13198996640579388,1
0.14329558466821157,1
0.15499656647891516,1
0.15506160216369314,1
0.1460789361126366,1
0.1365441442073141,1
0.12659433694649844,0
0.11621626250368297,0
0.10565257775700096,0
0.10579482655477879,0
0.11780323416170793,0
0.1301292624418885,0
0.14305802338156723,1
0.1565237914967771,1
0.1704869793321849,1
0.1816708223916607,1
0.17055123448060183,1
0.15917174128985234,1
0.14758063042913833,1
0.13548215666736174,0
0.12265717510045811,0
0.11178591452765425,0
0.11249163570333313,0
0.1251348061651107,0
0.1386764753687394,0
0.1536513066453926,1
0.1703105142390509,1
0.18523469765841327,1
0.18567766692504126,1
0.17723288938954815,1
0.16826671652413666,1
0.15841553562331956,0
0.147316391776614,0
0.13767812243927952,0
0.1395442215756336,0
0.1559554932688171,0
0.1743438446185569,0
0.19447183451661335,1
0.21643587899121558,1
0.23993570203535844,1
0.24027292731793853,1
0.23117910846206102,1
0.2198267135857777,1
0.2067833934962023,0
0.19227681020421367,0
0.17642520474445716,0
0.1780842977038049,0
0.2012900628932487,0
0.22552383517197355,0
0.2505204510265348,1
0.27605983325838057,1
0.30197486637738874,1
0.3027284921510823,1
0.28488943185810406,1
0.2665446809495057,1
0.24785774924243495,0
0.228903913035673,0
0.20952972832507694,0
0.2104465081189727,0
0.23668534613297565,0
0.2628402968198193,0
0.28863540205719634,1
0.31413026567338304,1
0.3393490284922431,1
0.34052138903772144,1
0.32180586350772394,1
0.30371838663556316,1
0.28620100920626174,0
0.26905363116392983,0
0.25241954821748913,0
0.23958016856948355,0
0.26377183972942336,0
0.28734715833455504,0
0.3102306018807828,0
0.3325834629775351,1
0.35491319734476684,1
0.37623172203789884,1
0.3797505885461765,1
0.3728232322451269,1
0.3679904572113618,1
0.3649296038483104,0
0.363257442547644,0
0.3647434951048446,0
0.3660869100952302,0
0.38083828444512535,0
0.39243716270238005,0
