HI,regime
0.5601114921220911,0
0.5499880120895484,0
0.5402843227344214,0
0.5310916839344386,0
0.5226174107085187,1
0.514269685423658,1
0.5052790525374672,1
0.5060280968135946,1
0.5191224782133943,1
0.5317924894406013,1
0.5448163595734152,0
0.558245276544079,0
0.5727910620444345,0
0.5737921496221763,0
0.5659667646608603,0
0.5574688770601166,0
0.5491259367753292,1
0.5402757657605806,1
0.5303237045989772,1
0.5311198637871171,1
0.5465244131579681,1
0.5613912930915984,1
0.5769286004217877,0
0.5928095780109832,0
0.609475608549998,0
0.610141679891427,0
0.5992952850901402,0
0.5882778063100008,0
0.5774251370684188,1
0.5670747003823836,1
0.5569667229373019,1
0.558382001235948,1
0.5771622078858116,1
0.5964747449898397,1
0.614557448175896,0
0.6316734627417108,0
0.6484236397963846,0
0.6488930574492697,0
0.6382367394550815,0
0.6274208762611733,0
0.6162824962056592,1
0.6058001867308607,1
0.5963198258361343,1
0.5974028453844274,1
0.6145853737960645,1
0.6310375578592613,1
0.6469118417510793,0
0.6623211205000143,0
0.6781254718042826,0
0.6787822726108897,0
0.6681267292331587,0
0.6570905275602181,0
0.6453318515203746,1
0.6334160329721622,1
0.6209741261334302,1
0.6074944041989927,1
0.6218863553074174,1
0.6361532900330134,1
0.6503515875928302,1
0.6647637307003847,0
0.6828644020345032,0
0.701146486768884,0
0.7013806225122426,0
0.6882225591364399,0
0.6750875186129566,0
0.6619840928353954,1
0.648805523157639,1
0.6317232525184375,1
0.6323865065550576,1
0.6526586532846362,1
0.6750381840109987,1
0.6976487893205003,0
0.7221322747108839,0
0.7478318177193688,0
0.75131647650898,0
0.7398056173776695,0
0.7299226753644087,0
0.7200285008394963,1
0.7126747191219458,1
0.7031063437554503,1
0.7032927394554682,1
0.7263745273108104,1
0.7472739487102584,1
0.7657215907777777,0
0.7836135476019942,0
0.8012740450239472,0
0.8040560261249075,0
0.7982229929926157,0
0.793517390465613,0
0.7897301029770739,1
0.7868506997846492,1
0.7834505172165303,1
0.783429846840491,1
0.7984408249328003,1
0.811617009275229,1
0.8248839040132749,0
0.8382800819348348,0
0.8519162099249794,0
0.8547483689705021,0
0.8529594187510687,0
0.8531845602552003,0
0.8533852789769052,1
0.8521659944476953,1
0.849741689908183,1
0.85108746678571,1
0.8632832743724862,1
0.8755579006257213,1
0.883828308814845,0
0.8920988992390597,0
0.9004004585817038,0
0.9091988104533071,0
0.9038462521097251,0
0.897764953642584,0
0.8907188929738588,0
0.8853932304847858,1
0.8798743130095311,1
0.8699962123923236,1
0.8679556682976103,1
0.8724005755372601,1
0.8739614260635935,1
0.8727993820882862,0
0.871714942181173,0
0.8721270541625901,0
0.8741962618603838,0
0.8674360640035182,0
0.8648139130723833,0
0.8663896957090599,1
0.870435045769963,1
0.8751161591373244,1
0.8733464451377722,1
0.8727054369359457,1
0.8710838942311635,1
0.866578698879938,0
0.8598311277496171,0
0.8529722835160014,0
0.8457208154221076,0
0.8428939629291687,0
