idx,t_min,rul_norm_pred,rul_pred_sec,rul_true_sec,score
0,0.0,0.44276291131973267,31613.271868228912,67800.0,0.4771599602457063
1,10.0,0.4446498155593872,31747.996830940247,67200.0,0.48125747627305193
2,20.0,0.45021864771842957,32145.61144709587,66600.0,0.488128765334025
3,30.0,0.44956478476524353,32098.925632238388,66000.0,0.4906257012780706
4,40.0,0.44699469208717346,31915.421015024185,65400.0,0.4917533408186061
5,50.0,0.44632548093795776,31867.639338970184,64800.0,0.4943377940286195
6,60.0,0.4422908127307892,31579.564028978348,64200.0,0.4944124717618814
7,70.0,0.4407484829425812,31469.441682100296,63600.0,0.4964103443946671
8,80.0,0.4358149468898773,31117.18720793724,63000.0,0.4958058548087128
9,90.0,0.43383094668388367,30975.529593229294,62400.0,0.49751276096406977
10,100.0,0.4128400683403015,29476.780879497528,61800.0,0.48428933209825786
11,110.0,0.4070971608161926,29066.737282276154,61200.0,0.48293247122073296
12,120.0,0.38195690512657166,27271.723026037216,60600.0,0.46653488443491603
13,130.0,0.3773771822452545,26944.730812311172,60000.0,0.4659211393671243
14,140.0,0.3442484140396118,24579.336762428284,59400.0,0.4436786683040301
15,150.0,0.3366585671901703,24037.42169737816,58800.0,0.44061770666393857
16,160.0,0.31261882185935974,22320.983880758286,58200.0,0.425444875248211
17,170.0,0.31876248121261597,22759.64115858078,57600.0,0.43234811907672965
18,180.0,0.3148326575756073,22479.05175089836,57000.0,0.4318908502245074
19,190.0,0.31544187664985657,22522.54999279976,56400.0,0.43487479098758297
20,200.0,0.30442118644714355,21735.67271232605,55800.0,0.4290020270434361
21,210.0,0.31223660707473755,22293.69374513626,55200.0,0.4376175577224832
22,220.0,0.32478398084640503,23189.57623243332,54600.0,0.45044879670561294
23,230.0,0.3442387580871582,24578.647327423096,54000.0,0.4698656709574054
24,240.0,0.34412214159965515,24570.320910215378,53400.0,0.4731064511236018
25,250.0,0.3373722732067108,24088.380306959152,52800.0,0.4705561034712885
26,260.0,0.3341366946697235,23857.35999941826,52200.0,0.4710901576953146
27,270.0,0.3429696261882782,24488.031309843063,51600.0,0.4826831937250483
28,280.0,0.34100744128227234,24347.931307554245,51000.0,0.48458472545933573
29,290.0,0.3315563499927521,23673.123389482498,50400.0,0.4794358374061779
30,300.0,0.3220016658306122,22990.91894030571,49800.0,0.4741219457403712
31,310.0,0.32208073139190674,22996.56422138214,49200.0,0.4779129227977857
32,320.0,0.3256334066390991,23250.225234031677,48600.0,0.4852497559095612
33,330.0,0.3331072926521301,23783.86069536209,48000.0,0.49688854753763273
34,340.0,0.3335918188095093,23818.455862998962,47400.0,0.5017352265832169
35,350.0,0.3372603952884674,24080.392223596573,46800.0,0.5101794136486636
36,360.0,0.33233967423439026,23729.052740335464,46200.0,0.5095274301545398
37,370.0,0.33174431324005127,23686.54396533966,45600.0,0.5136592417672926
38,380.0,0.3324908912181854,23739.84963297844,45000.0,0.5194671514323316
39,390.0,0.3261849880218506,23289.608144760132,44400.0,0.5173029944956756
40,400.0,0.33014824986457825,23572.585040330887,43800.0,0.5271822663633051
41,410.0,0.3279995024204254,23419.164472818375,43200.0,0.5300574273800067
42,420.0,0.34036508202552795,24302.066856622696,42600.0,0.5513124574171617
43,430.0,0.34206265211105347,24423.273360729218,42000.0,0.5598114953826553
44,440.0,0.33864474296569824,24179.234647750854,41400.0,0.5617807007445116
45,450.0,0.3382600247859955,24151.765769720078,40800.0,0.5679792330551683
46,460.0,0.3321913778781891,23718.4643805027,40200.0,0.566451013796092
47,470.0,0.33636632561683655,24016.55564904213,39600.0,0.5795308456018462
48,480.0,0.3243759572505951,23160.44334769249,39000.0,0.5694791957852068
49,490.0,0.3219229578971863,22985.2991938591,38400.0,0.5732160853876253
50,500.0,0.31667399406433105,22610.523176193237,37800.0,0.5728875845556862
51,510.0,0.3211895227432251,22932.931923866272,37200.0,0.5876191545957391
52,520.0,0.3197515904903412,22830.26356101036,36600.0,0.5935968683537423
53,530.0,0.3185575008392334,22745.005559921265,36000.0,0.6002400214394267
54,540.0,0.32590413093566895,23269.554948806763,35400.0,0.6218610322735859
55,550.0,0.3316095173358917,23676.91953778267,34800.0,0.6420432998792747
56,560.0,0.32949206233024597,23525.733250379562,34200.0,0.6487676886921829
57,570.0,0.3288156986236572,23477.440881729126,33600.0,0.658596485868315
58,580.0,0.32514461874961853,23215.325778722763,33000.0,0.662958028042732
59,590.0,0.328368216753006,23445.490676164627,32400.0,0.681720612850245
60,600.0,0.32895994186401367,23487.739849090576,31800.0,0.6960275625316087
61,610.0,0.3249760568141937,23203.290456533432,31200.0,0.7009533868729406
62,620.0,0.3363383412361145,24014.557564258575,30600.0,0.7420451756393361
63,630.0,0.3279988169670105,23419.11553144455,30000.0,0.7377860258227572
64,640.0,0.33568695187568665,23968.048363924026,29400.0,0.7740397065752588
65,650.0,0.32762274146080017,23392.263740301132,28800.0,0.7708183168633772
66,660.0,0.3452143669128418,24648.305797576904,28200.0,0.8397936555851868
67,670.0,0.34563159942626953,24678.096199035645,27600.0,0.8634998549414444
68,680.0,0.3486112654209137,24890.844351053238,27000.0,0.8973646439351162
69,690.0,0.33836477994918823,24159.24528837204,26400.0,0.8889941651544829
70,700.0,0.3429412543773651,24486.00556254387,25800.0,0.9318308284439922
71,710.0,0.34465673565864563,24608.490926027298,25200.0,0.9679838182936158
72,720.0,0.34362876415252686,24535.093760490417,24600.0,0.9963489920164449
73,730.0,0.324384480714798,23161.051923036575,24000.0,0.9526958834755115
74,740.0,0.3180297017097473,22707.32070207596,23400.0,0.9597939612724257
75,750.0,0.31969860196113586,22826.4801800251,22800.0,0.9959829448359085
76,760.0,0.31481897830963135,22478.07505130768,22200.0,0.9575173169752674
77,770.0,0.3217839002609253,22975.370478630066,21600.0,0.8019739075274228
78,780.0,0.32995572686195374,23558.838897943497,21000.0,0.6555386023848759
79,790.0,0.35112622380256653,25070.41237950325,20400.0,0.4522809334391117
80,800.0,0.3414537310600281,24379.796397686005,19800.0,0.4485950972268251
81,810.0,0.3444497585296631,24593.712759017944,19200.0,0.3777195344320205
82,820.0,0.3452707529067993,24652.33175754547,18600.0,0.323767279646673
83,830.0,0.35935020446777344,25657.604598999023,18000.0,0.22891558796239822
84,840.0,0.3527137339115143,25183.76060128212,17400.0,0.21216920572300044
85,850.0,0.33144164085388184,23664.933156967163,16800.0,0.24263593393200694
86,860.0,0.3336237668991089,23820.736956596375,16200.0,0.1958635294640734
87,870.0,0.3317530155181885,23687.165307998657,15600.0,0.1658510254258894
88,880.0,0.343098521232605,24497.234416007996,15000.0,0.11143352143666434
89,890.0,0.3054202198982239,21807.003700733185,14400.0,0.16818532279568188
90,900.0,0.32088035345077515,22910.857236385345,13800.0,0.10145871997267356
91,910.0,0.3347075581550598,23898.11965227127,13200.0,0.06027409731353199
92,920.0,0.3716680705547333,26537.100237607956,12600.0,0.021633406507777952
93,930.0,0.3488260507583618,24906.180024147034,12000.0,0.024054072634052216
94,940.0,0.21821492910385132,15580.545938014984,11400.0,0.28056894171840935
95,950.0,0.16445256769657135,11741.913333535194,10800.0,0.7391448451516357
96,960.0,0.17247842252254486,12314.959368109703,10200.0,0.487426033132906
97,970.0,0.10956365615129471,7822.845049202442,9600.0,0.7736534549770292
98,980.0,0.10016342252492905,7151.668368279934,9000.0,0.7522372413392766
99,990.0,0.07797880470752716,5567.686656117439,8400.0,0.626609991839458
100,1000.0,0.1316089928150177,9396.882086992264,7800.0,0.49187295463002356
101,1010.0,0.09834125638008118,7021.565705537796,7200.0,0.9662275662351428
102,1020.0,0.002296593738719821,163.97679294459522,6600.0,0.25876061238152365
103,1030.0,0.00030610791873186827,21.856105397455394,6000.0,0.25126565112642923
104,1040.0,0.0004086648114025593,29.178667534142733,5400.0,0.25187972699827377
105,1050.0,0.003373604966327548,240.87539459578693,4800.0,0.2680111166777807
106,1060.0,0.0007486245012842119,53.45178939169273,4200.0,0.2544498477238719
107,1070.0,0.0003742327680811286,26.720219640992582,3600.0,0.2525856470036843
108,1080.0,0.0012536143185570836,89.50806234497577,3000.0,0.2605572027111581
109,1090.0,0.0067908745259046555,484.8684411495924,2400.0,0.330805937522001
110,1100.0,4.5501761633204296e-05,3.2488257806107868,1800.0,0.2506263150192445
111,1110.0,1.1592014743655454e-06,0.08276698526969994,1200.0,0.25002390518554424
112,1120.0,4.2794187038452947e-07,0.030555049545455404,600.0,0.25001764991171305
113,1130.0,2.3157002942753024e-05,1.653410010112566,0.0,1.3708688637871043e-249
