idx,t_min,rul_norm_pred,rul_pred_sec,rul_true_sec,score
0,0.0,0.41050049662590027,29309.73545908928,75000.0,0.42975697067486374
1,10.0,0.41051211953163147,29310.565334558487,74400.0,0.43164537125841534
2,20.0,0.4103914499282837,29301.949524879456,73800.0,0.43349605606850367
3,30.0,0.4103693664073944,29300.37276148796,73200.0,0.4354432556486852
4,40.0,0.4103202521800995,29296.866005659103,72600.0,0.4374154847191526
5,50.0,0.4103414714336395,29298.381060361862,72000.0,0.4394722324552751
6,60.0,0.410143107175827,29284.21785235405,71400.0,0.44143906596838234
7,70.0,0.4100698232650757,29278.985381126404,70800.0,0.443525814918969
8,80.0,0.40965816378593445,29249.59289431572,70200.0,0.4454457779235397
9,90.0,0.4094562232494354,29235.17434000969,69600.0,0.44754083104360964
10,100.0,0.4092412292957306,29219.823771715164,69000.0,0.44967401193328604
11,110.0,0.40926340222358704,29221.406918764114,68400.0,0.45201015899077024
12,120.0,0.4089081585407257,29196.042519807816,67800.0,0.45414981334838694
13,130.0,0.4089566171169281,29199.502462148666,67200.0,0.45660950960867275
14,140.0,0.4086128771305084,29174.9594271183,66600.0,0.4588596672465824
15,150.0,0.40865713357925415,29178.119337558746,66000.0,0.46143055174440534
16,160.0,0.4086097478866577,29174.73599910736,65400.0,0.4639990515347229
17,170.0,0.4089530110359192,29199.24498796463,64800.0,0.46690834047307467
18,180.0,0.40895670652389526,29199.508845806122,64200.0,0.469644825887765
19,190.0,0.40862569212913513,29175.87441802025,63600.0,0.4722033977336542
20,200.0,0.4087701141834259,29186.18615269661,63000.0,0.47517985891907755
21,210.0,0.40877437591552734,29186.490440368652,62400.0,0.4781265541166138
22,220.0,0.4089277386665344,29197.440540790558,61800.0,0.4812641914347291
23,230.0,0.4088778495788574,29193.87845993042,61200.0,0.48432531433844095
24,240.0,0.4087979197502136,29188.171470165253,60600.0,0.48744318898579925
25,250.0,0.4088238775730133,29190.02485871315,60000.0,0.49072981378136654
26,260.0,0.40892207622528076,29197.036242485046,59400.0,0.4941651558707262
27,270.0,0.4092046320438385,29217.21072793007,58800.0,0.49784987665713964
28,280.0,0.40919265151023865,29216.35531783104,58200.0,0.5013876843200785
29,290.0,0.4092826545238495,29222.781533002853,57600.0,0.5051136430282276
30,300.0,0.4091387093067169,29212.503844499588,57000.0,0.5087398936194858
31,310.0,0.40885841846466064,29192.49107837677,56400.0,0.5123475578819883
32,320.0,0.409127414226532,29211.697375774384,55800.0,0.5165622935253251
33,330.0,0.40914076566696167,29212.650668621063,55200.0,0.5206657352937842
34,340.0,0.40909016132354736,29209.03751850128,54600.0,0.5248321901269644
35,350.0,0.4088650941848755,29192.96772480011,54000.0,0.5289565139264976
36,360.0,0.4086776077747345,29179.581195116043,53400.0,0.5332441762418397
37,370.0,0.4087503254413605,29184.773236513138,52800.0,0.5379275690342697
38,380.0,0.4088425636291504,29191.359043121338,52200.0,0.5427812821222608
39,390.0,0.409037321805954,29205.264776945114,51600.0,0.5479009487182853
40,400.0,0.40921443700790405,29217.91080236435,51000.0,0.5531721477393201
41,410.0,0.4091251790523529,29211.537784337997,50400.0,0.5583292358966379
42,420.0,0.4091225564479828,29211.35053038597,49800.0,0.5637574925796865
43,430.0,0.40918830037117004,29216.04464650154,49200.0,0.5694511893259568
44,440.0,0.40917548537254333,29215.129655599594,48600.0,0.5752530808360561
45,450.0,0.4089924097061157,29202.058053016663,48000.0,0.5810573298621435
46,460.0,0.40893349051475525,29197.851222753525,47400.0,0.5872215606647585
47,470.0,0.40882906317710876,29190.395110845566,46800.0,0.5935546537140607
48,480.0,0.40882164239883423,29189.865267276764,46200.0,0.6002479727360669
49,490.0,0.40864428877830505,29177.20221877098,45600.0,0.6069719920068186
50,500.0,0.4088548421859741,29192.235732078552,45000.0,0.6144777593586825
51,510.0,0.40894001722335815,29198.317229747772,44400.0,0.6221091000352502
52,520.0,0.4090595543384552,29206.8521797657,43800.0,0.6300971626418473
