HI,regime
0.0,0
0.0,0
0.0,0
0.0,0
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,1
0.0,0
0.0,0
0.0072921081683943074,0
0.01864920628748715,0
0.025761217204747455,0
0.030706996785017454,0
0.033999849841807366,1
0.03696656599498218,1
0.039541513906954484,1
0.04591506000002648,1
0.05850280707109641,1
0.07490768787698884,1
0.09403597054631033,0
0.11567193088718042,0
0.1388370290247175,0
0.1597125164467037,0
0.175284684936696,0
0.18365470322697056,0
0.1884527978735737,1
0.19012770898552397,1
0.18877903052878217,1
0.18970804784401932,1
0.19800305650895847,1
0.20756834353902692,1
0.218609936079493,0
0.2300627535912262,0
0.2417522046926106,0
0.25184903409194825,0
0.25566478045471497,0
0.25234205054678016,0
0.2482123372400526,1
0.2430732802634556,1
0.2372133262251839,1
0.2323499702399229,1
0.22987839697257972,1
0.22904287169648022,1
0.22972608456605617,0
0.2323068615431494,0
0.23621263380766336,0
0.23949563298055573,0
0.24046071557373183,0
0.24011810737784567,0
0.23907658857662684,1
0.23712559069304323,1
0.23416988623940144,1
0.24321121350883998,1
0.2526708251756183,1
0.26237072351308666,1
0.2720079763618736,1
0.2807900210598408,0
0.28908530783175457,0
0.2960974068585201,0
0.29092926262551716,0
0.2867933106536476,0
0.28296238470203294,0
0.28066803726934453,1
0.3021332027242433,1
0.3378225260231622,1
0.37052052076244696,1
0.3989045611588865,1
0.42262014577991514,1
0.4440344385834997,0
0.4617804216442178,0
0.4557164316089276,0
0.4364026082163889,0
0.4201960364257632,0
0.40742351852232683,0
0.3995035509892552,1
0.3950506341132264,1
0.3959285999236977,1
0.40197978332101136,1
0.40828770459372504,1
0.41327020347192994,1
0.4187020074101555,0
0.42356752377760576,0
0.4271880731652123,0
0.5775265558915159,0
0.6975285321080217,0
0.7931765407063087,0
0.8694103859955633,1
0.9265802082795269,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,0
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,0
1.0,0
1.0,0
1.0,0
0.987974402633688,0
0.9498052802299649,0
0.9193257337366888,0
