file_idx,time_sec,hi_obs,x_filt,P_filt,cond,rpm
1,0,7.525194e-08,0.0019464524342046171,9.92270557696322e-05,0,669.4
2,600,0.0,0.003876178923120125,9.846596876050316e-05,0,727.8333333333334
3,1200,0.0,0.005789561982022878,9.771646820896327e-05,0,731.75
4,1800,6.6260455e-08,0.006143220814965312,9.697829153305812e-05,1,776.5
5,2400,0.0,0.006667681010644594,9.625118402581154e-05,2,977.5
6,3000,0.0,0.007187517839510125,9.553489856220386e-05,2,975.5
7,3600,0.0,0.007702833758161791,9.482919531913728e-05,2,976.0
8,4200,0.0,0.008213728218063331,9.413384150772169e-05,2,978.3333333333334
9,4800,0.0,0.008720297774919181,9.34486111172531e-05,2,977.0
10,5400,8.4537106e-08,0.009222636804235154,9.277328467029344e-05,2,978.6666666666666
11,6000,1.2287391e-07,0.011086120360849962,9.210764898829376e-05,0,738.25
12,6600,2.572399e-08,0.012935251431714338,9.145149696723545e-05,0,740.1666666666666
13,7200,0.0,0.013231383287997367,9.080462736279319e-05,1,740.8333333333334
14,7800,9.439082e-08,0.013525069548824603,9.01668445845517e-05,1,740.6666666666666
15,8400,0.0,0.013816360069369529,8.953795849883405e-05,1,741.0
16,9000,1.3295544e-07,0.014105306205805858,8.891778423972415e-05,1,741.0
17,9600,0.0,0.014567006360264438,8.830614202788879e-05,2,979.8333333333334
18,10200,4.8617577e-09,0.015025319731173666,8.77028569968263e-05,2,980.1666666666666
19,10800,0.0,0.015480315194527196,8.710775902618895e-05,2,980.8333333333334
20,11400,0.0,0.0159320598678139,8.65206825818456e-05,2,982.1666666666666
21,12000,2.8195803e-09,0.01638061905756653,8.594146656236842e-05,2,982.3333333333334
22,12600,5.543712e-07,0.016826059963491385,8.536995415164498e-05,2,983.0
23,13200,1.4261306e-07,0.017093044292238034,8.480599267733218e-05,1,741.0
24,13800,4.1572758e-07,0.01735812727177793,8.424943347488381e-05,1,741.0
25,14400,3.18005e-07,0.017621343674374724,8.370013175689729e-05,1,743.3333333333334
26,15000,1.8536524e-07,0.017882729547308445,8.315794648753848e-05,1,741.8333333333334
27,15600,2.752524e-07,0.01814232166677218,8.262274026181564e-05,1,741.0
28,16200,1.3191692e-07,0.01840015295378156,8.20943791894856e-05,1,740.5
29,16800,3.600589e-08,0.018831966812785407,8.157273278338606e-05,2,976.0833333333334
30,17400,1.7234971e-07,0.01926102874355221,8.105767385199839e-05,2,978.4166666666666
31,18000,3.2097583e-07,0.019687390624009194,8.054907839605502e-05,2,979.8333333333334
32,18600,1.2960021e-07,0.020111100841546728,8.004682550901519e-05,2,983.6666666666666
33,19200,3.4453885e-07,0.02053221120890458,7.95507972812408e-05,2,983.0
34,19800,1.1595691e-06,0.020950773455845288,7.906087870771331e-05,2,987.6666666666666
35,20400,7.6935993e-07,0.021190824846554147,7.857695759913962e-05,1,745.0
36,21000,9.748649e-07,0.021429440982432178,7.80989244963028e-05,1,741.8333333333334
37,21600,1.1725551e-06,0.02166664785252335,7.76266725875203e-05,1,742.5833333333334
38,22200,4.110059e-07,0.021902465102493083,7.71600976290788e-05,1,743.1666666666666
39,22800,1.8628018e-07,0.022136920846885365,7.669909786852134e-05,1,745.0
40,23400,2.6228483e-07,0.02237004113015801,7.624357397066807e-05,1,744.0
41,24000,2.1422325e-07,0.02277812290331276,7.579342894625761e-05,2,982.0
42,24600,1.8885676e-06,0.02318393418677925,7.534856808310151e-05,2,984.0
43,25200,8.8833104e-07,0.023587499119857896,7.490889887964896e-05,2,976.8333333333334
44,25800,1.654668e-06,0.023988867046154567,7.447433098086396e-05,2,973.6666666666666
45,26400,4.957561e-07,0.024388064877019576,7.404477611632168e-05,2,974.3333333333334
46,27000,8.4843606e-07,0.024785138615941883,7.362014804043473e-05,2,975.5
47,27600,6.7320036e-07,0.026528859143063764,7.32003624747245e-05,0,735.0
48,28200,2.4923452e-07,0.028262512864161784,7.278533705205631e-05,0,735.1666666666666
49,28800,3.1761613e-07,0.029986272817631554,7.237499126276088e-05,0,735.8333333333334
50,29400,3.840458e-07,0.031700305390424725,7.196924640256812e-05,0,736.6666666666666
51,30000,5.028114e-07,0.03340477356177804,7.156802552228255e-05,0,736.6666666666666
52,30600,8.442076e-07,0.03509983764081612,7.117125337913258e-05,0,736.4166666666666
53,31200,7.2051677e-07,0.03526226841548008,7.077885638972937e-05,1,962.8333333333334
54,31800,3.9791692e-07,0.03560105564792373,7.039076258457319e-05,2,974.3333333333334
55,32400,3.266605e-07,0.035938479599587694,7.000690156404828e-05,2,972.8333333333334
56,33000,5.54482e-07,0.036274564074711094,6.962720445584986e-05,2,973.8
57,33600,5.579193e-07,0.03660932954008989,6.925160387378906e-05,2,973.1666666666666
58,34200,4.845641e-07,0.036942796815167135,6.888003387792392e-05,2,972.8333333333334
59,34800,9.3334296e-07,0.03709800427107763,6.851242993596725e-05,1,937.8333333333334
60,35400,5.022508e-07,0.03877419407486005,6.814872888592353e-05,0,734.8333333333334
61,36000,2.997458e-07,0.040441722488613975,6.778886889990966e-05,0,732.6666666666666
62,36600,4.5007465e-07,0.0421007278547346,6.7432789449116e-05,0,732.6666666666666
63,37200,3.173352e-07,0.04375134230127139,6.708043126986586e-05,0,733.3333333333334
64,37800,0.0053217392,0.04542135906170915,6.673173633073363e-05,0,728.5833333333334
65,38400,3.7672643e-07,0.047055440148603155,6.638664780068313e-05,0,730.3333333333334
66,39000,6.5858256e-07,0.04733904279571726,6.604511001818947e-05,2,969.0
67,39600,6.146265e-07,0.04762193094266338,6.570706846130924e-05,2,970.1666666666666
68,40200,5.2894023e-07,0.047904115292230605,6.537246971866503e-05,2,969.5833333333334
69,40800,1.8819828e-06,0.04818561383104338,6.504126146131214e-05,2,968.6666666666666
70,41400,2.2768795e-06,0.04846643210051077,6.471339241545614e-05,2,972.9166666666666
71,42000,1.7222542e-06,0.0487465755741207,6.438881233599144e-05,2,969.0
72,42600,2.3514579e-06,0.050366805140677075,6.40674719808322e-05,0,728.5
73,43200,5.674669e-06,0.051979462738659395,6.374932308600823e-05,0,728.6666666666666
74,43800,3.579941e-05,0.053584793049263245,6.343431834149892e-05,0,729.5
75,44400,5.8182054e-06,0.05518260861526411,6.312241136778047e-05,0,730.0
76,45000,0.0005463476,0.05677581123211786,6.281355669306141e-05,0,731.8333333333334
77,45600,0.00041240812,0.05836118420019109,6.250770973118322e-05,0,731.6666666666666
78,46200,0.00018820527,0.05859928918262213,6.220482676016356e-05,2,968.1666666666666
79,46800,0.00018330745,0.058837136398747,6.190486490136014e-05,2,970.5
80,47400,0.00023486423,0.059075000487418,6.160778209923468e-05,2,968.3333333333334
81,48000,0.00033930835,0.0593131338029661,6.131353710169676e-05,2,968.6666666666666
82,48600,0.0029413453,0.05956340460026943,6.102208944100817e-05,2,970.5
83,49200,8.241138e-06,0.05962170925286416,6.073339941522942e-05,1,952.1666666666666
84,49800,2.8828558e-06,0.06119593813528657,6.044742807019034e-05,0,732.8333333333334
85,50400,8.224849e-06,0.06276346151992296,6.0164137181967685e-05,0,732.8333333333334
86,51000,1.1159442e-05,0.06432436201451573,5.988348923985321e-05,0,730.8333333333334
87,51600,1.0956602e-05,0.0658787173030085,5.9605447429796104e-05,0,731.6666666666666
88,52200,1.9855644e-05,0.0674266601985251,5.932997561830469e-05,0,734.0
89,52800,0.002827792,0.06898115573183163,5.90570383367924e-05,0,733.0
90,53400,0.00011667043,0.06918071727981386,5.878660076635386e-05,2,968.1666666666666
91,54000,0.00097560836,0.06938432426532976,5.851862872295738e-05,2,972.3333333333334
92,54600,0.0006837002,0.06958669940150222,5.825308864304056e-05,2,973.0
93,55200,6.170787e-05,0.06978636831874864,5.798994756949634e-05,2,972.3333333333334
94,55800,0.003387025,0.07000111821150626,5.772917313803715e-05,2,972.8333333333334
95,56400,0.0010775452,0.07020552081414276,5.74707335639253e-05,2,970.3333333333334
96,57000,1.374082e-05,0.0717400137938981,5.7214597629058286e-05,0,732.3333333333334
97,57600,1.7582746e-05,0.0732685042694364,5.696073466939783e-05,0,732.1666666666666
98,58200,1.5677631e-05,0.07479104640051792,5.670911456273215e-05,0,732.5
99,58800,0.0010444005,0.07631225139261026,5.645970771676118e-05,0,732.3333333333334
100,59400,0.007202992,0.07785459928836093,5.6212485057494757e-05,0,732.5
101,60000,0.13136952,0.07993228951822873,5.5967418017954366e-05,0,731.0
102,60600,0.5416511,0.08244686090930013,5.572447852716909e-05,2,969.9166666666666
103,61200,0.0025944195,0.08261174816611593,5.5483638999456935e-05,2,971.4166666666666
104,61800,0.0004963122,0.0827680276606687,5.52448723239829e-05,2,971.3333333333334
105,62400,0.0031020404,0.0829359657395601,5.500815185458551e-05,2,971.5
106,63000,0.0015133044,0.08291918963961165,5.477345139986384e-05,1,965.0833333333334
107,63600,0.00013565064,0.08289773961181761,5.454074521351712e-05,1,964.1666666666666
