file_idx,time_sec,hi_obs,x_filt,P_filt,cond,rpm
1,0,5.014772e-12,0.0012266093065776843,9.90105550085777e-05,0,673.4
2,600,0.0,0.002439597423979536,9.804049822878558e-05,0,733.9166666666666
3,1200,0.0,0.0036393608290930636,9.708926532084477e-05,0,737.75
4,1800,5.3081237e-12,0.004694437428073656,9.615631363644214e-05,1,775.0
5,2400,1.2449591e-11,0.0043414182536222826,9.524112118645911e-05,2,972.1666666666666
6,3000,0.0,0.003991653935528027,9.4343185667094e-05,2,970.5833333333334
7,3600,2.2888292e-11,0.005039344855625313,9.346202354056049e-05,1,966.3333333333334
8,4200,0.0,0.006076056802504189,9.259716916682674e-05,1,962.3333333333334
9,4800,0.0,0.007102091765083411,9.174817398311953e-05,1,958.0
10,5400,1.2946073e-11,0.008117740757429383,9.091460572815556e-05,1,957.5833333333334
11,6000,1.21413764e-11,0.009256525858838146,9.009604770828108e-05,0,725.1666666666666
12,6600,0.0,0.010384472580006786,8.9292098102902e-05,0,729.1666666666666
13,7200,0.0,0.011501868495817615,8.850236930677208e-05,0,731.8333333333334
14,7800,0.0,0.012608991096598517,8.772648730687731e-05,0,735.4166666666666
15,8400,0.0,0.01370610822643322,8.696409109181183e-05,0,738.3333333333334
16,9000,0.0,0.014793478498708759,8.62148320916858e-05,0,738.25
17,9600,0.0,0.014353393612866477,8.547837364673955e-05,2,979.4166666666666
18,10200,4.8724556e-11,0.013917707624916823,8.475439050296221e-05,2,970.4166666666666
19,10800,6.633075e-10,0.01348630970517924,8.404256833312692e-05,2,970.0
20,11400,4.2006987e-10,0.013059092704386668,8.334260328176108e-05,2,973.1666666666666
21,12000,4.982107e-10,0.012635953023185674,8.265420153266763e-05,2,971.4166666666666
22,12600,2.7993516e-10,0.012216790452006255,8.197707889770408e-05,2,969.3333333333334
23,13200,1.5929866e-10,0.013314873381090005,8.131096042561036e-05,0,729.8333333333334
24,13800,1.1650402e-09,0.01440382238265052,8.065558002975404e-05,0,727.4166666666666
25,14400,3.4596911e-10,0.015483856539354132,8.00106801337343e-05,0,726.3333333333334
26,15000,9.91557e-10,0.01655518800863358,7.937601133385305e-05,0,728.1666666666666
27,15600,7.839661e-10,0.017618022251063018,7.875133207752381e-05,0,728.3333333333334
28,16200,8.675727e-10,0.018672558318852294,7.813640835674737e-05,0,732.1666666666666
29,16800,1.3055233e-10,0.018209789474188557,7.753101341583707e-05,2,976.0
30,17400,2.635186e-10,0.01775136248931394,7.69349274726267e-05,2,975.0833333333334
31,18000,2.444373e-10,0.01729717798179635,7.634793745244104e-05,2,977.0
32,18600,3.5228567e-10,0.016847139581384375,7.576983673415255e-05,2,979.75
33,19200,4.5112591e-10,0.016401153813706063,7.520042490768838e-05,2,978.3333333333334
34,19800,4.608079e-10,0.01595912999268359,7.463950754238991e-05,2,980.0
35,20400,5.7895884e-09,0.01702638414750016,7.408689596566228e-05,0,733.1666666666666
