file_idx,time_sec,bearing_id,ch1_rms,ch1_peak,ch1_p2p,ch1_std,ch1_skewness,ch1_kurtosis,ch1_crest_f,ch1_shape_f,ch1_impulse_f,ch1_energy,ch1_kurt_rms,ch1_total_power,ch1_low_band,ch1_mid_band,ch1_high_band,ch1_bhigh_band,ch1_mean_freq,ch1_freq_std,ch1_spectral_entropy,ch2_rms,ch2_peak,ch2_p2p,ch2_std,ch2_skewness,ch2_kurtosis,ch2_crest_f,ch2_shape_f,ch2_impulse_f,ch2_energy,ch2_kurt_rms,ch2_total_power,ch2_low_band,ch2_mid_band,ch2_high_band,ch2_bhigh_band,ch2_mean_freq,ch2_freq_std,ch2_spectral_entropy,ch3_rms,ch3_peak,ch3_p2p,ch3_std,ch3_skewness,ch3_kurtosis,ch3_crest_f,ch3_shape_f,ch3_impulse_f,ch3_energy,ch3_kurt_rms,ch3_total_power,ch3_low_band,ch3_mid_band,ch3_high_band,ch3_bhigh_band,ch3_mean_freq,ch3_freq_std,ch3_spectral_entropy,ch4_rms,ch4_peak,ch4_p2p,ch4_std,ch4_skewness,ch4_kurtosis,ch4_crest_f,ch4_shape_f,ch4_impulse_f,ch4_energy,ch4_kurt_rms,ch4_total_power,ch4_low_band,ch4_mid_band,ch4_high_band,ch4_bhigh_band,ch4_mean_freq,ch4_freq_std,ch4_spectral_entropy
1,0,1,0.1485504799999999,0.8529663000000001,1.7004013,0.14740914,-0.007814238758374803,1.2808522291862983,5.741928973362432,1.3194302220428562,7.576074620328908,33895.290000000015,0.000623728047023,0.0034787660000000003,0.007187990399933905,0.005442526239324198,0.8566772407706187,0.13068929062516813,6903.63948290181,1979.361133575678,6.015981699999997,0.4208783200000002,2.383422900000001,4.617119000000003,0.4207357999999997,-0.015826961132837002,0.2112470889334123,5.662973674378727,1.2640513420770225,7.158289473262286,272084.80000000016,0.006628525902462498,0.02833510200000003,0.03821753569281222,0.825191102008625,0.12430170778560298,0.012288430138824694,1699.0784666580362,1961.664750840585,4.972315999999998,0.15613990000000008,1.2431144999999995,2.3903847,0.15611477000000004,-0.038196557071702913,1.1289486038436363,7.961542877176775,1.3007397307252144,10.355895138282493,37447.164000000004,0.0006710111028973,0.003901503,0.033641189421739694,0.16871413547214162,0.6812694501055907,0.11637269592432299,5585.906019156307,2738.9224447942333,6.723586599999999,0.2686536599999999,2.1629333000000006,3.7298203000000014,0.26865262,-0.05673032838511921,0.5446022551047426,8.05101014238359,1.2746663880054843,10.262352018025812,110860.48000000007,0.0028369422035878994,0.011555822000000002,0.07163228123177001,0.5047476343193662,0.39297253237641466,0.03064368350429438,3169.9073455893804,2784.8174919348553,6.317639999999999
2,600,1,0.1485504799999999,0.8529663000000001,1.7004013,0.14740914,-0.007814238758374803,1.2808522291862983,5.741928973362432,1.3194302220428562,7.5760746203289075,33895.290000000015,0.000623728047023,0.0034787660000000003,0.007187990399933903,0.005442526239324198,0.8566772407706187,0.13068929062516813,6903.63948290181,1979.361133575678,6.015981699999998,0.4208783200000002,2.3834229000000002,4.617119000000002,0.42073579999999977,-0.015826961132837002,0.2112470889334123,5.662973674378727,1.2640513420770225,7.158289473262286,272084.80000000016,0.006628525902462499,0.028335102000000025,0.03821753569281222,0.825191102008625,0.12430170778560297,0.012288430138824694,1699.0784666580362,1961.6647508405852,4.972315999999998,0.15613990000000008,1.2431144999999995,2.3903846999999994,0.15611477,-0.03819655707170292,1.1289486038436363,7.9615428771767744,1.3007397307252146,10.35589513828249,37447.164000000004,0.0006710111028973,0.0039015029999999997,0.033641189421739694,0.16871413547214165,0.6812694501055908,0.11637269592432299,5585.906019156306,2738.9224447942343,6.7235866,0.2686536599999999,2.162933300000001,3.7298203000000014,0.26865261999999995,-0.05673032838511921,0.5446022551047427,8.05101014238359,1.2746663880054843,10.262352018025812,110860.48000000005,0.0028369422035878994,0.011555822,0.07163228123177004,0.5047476343193662,0.39297253237641466,0.03064368350429438,3169.90734558938,2784.8174919348553,6.317639999999998
3,1200,1,0.14855047999999993,0.8529663,1.7004013,0.14740914,-0.007814238758374803,1.280852229186298,5.741928973362432,1.3194302220428562,7.576074620328907,33895.290000000015,0.000623728047023,0.0034787660000000003,0.007187990399933903,0.005442526239324198,0.8566772407706187,0.13068929062516813,6903.63948290181,1979.361133575678,6.015981699999997,0.4208783200000002,2.383422900000001,4.6171190000000015,0.4207357999999998,-0.015826961132836995,0.21124708893341232,5.662973674378727,1.2640513420770223,7.158289473262286,272084.8000000001,0.0066285259024624985,0.028335102000000025,0.038217535692812214,0.8251911020086249,0.12430170778560296,0.012288430138824696,1699.0784666580362,1961.6647508405852,4.972315999999999,0.15613990000000008,1.2431144999999995,2.3903846999999994,0.15611477000000004,-0.038196557071702913,1.1289486038436363,7.9615428771767744,1.3007397307252146,10.355895138282492,37447.164000000004,0.0006710111028973,0.0039015029999999997,0.033641189421739694,0.16871413547214167,0.6812694501055908,0.11637269592432299,5585.906019156306,2738.9224447942343,6.7235866,0.2686536599999999,2.162933300000001,3.7298203000000014,0.26865262,-0.05673032838511921,0.5446022551047427,8.051010142383591,1.2746663880054845,10.262352018025812,110860.48000000007,0.0028369422035878994,0.011555822,0.07163228123177004,0.5047476343193662,0.39297253237641466,0.03064368350429438,3169.90734558938,2784.8174919348558,6.317639999999998
4,1800,1,0.16365215554818027,1.2581775980027363,2.3116978504695185,0.16248004887462927,-0.016170681321822238,1.2223109237789682,6.99433034899744,1.3148492742355482,9.253094881081468,48392.76327293104,0.0018917547708430448,0.0049063587210386155,0.023230788147110153,0.06379676315774564,0.8102744894835316,0.11396859835948742,6308.552233635115,2259.126575274894,6.258081498008646,0.6429257036490263,3.689758011460376,7.0354180956739905,0.6428134926387722,0.005790110632308667,0.24684622003238946,5.634239408403121,1.2659325210679353,7.1343694975671825,758842.716024638,0.14676142742841433,0.07903688360910466,0.05747550045320951,0.842299886722523,0.07412245022709466,0.01253244357866045,1364.6741230204375,1645.6092439827942,5.0184887570973356,0.20341029363257182,1.4851357153558513,2.868888821643917,0.20340652065203985,-0.017766358308644224,0.5833140725681094,7.423237411886495,1.288577100343492,9.515554750351052,72050.88703106367,0.00115765275099415,0.007504336726403358,0.0171217456018822,0.3472170167560889,0.5555876749080498,0.09947888026689027,4630.671444509454,2965.8224797239286,6.451295374345655,0.40881055622517587,2.769771906600174,4.945730215120987,0.408813234753973,-0.08579932971046317,0.36639944517968165,6.687870149725548,1.2704268101106408,8.505152302251002,301598.88278588885,0.02476647936870364,0.031417986254350015,0.040236612001402015,0.6224195994331595,0.26634092551792865,0.0167038560147513,2311.757903035466,2264.2505321684325,6.038209975283764
5,2400,1,0.14855048,0.8529663,1.7004013,0.14740914,-0.0078142387583748,1.2808522291862978,5.741928973362434,1.3194302220428562,7.576074620328906,33895.29,0.000623728047023,0.003478766,0.0071879903999339,0.0054425262393242,0.8566772407706188,0.1306892906251681,6903.639482901808,1979.3611335756784,6.0159817,0.42087832,2.3834229,4.617119,0.4207358,-0.015826961132837,0.2112470889334123,5.66297367437873,1.264051342077022,7.158289473262285,272084.8,0.0066285259024625,0.028335102,0.0382175356928122,0.8251911020086243,0.124301707785603,0.0122884301388247,1699.078466658035,1961.664750840585,4.972316,0.1561399,1.2431145,2.3903847,0.15611477,-0.0381965570717029,1.1289486038436358,7.961542877176777,1.3007397307252146,10.355895138282497,37447.164,0.0006710111028973,0.003901503,0.0336411894217397,0.1687141354721417,0.681269450105591,0.116372695924323,5585.906019156305,2738.922444794236,6.7235866,0.26865366,2.1629333,3.7298203,0.26865262,-0.0567303283851192,0.5446022551047429,8.05101014238359,1.2746663880054845,10.262352018025808,110860.48,0.0028369422035879,0.011555822,0.0716322812317701,0.5047476343193661,0.3929725323764146,0.0306436835042944,3169.9073455893795,2784.8174919348567,6.31764
6,3000,1,0.1484626,0.8631706,1.719284,0.14739284,-0.0107309533075915,1.2091099440766246,5.814061327516082,1.3170024763186976,7.657133165859031,33855.195,0.0005874000316298,0.0034260997,0.0014513485920079,0.0044640715241473,0.8547442040603301,0.1393366938576464,6971.523600863039,1960.9800454653976,5.978644,0.43933797,2.3563385,4.676914,0.43921658,-0.0080123262946988,0.2173536671642462,5.363384610864014,1.2647569198643114,6.783377800499459,296475.4,0.0080977044774797,0.030838963,0.0366860762640111,0.8364332962493584,0.1147969183382839,0.0120824161979906,1639.7328943571324,1899.4196317365183,4.9524302,0.1616901,1.3489723,2.5180817,0.16166282,-0.0333285453881898,0.8698589148259179,8.342949333175076,1.2911592416368625,10.77207613410372,40156.707,0.0005945420117369,0.0041797976,0.039298228932581,0.1925258969328651,0.6496649358681895,0.1185078464657667,5402.167002073164,2862.4672039986444,6.7301064,0.28077766,2.2047043,3.7398338,0.28077665,-0.058587018455246,0.4474522960512459,7.852135604957953,1.2712187209084425,9.981781780169836,121092.24,0.0027809742058144,0.012610499,0.0766811886128838,0.5292402672466388,0.3624966581251373,0.0315773255162021,2992.918566708464,2768.761123510784,6.270847
7,3600,1,0.14877267,0.91342926,1.7947197,0.14763871,-0.0033619675400301,1.260909719586885,6.139765113318002,1.318090177792498,8.092764089871899,33996.758,0.0006176986367698,0.0034834333,0.0041932916069839,0.0045128035941904,0.8536018956416027,0.1376886107647172,6947.897533423134,1989.7762845672971,5.985859,0.44888696,2.3488998,4.5913696,0.44876045,-0.0171999314793851,0.258506406291537,5.2327201427409005,1.267022941535351,6.629976467501628,309503.25,0.010495890013284,0.032219935,0.0373836364722106,0.8375982327352808,0.1127106073715046,0.012305680685637,1632.6120756622036,1889.6307088535264,5.075171,0.16827849,1.2722015,2.29187,0.16825087,-0.0313544624636512,0.7620303160768307,7.560096194245012,1.286555542431655,9.726483660080184,43495.906,0.0006110639015545,0.004529332,0.0405963583681006,0.210377417559955,0.6287434459710843,0.1202801787109478,5292.725132655318,2921.4203363712136,6.741862,0.2909368,2.1298409,3.71027,0.29093555,-0.0561062022367762,0.4100677879866166,7.320630688550868,1.270722434790845,9.302489652791913,130013.53,0.0029379897324675,0.013547576,0.0733762665019646,0.5431943919961463,0.3467369245297608,0.0366877164868988,2960.648357044848,2790.5972955024763,6.327636
8,4200,1,0.15076317,1.0672569,1.9788742,0.14970876,-0.0253397367307405,1.261329811316716,7.079029547140629,1.318601166842676,9.334416621035327,34912.562,0.0006516429334282,0.0034668872,0.0027113139803673,0.0044177240200547,0.8561633993979252,0.1367040409562136,6961.130702286054,1962.5101536757368,5.978223,0.44949338,2.5502205,4.9185753,0.4493698,0.0011784856448064,0.2602407492183478,5.673544065475217,1.265860505102011,7.181915356456954,310340.06,0.010623521330865,0.032304067,0.0373455388392159,0.8360285816924896,0.1133474790017033,0.0132756579927268,1637.9144640695852,1910.811813195166,5.041615,0.16831055,1.3501167,2.4550438,0.16826825,-0.0250347282422454,0.8108352114379445,8.021580982198671,1.2880243621289345,10.331991727923423,43512.49,0.0006506957738752,0.004531616,0.0425921467262103,0.2117281089091696,0.633822020991151,0.1118549101434694,5246.537137669967,2918.912189206072,6.724209,0.29225662,2.0763397,3.7517548,0.29225287,-0.0532254238213614,0.4345617526381358,7.104508690890548,1.2707240058525142,9.027869743333328,131195.81,0.0031703627003496,0.0136687895,0.0774362799993577,0.5468426901439448,0.3433051701722935,0.0324108176234099,2897.7425851914136,2759.890989134615,6.2758393
9,4800,1,0.14796638,0.90465546,1.7997742,0.14688158,-0.0101739991534358,1.301229913499216,6.113925519120287,1.3208813958222638,8.075770473703543,33629.266,0.0006237438715633,0.0034500945,0.0013945362975485,0.0045531526990739,0.8547000434759902,0.1393488498718421,6981.841806107882,1959.347582153278,5.9754996,0.44813612,2.3838997,4.527569,0.44801614,-0.0036931622977998,0.1828493092620813,5.319588350101348,1.262561039644023,6.716304997797177,308468.72,0.0073745092856826,0.032139927,0.0354539863003683,0.8365031406303118,0.1150801026125203,0.0129604223733075,1644.0130060888052,1903.865892772548,5.009197,0.17005546,1.3087273,2.4166107,0.1700232,-0.0221812815553775,0.7597871128244589,7.695884826661254,1.2858519240197217,9.895768311454749,44419.37,0.0006354103501731,0.004622975,0.0419517971883403,0.2133935156934891,0.6302794495241762,0.1143725932774973,5233.821527577064,2923.0870724559445,6.7293515,0.29473412,2.3852348,4.2922974,0.29473096,-0.0378686228427957,0.3868762098555494,8.092835772694613,1.2690849034879197,10.270495705568573,133429.56,0.0029194005583344,0.013897959,0.0746379956951741,0.5572849501234767,0.3363030579769036,0.0317697785985415,2858.777703204665,2741.364142704705,6.2313943
10,5400,1,0.15579918,0.95825195,1.9013405,0.1547292,-0.0195176727165556,0.937669666451042,6.15055837561446,1.3012281356229372,8.003279608192214,37283.92,0.0005524723406924,0.0038218966,0.0019384819052997,0.0057585907647844,0.8251723536443405,0.1671025099226673,7095.450710725445,2159.4556643988053,5.8762183,0.27199855,1.6659737,3.2830238,0.27180797,-0.0109617088937473,0.1542131189615929,6.1249357246823255,1.2606032755643015,7.721114037183734,113638.22,0.0008440879585371,0.011818279,0.0923101306642733,0.5996253677649381,0.272594264810525,0.0354655133865141,2595.183104323792,2905.15793887904,6.0488577,0.16020443,1.2432098,2.3223877,0.16017294,-0.0080026917340807,0.6096948330243848,7.7601466709501725,1.2809859474515346,9.94063883571203,39422.145,0.0004016155776335,0.0041014403,0.0941671455765652,0.1261929515156837,0.6959612731415324,0.0836750815211818,5476.759315710284,2878.6535771239114,6.5110626,0.22351994,1.3309479,2.6026726,0.2235193,-0.0169584753029703,0.3625243221010801,5.954492912686543,1.2713146423297987,7.570034027581283,76740.35,0.0009049033757942,0.007996168,0.2138180598673643,0.2754697570766934,0.4670390247522683,0.0436694238235963,3707.1109357466503,3110.437765219533,6.501468
