file_idx,time_sec,bearing_id,ch1_rms,ch1_peak,ch1_p2p,ch1_std,ch1_skewness,ch1_kurtosis,ch1_crest_f,ch1_shape_f,ch1_impulse_f,ch1_energy,ch1_kurt_rms,ch1_total_power,ch1_low_band,ch1_mid_band,ch1_high_band,ch1_bhigh_band,ch1_mean_freq,ch1_freq_std,ch1_spectral_entropy,ch2_rms,ch2_peak,ch2_p2p,ch2_std,ch2_skewness,ch2_kurtosis,ch2_crest_f,ch2_shape_f,ch2_impulse_f,ch2_energy,ch2_kurt_rms,ch2_total_power,ch2_low_band,ch2_mid_band,ch2_high_band,ch2_bhigh_band,ch2_mean_freq,ch2_freq_std,ch2_spectral_entropy,ch3_rms,ch3_peak,ch3_p2p,ch3_std,ch3_skewness,ch3_kurtosis,ch3_crest_f,ch3_shape_f,ch3_impulse_f,ch3_energy,ch3_kurt_rms,ch3_total_power,ch3_low_band,ch3_mid_band,ch3_high_band,ch3_bhigh_band,ch3_mean_freq,ch3_freq_std,ch3_spectral_entropy,ch4_rms,ch4_peak,ch4_p2p,ch4_std,ch4_skewness,ch4_kurtosis,ch4_crest_f,ch4_shape_f,ch4_impulse_f,ch4_energy,ch4_kurt_rms,ch4_total_power,ch4_low_band,ch4_mid_band,ch4_high_band,ch4_bhigh_band,ch4_mean_freq,ch4_freq_std,ch4_spectral_entropy
1,0,3,0.1890342642649826,1.0947109541634101,2.124998060055999,0.18839739212943357,-0.006780532813236734,0.41345938732074666,5.793514221875032,1.2733776302913422,7.37729203801642,54871.28861691029,0.0005270281242256237,0.0056748701138743226,0.012532873228251345,0.0971175120576306,0.7965635063942323,0.09385829381419417,5747.01749856403,2486.66461461119,6.666951735037606,0.1379120629425377,0.859810938190474,1.692911374418325,0.13770428233235227,-0.003654617049264033,1.4001620988160766,6.226418021405093,1.3204548336390345,8.221379591187139,29348.133396257206,0.0004845944289326171,0.003042863212976846,0.04277132670860685,0.10059409059020391,0.7782637165922038,0.06941681081257954,5949.008144713607,2394.671582514861,6.273589786931128,0.1536455638751896,0.8908511066113732,1.7444047059289356,0.15320483170192017,-0.005818956829118659,0.5038012952315887,5.787124865043071,1.2767832727159771,7.375511074596795,36306.60280839636,0.00025055814894984574,0.003758810843530075,0.043380137767641394,0.1899039097338074,0.6027096885612879,0.16584209291780713,5592.313656524954,3091.5034561126145,6.803737600187297,0.279071349649705,1.4947538100561586,2.861529702609936,0.2790149421049459,0.0002796987886136573,0.1155706273951295,5.083730058511309,1.2590988464459703,6.448615300360521,119621.99977810039,0.000635554085424507,0.01245457387712674,0.05681977130983722,0.45013584636485293,0.43428011059974847,0.06495121850435877,3489.2472787956613,2945.2920067973355,6.394978106535975
2,600,3,0.189029633008596,1.0947015929460115,2.124983887134765,0.18839280823409327,-0.00678049479369878,0.41345939895784733,5.793436117371301,1.2733777539282014,7.377205638846054,54870.06035428621,0.0005270281234347497,0.00567474274392821,0.012526978050028864,0.09711570494914622,0.7965626343298937,0.09384260524115103,5746.8413241532235,2486.6642817143047,6.667219091624451,0.1379398964138782,0.8599765796551496,1.6931949146018483,0.13773229030619444,-0.00365467917847057,1.4001820206933393,6.228488729061724,1.3204702556916574,8.222333939088173,29349.372929754714,0.0004845944289226412,0.0030429860009393633,0.04282273255128244,0.0976501935349597,0.7787742576433057,0.06959759496374361,5964.993008694831,2394.49278598219,6.271887909431412,0.1536584853426554,0.8909418890446111,1.7456116041988536,0.1532192695548537,-0.005907717884131722,0.5030015826309997,5.7882485277505635,1.2767074921803283,7.378060538752632,36310.377231923965,0.0002504943359316509,0.0037592260200954523,0.04334319285471594,0.18985881709212218,0.6026601430905599,0.1663816085754991,5595.726660449689,3091.5651543076947,6.803974646145368,0.2790703458753537,1.4887653155761909,2.8576174797613354,0.2790141526544132,0.000251782589918337,0.1143505727476084,5.113026938703655,1.2590468446599161,6.4838849321845915,119621.44897279803,0.0006344533516331525,0.012454422494385086,0.05662196007439025,0.4502724602496147,0.4338128416541943,0.06519098098345905,3492.16322845931,2944.8092751312174,6.3945585817548976
3,1200,3,0.1890285074052755,1.0947082547907103,2.1249895501457075,0.18839175391264426,-0.006780545466077113,0.41345937308728004,5.793501115567921,1.2733775993008731,7.377277306730205,54869.7598556366,0.0005270281220260874,0.005674711355099036,0.012530390398612035,0.09711603248320434,0.796566300579218,0.09384047284375978,5746.830611557091,2486.6647934964085,6.667242388105126,0.13793637145717688,0.8598387407293859,1.69299794670501,0.1377288100982757,-0.003654845817271086,1.400181818371025,6.2263849051135285,1.320474130836404,8.22135145780349,29349.212452291715,0.0004845944289258335,0.003042970666422559,0.04287636973881454,0.09811075339923413,0.7787264444080748,0.06957885767211293,5963.229868870378,2394.730692457461,6.271075790355985,0.1536671254171891,0.8909884094266023,1.7450706969213523,0.15322832894845767,-0.00581826572294283,0.5054023617273727,5.788773051335433,1.276728165000495,7.37927726045488,36312.92032466541,0.00025040320526617256,0.0037595059075846166,0.04331188758455377,0.1897278803750632,0.602544233256493,0.16679372057823993,5600.025630053588,3091.672853396054,6.804116345803094,0.27907013602882447,1.476788307295041,2.8430265773942,0.2790139857194811,0.0002497015532551104,0.11526801151081849,5.2648919295151435,1.2590658493912388,6.6872286131315,119621.33238989401,0.0006318535262417237,0.01245438805790712,0.056489555253224556,0.45023461565643397,0.4337627000778542,0.0652599746034893,3492.8189318063964,2944.67320663636,6.394675294134494
4,1800,3,0.18910409290519295,1.0960936718473246,2.1259602602145873,0.18846878878207368,-0.006838177602186046,0.41377665735625196,5.796212635432707,1.273384576319567,7.3807744936329,54899.93894912428,0.0005282945712729057,0.005677927132524596,0.012604301947906274,0.09711464226224449,0.7967112951694637,0.09368204259354404,5743.790037770835,2486.6725413864588,6.666375880308872,0.1372431901185626,0.8545798943724905,1.683805951496295,0.13703515016203913,-0.0035632948094390243,1.4328601092916642,6.205562367685867,1.3222319323521368,8.213377745409174,29039.026865500313,0.00048576914267818496,0.0030085809062785017,0.040447926828273154,0.09885047520008543,0.7875420668184168,0.06988273751766293,5974.197781426271,2290.1692996455336,6.25958587160223,0.15346242946039243,0.8905957338306295,1.7402775412263476,0.15301484325319886,-0.006030664735474936,0.5179686916289872,5.791196509402493,1.2771159854951633,7.385973490749616,36220.24353836429,0.0002520660949891029,0.0037492725620930727,0.0429661510800505,0.18812264913166032,0.6040321386651963,0.16426388741164305,5651.842319756624,3086.6467238773926,6.8077190612726195,0.2790669862002732,1.48604476256689,2.8496951450709673,0.27901151415533004,0.00043561547004085366,0.10365477660556624,5.188700665741024,1.25835227977942,6.526916407324143,119619.46663981942,0.0006384253734186275,0.012453851321688443,0.055423844723664496,0.4507834867349481,0.43088483594656174,0.06529238111398154,3516.4244103380347,2938.5966658249586,6.394242447714388
5,2400,3,0.18907667672110234,1.0961860324412902,2.1260191489741227,0.18844081508201715,-0.006832141889797876,0.41382231722541024,5.797504778393989,1.2733854297645915,7.38234556580225,54893.81039908433,0.0005282947860200406,0.0056772587878120015,0.012659734177747356,0.09711514842977988,0.7967188171236046,0.0936888856395667,5743.820824538327,2486.6716183825956,6.665922207610305,0.13691584665584972,0.8541342223428481,1.6829187107713899,0.13670756080242633,-0.0035620400567238247,1.4305573823834907,6.208959434419347,1.3219339952128424,8.214016794914507,29026.960067072803,0.00048576914271176324,0.0030061251629775,0.03911506576783367,0.11296863306259415,0.7823176098424351,0.06837155277891353,5902.985907982447,2336.2994416593806,6.258588228225635,0.15353438917093049,0.8903469347923805,1.7411938250396206,0.1530904608145958,-0.006021354604283297,0.49740330982316217,5.788502310431305,1.276390363000858,7.378222663731556,36243.86481888177,0.0002522091068273433,0.0037519049217399564,0.04318804316796705,0.18812781468500317,0.6033587154579193,0.16637958778130396,5649.282922665544,3088.2629401431627,6.805589521344223,0.27906550841475647,1.4742570625838545,2.838107508498252,0.2790103537222002,0.0004973373358220453,0.10388721348956276,5.1608354073034315,1.2583677568339677,6.494167517975963,119618.70556847929,0.0006383880320088132,0.01245363143231011,0.05532099481493203,0.4503138951663158,0.4319914487131893,0.06511600473085827,3512.4215815792436,2939.738991613129,6.392964785574628
6,3000,3,0.1890801767112967,1.0960004562204324,2.126013042712192,0.18844428408768737,-0.006807737545835136,0.4138143009684788,5.796220413172854,1.273385349268997,7.380844366914913,54894.607465046436,0.0005282946252613982,0.005677349845303974,0.012844031606548477,0.09711425063093747,0.7966893913069477,0.09370591201271919,5743.817965667265,2486.670389248362,6.66696156258342,0.13691861060629007,0.8541393107266068,1.6829414727814085,0.13671031317688806,-0.0035622313858493663,1.4305975667452093,6.209039212001423,1.3219447806255458,8.214013579121534,29027.02598353223,0.0004857691427097994,0.0030061384686464517,0.039439753561236884,0.11287660826388435,0.782435819963775,0.06847949190674,5905.2909172890995,2326.5191479386244,6.2585437013216065,0.15360184428057783,0.890332029858436,1.7399240773925952,0.1531606255077216,-0.006024040609733797,0.4837715425760287,5.78748662532068,1.2757983877024035,7.375175841540022,36266.704464108174,0.00025213727095961156,0.0037543736881120626,0.043028436523734434,0.18795660614354898,0.6028061432468783,0.16704862300143586,5652.072162543636,3089.2507359489537,6.8043568091818605,0.27906451195872095,1.4679568879190887,2.8308953038359315,0.27900957234349716,0.0004592021780912512,0.1040184343713993,5.150818662462116,1.2583764299945692,6.482703092336313,119618.17272969792,0.0006383630603622189,0.012453483874136438,0.05498875200372233,0.45052857796454077,0.4316555917466148,0.06498919493555914,3512.719861558659,2938.8367842012117,6.39229363923514
7,3600,3,0.18907737421398163,1.0961507557196755,2.126075444784879,0.1884416595853259,-0.006826356535203109,0.41382054988295336,5.797260928130065,1.2733853541049567,7.382056173254218,54893.96958052193,0.0005282947445454793,0.005677283383996662,0.012887527204858617,0.09711381393135954,0.7966629005440256,0.09372626263397593,5743.796770192704,2486.664290263429,6.666451948128398,0.1374371612863671,0.8548344304520077,1.6842333047604578,0.1372292437706578,-0.0035630454424666444,1.4329940282200688,6.204465452604204,1.3222494044482624,8.213255920162286,29050.23161451186,0.00048576914272380455,0.0030108569346740037,0.03973138403617956,0.09755851057195507,0.7877544228390325,0.06988540207293421,5978.147806349599,2305.5239476048737,6.259549650654424,0.15366596591905288,0.8904529896063322,1.7417512081228295,0.15322618199967303,-0.006015930932306706,0.46970025940375026,5.787392344268652,1.2752809659137758,7.3746921915612145,36289.04066512513,0.00025230327939742674,0.003756820226846184,0.04277708548261769,0.18796894530560068,0.6021029031616943,0.16988409734573517,5645.298864201348,3090.6283431490397,6.802823399300169,0.2790635911843802,1.4444180039888748,2.810256083384407,0.27900884967467016,0.00041315334360663287,0.10414622836290288,5.064549616660418,1.2583790159025794,6.377652545141392,119617.66628531589,0.0006383900205725939,0.012453332057063761,0.05482148688483283,0.4505476233204826,0.43139335749125735,0.06469068731902854,3510.841531054123,2935.352441245655,6.390855844086152
8,4200,3,0.18907841064436592,1.0960827682719567,2.1259989896350127,0.18844243478332925,-0.006822548371437204,0.41381440907545086,5.79679705794407,1.2733853307885923,7.3815143396867615,54894.205811195265,0.0005282945116741083,0.005677302025786587,0.012604265408108427,0.09711414242585331,0.7966374182461868,0.09375293509050141,5743.764249137138,2486.6584188044403,6.665912190050228,0.13743199623497482,0.8547060511756227,1.684069859452848,0.1372240548630514,-0.0035637335869515108,1.4330115358443813,6.199775025973855,1.3222523994345468,8.212805631886686,29049.894155296097,0.00048576914276331906,0.0030107898651180265,0.039955796169257894,0.09784610333025442,0.7877388941021175,0.0698625144212149,5977.998282602046,2304.055239085484,6.259492849495826,0.1536994627564998,0.8904707610263188,1.7410633167199685,0.15326129663420548,-0.00601564995570772,0.466109417184703,5.7870740001135275,1.2749517334379654,7.373681339490274,36300.95134450844,0.0002521227062505211,0.0037581456472939334,0.04273216664409477,0.18799507765342718,0.6018998624989473,0.17085920310699038,5642.904921306871,3091.147430008472,6.802676486851187,0.2790638257954945,1.460725391578396,2.8224852483729563,0.2790090335455218,0.0003464898111059234,0.10425422108497043,5.131510898593402,1.2583862148021272,6.460034909694045,119617.79660946093,0.0006386959809263754,0.012453368423292865,0.055022221260732494,0.4505806969834957,0.4308962572314248,0.06456953258623101,3511.0009532701993,2932.1721803392898,6.389101510767984
9,4800,3,0.1890716651670194,1.0946975754746233,2.1248590225355195,0.1884355992373833,-0.006693190291490202,0.41351481917385674,5.788106636573192,1.273383023401186,7.371125033278191,54892.66162030195,0.0005282787371291963,0.005677138730836599,0.012791027957891018,0.09711354581566384,0.7966472754164552,0.09373327245380923,5743.7733084211895,2486.6649007244587,6.668777188508128,0.13746934277312756,0.8564142851829993,1.6871269367805204,0.13726142292278198,-0.0035570999546686456,1.432112069698943,6.261304972110508,1.3222093162071442,8.218768475719067,29052.382390719566,0.00048576914045037593,0.0030112836360168074,0.03983861061571155,0.09806080561339181,0.7877533596700536,0.06945781245389358,5975.4312624565155,2293.6078701103065,6.259363201710459,0.15369346859433997,0.8903681457431485,1.7411204141098162,0.1532551862654633,-0.006025495348192588,0.46494963232210723,5.786535339433786,1.2750271391432306,7.372245833616114,36298.80771759401,0.00025231422947851904,0.003757904482632937,0.0425844935572215,0.18792097034451868,0.6019513270818361,0.17023412979036395,5645.545977173084,3090.611348601405,6.802354522510747,0.2790634075644028,1.4621223932407061,2.8238585249008215,0.2790087057305224,0.0004133093870527047,0.1040629847688718,5.145377934508906,1.258374035265623,6.475845263056232,119617.56367383295,0.0006381433480398784,0.01245330472518896,0.05484733182062036,0.45072009818721537,0.4308536211731742,0.06464908751386617,3512.079881702754,2933.9774052073785,6.389905559124454
10,5400,3,0.18915031881530467,1.096307896827428,2.126196652027351,0.18851625741356398,-0.006877861029508711,0.4137255205474303,5.796443131389691,1.2733835813328478,7.380966504148631,54909.67502880828,0.0005282958952010585,0.005678992327205127,0.01224406247206688,0.09711659800841205,0.7966114347363922,0.09383287101070881,5743.53820361853,2486.6565647222715,6.663265790687997,0.13718103643098012,0.8547318439838094,1.683912551448035,0.13697304649170403,-0.0035638431315095226,1.4328367165370504,6.219171239294794,1.3222298188880193,8.214684534083956,29036.074834731426,0.0004857691427103447,0.003007978035161404,0.04041249619076154,0.10109459157978665,0.7868211044411962,0.06951381828359154,5965.764148452026,2275.297411407136,6.258618102805526,0.15367830892457224,0.8908944074177219,1.7450737590368348,0.15323964850026106,-0.006041248823709684,0.46678273388175207,5.7898925443829174,1.2750843368122027,7.381422447727887,36293.410194246535,0.00025237332876685013,0.003757348332539346,0.04499102011140637,0.18842231304892734,0.6032754392610958,0.16701395643186906,5640.6883736441305,3089.2511676908193,6.807192335879786,0.2790712383746107,1.4829220766227147,2.858004964018212,0.27901485244988783,0.0003257214632538067,0.10261793135110946,5.078248952896681,1.2583068950280452,6.3871826351688625,119621.46229138192,0.0006385524381274034,0.012454424968570296,0.0568833745585411,0.4495787742474647,0.4313524330531882,0.06463122693927957,3503.140954512684,2924.015519679956,6.3803659897265215
