HI,regime
0.0010279045538109399,0
0.0010279045538109399,0
0.0010279045538109399,0
0.0011287723350551816,0
0.0014858900213306455,1
0.002075083327156263,1
0.0026053573023993187,1
0.002819135313314721,1
0.004120375136511063,1
0.005366955022856119,1
0.006506530734108319,0
0.007765647645274987,0
0.01025711853608002,0
0.010533314946193544,0
0.010282512392538894,0
0.01025229323751429,0
0.010663122326336259,1
0.011497396369147726,1
0.01249113867943973,1
0.013238502680194565,1
0.016904305565015463,1
0.02078159064156395,1
0.0249629313333894,0
0.02923913480062582,0
0.03367439948100967,0
0.03396029936232541,0
0.03334568324712052,0
0.03251103983320062,0
0.031709491931948164,1
0.03075773145400371,1
0.029754120845097654,1
0.029811463155488827,1
0.03335914374728898,1
0.036648737247700416,1
0.03928538503879352,0
0.041239796984519586,0
0.042720600609782104,0
0.04287095057995743,0
0.04157006262268754,0
0.040655613520835375,0
0.040038348531017655,1
0.03996392066659136,1
0.040399310121004624,1
0.04062081055106197,1
0.0420191315677607,1
0.04341728950587927,1
0.04462803130747124,0
0.04526677615237274,0
0.04532384334703029,0
0.0452277989040106,0
0.045415068361158224,0
0.04547126026361424,0
0.045569691150997155,1
0.04577907925309859,1
0.046362612145651474,1
0.0465106328038725,1
0.04706146823294668,1
0.04809531391975891,1
0.04907775266932847,1
0.04989425668154583,0
0.05053847984834447,0
0.05228575444058376,0
0.05262990213638692,0
0.05288925552520396,0
0.05356519432560033,0
0.05536026198272262,1
0.058508213016036946,1
0.06350195031724248,1
0.06510790382024118,1
0.06995299096771984,1
0.07523906302330312,1
0.08025198093244938,0
0.08479591257830613,0
0.08832159346141048,0
0.09081079172456555,0
0.09789374426247242,0
0.10610749227108923,0
0.11583782840026256,1
0.12682391240605917,1
0.13842104847419084,1
0.14040240217337477,1
0.14281973309807883,1
0.1435731519463274,1
0.14281618438015178,0
0.14080587865045888,0
0.13714052736943505,0
0.1321206980415751,0
0.13631979253508847,0
0.13925967421218172,0
