run,file_idx,time_sec,rul_sec,torque,rpm,temp_front,temp_rear,is_startup,CH1_RMS,CH1_Kurt,CH1_P2P,CH1_CrestF,CH1_Std,CH1_BPFI,CH1_BPFO,CH1_BSF,CH2_RMS,CH2_Kurt,CH2_P2P,CH2_CrestF,CH2_Std,CH2_BPFI,CH2_BPFO,CH2_BSF,CH3_RMS,CH3_Kurt,CH3_P2P,CH3_CrestF,CH3_Std,CH3_BPFI,CH3_BPFO,CH3_BSF,CH4_RMS,CH4_Kurt,CH4_P2P,CH4_CrestF,CH4_Std,CH4_BPFI,CH4_BPFO,CH4_BSF,CH1_RMS_norm,CH1_P2P_norm,CH1_Std_norm,CH1_BPFI_norm,CH1_BPFO_norm,CH1_BSF_norm,CH2_RMS_norm,CH2_P2P_norm,CH2_Std_norm,CH2_BPFI_norm,CH2_BPFO_norm,CH2_BSF_norm,CH3_RMS_norm,CH3_P2P_norm,CH3_Std_norm,CH3_BPFI_norm,CH3_BPFO_norm,CH3_BSF_norm,CH4_RMS_norm,CH4_P2P_norm,CH4_Std_norm,CH4_BPFI_norm,CH4_BPFO_norm,CH4_BSF_norm
Train1,0,0,75251,-4.531,498.0,10.279,10.389,True,0.15052731335163116,4.113484127015909,1.9044876098632812,6.355830399878898,0.1493617594242096,0.0005341120443629781,0.0004980835062946792,0.0005609935563743573,0.19604431092739105,3.3330545114200394,2.2796630859375,5.830205746854778,0.1957537680864334,0.000552784930550308,0.0004907019167551272,0.0005763388379004243,0.12516488134860992,4.096688230916269,1.6874313354492188,7.253615706172516,0.12514141201972961,0.00045665970683143685,0.0004359163954283856,0.00045306416222710353,0.1706651896238327,3.8312475419363765,2.0404815673828125,5.9802602725345855,0.1706652045249939,0.0006870981933472696,0.0004997737618524849,0.0005719062961882364,0.5477770511986836,6.930533627065711,0.5435355372889482,0.001943662675938421,0.0018125528733210713,0.0020414859550064368,0.7134158721960637,8.295817517344956,0.7123585710516868,0.002011614320761645,0.00178569086893726,0.002097328266125926,0.4554817866084746,6.140654080986514,0.4553963804487457,0.0016618094220883079,0.001586323387697219,0.0016487250404105844,0.6210598743367142,7.4254230087480195,0.6210599285628473,0.0025003875632623306,0.0018187038049002732,0.0020811980066111923
Train1,1,600,74651,-2.997,740.0,14.166,14.19,False,0.15066565573215485,4.133366533319825,1.8996238708496094,6.484817873083467,0.14937634766101837,0.0005381562635441135,0.0005282676331927897,0.0005078748362321094,0.1987696886062622,3.329538295707152,2.276134490966797,6.018468262853095,0.19850093126296997,0.0004999976512592527,0.0005509682952138541,0.0005588423625759299,0.12615692615509033,4.091687186449244,1.6396522521972656,6.592577963645475,0.12614589929580688,0.00045146097401150084,0.000480463110510505,0.0009008776970819819,0.17217861115932465,3.814291159072797,2.054119110107422,6.058412019097096,0.17217829823493958,0.0005606556074474498,0.0005492219157809713,0.0010128318142951008,0.24831218786371076,3.130771622746989,0.24618727819920574,0.0008869357688971931,0.0008706383092964603,0.0008370289242952159,0.32759248296475424,3.751299077268055,0.32714954377205613,0.0008240465294334798,0.0009080512885518391,0.0009210285452767505,0.20791933102140583,2.7023121898633957,0.2079011576457906,0.0007440531927937756,0.0007918516371824044,0.0014847372539746409,0.2837677069305883,3.385395350286028,0.28376719119965865,0.0009240169556015307,0.0009051730792100217,0.0016692489242053166
Train1,2,1200,74051,-2.774,740.0,16.962,16.657,False,0.14839254319667816,4.14258472790446,1.8917083740234375,6.806517677646102,0.1471731960773468,0.00045519332229282053,0.0005305723834350942,0.0007509006750597454,0.2018561214208603,3.302366740513085,2.2545814514160156,5.728486708738235,0.20162339508533478,0.0004919318283630429,0.0005507433942081587,0.0008254686678611483,0.12521202862262726,4.083501821472089,1.6132354736328125,6.8357865325176785,0.12519992887973785,0.0005925269676454934,0.00043224273543804217,0.0015524015262455958,0.17110246419906616,3.8024152323235207,2.248668670654297,6.945391296552517,0.17110244929790497,0.00076866226579305,0.0005819087681839067,0.0017417618368409612,0.2445658692737059,3.1177260860891245,0.24255626230989494,0.0007502044789850456,0.0008744367700164233,0.0012375600038796975,0.3326792353580778,3.7157774955249545,0.33229567889813333,0.0008107532402592064,0.0009076806290242539,0.0013604555725289906,0.20636204464148897,2.658774675957029,0.2063421030455436,0.0009765441698661918,0.0007123795984110856,0.0025585141985529423,0.2819941082636186,3.70603263681667,0.2819940837050029,0.0012668328957905607,0.0009590443068306032,0.002870599078083002
Train1,3,1800,73451,-2.878,740.0,18.872,18.671,False,0.15041300654411316,4.200076135748639,1.8713951110839844,6.421528096817575,0.14920295774936676,0.000500874765409065,0.0005582625886460513,0.0005490350220826248,0.3687334656715393,3.2130745654223163,3.8842201232910156,5.38633543262783,0.3685700595378876,0.0013633827768428693,0.004279820822169712,0.0010763856216959042,0.14756862819194794,4.182881847067809,2.4054527282714844,8.17968966071255,0.1475488692522049,0.0009669964785234557,0.0026155325681092747,0.001385230802674286,0.25014230608940125,3.57131413618333,3.3011436462402344,7.788992829201128,0.25013986229896545,0.0011162126216469957,0.0025051155448557556,0.0013604954509063602,0.2478957965345803,3.0842477811719546,0.24590151414696382,0.0008254921019661698,0.0009200730193986403,0.0009048650595561143,0.6077099200513258,6.40158629564045,0.6074406102716005,0.0022469922462979896,0.0070535761242555015,0.0017739920050758324,0.24320797429462715,3.964428567726658,0.24317540957021389,0.001593707670615591,0.0043106613199931495,0.0022829999951664275,0.41225973497739266,5.440617486891261,0.41225570736441847,0.0018396309155882884,0.0041286829355481796,0.002242233642109887
Train1,4,2400,72851,-11.87,984.0,46.819,43.413,False,0.14855048060417175,4.280852229186298,1.7004013061523438,5.741928973362434,0.14740914106369019,0.0005663960582837555,0.0006529725709655813,0.0006122797400374083,0.4208783209323883,3.2112470889334124,4.617118835449219,5.66297367437873,0.42073580622673035,0.001832855717155188,0.0034523921534649004,0.025614703016051715,0.15613989531993866,4.128948603843636,2.3903846740722656,7.961542877176777,0.15611477196216583,0.0013852104537776162,0.001758869831134661,0.010913089343748624,0.26865366101264954,3.544602255104743,3.7298202514648438,8.05101014238359,0.26865261793136597,0.0012831160135042964,0.0020003705822251123,0.016038638365690493,0.13846215114629076,1.5849240049863837,0.1373983220201872,0.0005279310865356181,0.0006086280330275777,0.0005706987252015017,0.3922957196107574,4.303562017802063,0.3921628833342598,0.0017083831994748715,0.003217934012903495,0.023875162612407602,0.1455361551024711,2.2280493653944875,0.14551273791696556,0.0012911383284679322,0.0016394218276152724,0.010171961881519904,0.25040890925325754,3.476521471397503,0.250407937009494,0.0011959773046676268,0.0018645218297386565,0.014949425680340541
Train1,5,3000,72251,-9.962,986.0,70.049,56.742,False,0.14846259355545044,4.209109944076625,1.7192840576171875,5.814061327516082,0.14739283919334412,0.0005088834244501492,0.0005778964569467385,0.0005278690794981733,0.43933796882629395,3.217353667164246,4.676914215087891,5.363384610864014,0.43921658396720886,0.0013995594835929481,0.003664092715406027,0.021254382604322348,0.1616901010274887,3.869858914825918,2.5180816650390625,8.342949333175076,0.16166281700134277,0.0013063418033087315,0.00260299742999912,0.008864808168140063,0.2807776629924774,3.447452296051246,3.7398338317871094,7.852135604957953,0.28077664971351624,0.0012819653818786775,0.0032970786870808386,0.013224647367415137,0.137819421762085,1.5960298752094175,0.13682635728650117,0.0004724019540709043,0.00053646749411669,0.0004900265417722892,0.4078421599118416,4.341629748732252,0.40772947704210893,0.0012992261156907496,0.003401416661438805,0.019730671883646907,0.15009865916116147,2.337562282284749,0.15007333110635168,0.0012126911408724954,0.0024163904998512785,0.008229296730617557,0.26064892327830524,3.4717279540901544,0.2606479826405515,0.0011900622467809735,0.0030607135930698776,0.012276582333204977
Train1,6,3600,71651,-10.649,985.0,87.641,68.904,False,0.14877267181873322,4.260909719586885,1.7947196960449219,6.139765113318002,0.1476387083530426,0.0005655942427399169,0.0004844363850704237,0.0005066465721655161,0.4488869607448578,3.258506406291537,4.59136962890625,5.2327201427409005,0.448760449886322,0.00105347142170902,0.002147220858932764,0.013460286216180258,0.16827848553657532,3.7620303160768307,2.2918701171875,7.560096194245012,0.16825087368488312,0.0006392605621445064,0.0011660922075871383,0.005227605591442615,0.29093679785728455,3.4100677879866166,3.7102699279785156,7.320630688550868,0.29093554615974426,0.0007051371982122209,0.0015412057651745521,0.008334980207397131,0.13838783394729234,1.6694421646255977,0.1373330249835635,0.000526113843281669,0.00045062107976950904,0.0004712809203576977,0.41755312602271893,4.2708764319961094,0.41743544605186444,0.0009799355378474052,0.0019973375489028035,0.01252071251390424,0.15653207560667787,2.1318897975600386,0.15650639115603082,0.0005946380033484566,0.001084695010300142,0.004862700963063592,0.27062842105898854,3.4512804832753536,0.2706272567341886,0.0006559162264367183,0.00143362436731293,0.007753170275120385
Train1,7,4200,71051,-10.733,985.0,110.712,71.759,False,0.15076316893100739,4.261329811316716,1.9788742065429688,7.079029547140629,0.14970876276493073,0.0005047587142303977,0.0005781349557062236,0.0005162567585239935,0.4494933784008026,3.260240749218348,4.918575286865234,5.673544065475217,0.44936978816986084,0.0012084934159886506,0.00436061543221851,0.0248782214282671,0.16831055283546448,3.8108352114379445,2.4550437927246094,8.021580982198671,0.16826824843883514,0.0013291657891930035,0.0025346998562917693,0.008326225445976056,0.292256623506546,3.434561752638136,3.7517547607421875,7.104508690890548,0.29225286841392517,0.0012469146318454946,0.003321210592313172,0.014207881280870598,0.1402393875994415,1.8407420647208221,0.13925858256555862,0.00046952484131947516,0.0005377791718823171,0.00048022028306269715,0.4181172136662873,4.575242023516935,0.4180022504532994,0.0011241364703189715,0.004056229662105654,0.023141637061635943,0.15656190449917246,2.283673396246175,0.15652255309313523,0.0012363855019514524,0.002357769195985916,0.007745026625786291,0.271856118394504,3.489869533788778,0.2718526254201041,0.0011598757547927245,0.0030893788108680704,0.01321612290351018
Train1,8,4800,70451,-10.35,986.0,116.697,80.749,False,0.1479663848876953,4.301229913499216,1.799774169921875,6.113925519120287,0.1468815803527832,0.0004976628664212397,0.0005451909935843501,0.00056914920007152,0.4481361210346222,3.1828493092620813,4.527568817138672,5.3195883501013475,0.44801613688468933,0.0014823607408835455,0.004475389230133576,0.021699475500132574,0.17005546391010284,3.759787112824459,2.4166107177734375,7.695884826661254,0.17002320289611816,0.0011192343621288338,0.0028236760243369923,0.00880131726137689,0.2947341203689575,3.3868762098555494,4.29229736328125,8.092835772694613,0.2947309613227844,0.0012803966097206464,0.003760396383027284,0.014143428953717403,0.1373587859209241,1.6707497118344867,0.13635175020811585,0.000461985789417182,0.0005061066608514278,0.0005283473215151197,0.4160095791983282,4.202990810160145,0.41589819662196104,0.0013760914130540316,0.004154551938545385,0.020143856404150826,0.15786431546354365,2.2433657109943774,0.15783436721741412,0.0010389972915786298,0.002621248811554932,0.008170357439260083,0.27360485271082763,3.984585790072413,0.27360192013430135,0.001188605938720347,0.0034908163914803827,0.01312949715785766
Train1,9,5400,69851,-10.872,984.0,119.911,90.893,False,0.15579918026924133,3.937669666451042,1.9013404846191406,6.15055837561446,0.1547292023897171,0.0005574217519774137,0.0004765796876424757,0.00048626370635356886,0.2719985544681549,3.154213118961593,3.2830238342285156,6.1249357246823255,0.2718079686164856,0.0006373228094880143,0.0008138189402621384,0.0005285176297366525,0.1602044254541397,3.6096948330243848,2.3223876953125,7.7601466709501725,0.1601729393005371,0.000993169451525556,0.0011762856771572003,0.0011871533647451193,0.2235199362039566,3.36252432210108,2.602672576904297,5.954492912686543,0.22351929545402527,0.0011345282520858959,0.0010981151803495762,0.0007339367532787778,0.14521857862169768,1.7722170436014322,0.1442212648582193,0.0005195662414596009,0.0004442143066466212,0.00045324066628561673,0.2535266449975027,3.060067799868551,0.25334900217270095,0.0005940410749087129,0.0007585510370211881,0.0004926250499792769,0.14932465570840311,2.164670183366709,0.14929530783593978,0.0009257215335266195,0.0010964020079863902,0.0011065316514267149,0.20834029661168502,2.4259204161572296,0.20833969937623026,0.0010574804045140386,0.0010235402097603808,0.0006840937925679802
