file_idx,time_sec,bearing_id,ch1_rms,ch1_peak,ch1_p2p,ch1_std,ch1_skewness,ch1_kurtosis,ch1_crest_f,ch1_shape_f,ch1_impulse_f,ch1_energy,ch1_kurt_rms,ch1_total_power,ch1_low_band,ch1_mid_band,ch1_high_band,ch1_bhigh_band,ch1_mean_freq,ch1_freq_std,ch1_spectral_entropy,ch2_rms,ch2_peak,ch2_p2p,ch2_std,ch2_skewness,ch2_kurtosis,ch2_crest_f,ch2_shape_f,ch2_impulse_f,ch2_energy,ch2_kurt_rms,ch2_total_power,ch2_low_band,ch2_mid_band,ch2_high_band,ch2_bhigh_band,ch2_mean_freq,ch2_freq_std,ch2_spectral_entropy,ch3_rms,ch3_peak,ch3_p2p,ch3_std,ch3_skewness,ch3_kurtosis,ch3_crest_f,ch3_shape_f,ch3_impulse_f,ch3_energy,ch3_kurt_rms,ch3_total_power,ch3_low_band,ch3_mid_band,ch3_high_band,ch3_bhigh_band,ch3_mean_freq,ch3_freq_std,ch3_spectral_entropy,ch4_rms,ch4_peak,ch4_p2p,ch4_std,ch4_skewness,ch4_kurtosis,ch4_crest_f,ch4_shape_f,ch4_impulse_f,ch4_energy,ch4_kurt_rms,ch4_total_power,ch4_low_band,ch4_mid_band,ch4_high_band,ch4_bhigh_band,ch4_mean_freq,ch4_freq_std,ch4_spectral_entropy
1,0,4,0.18921405,6.4370155,8.808136,0.1868935,-1.6251671185864298,25.360513573888834,34.0197543851772,1.3962030091743551,47.49848344420791,54991.805,0.0325066022753927,0.0055902996100485,0.0204660963404107,0.0844374738136766,0.6528796940326123,0.2421698336028951,6766.926136310457,2965.487681163293,6.6349310874938965,0.22104174,6.8172455,9.531784,0.22051089,-1.5122128503146364,22.50926498811883,30.84143978694219,1.3652361432523372,42.10584830726463,75048.11,0.0537351503497693,0.0077801407314836,0.0386834907156376,0.3484519286289249,0.4559889511600634,0.156845276640786,4847.954767935975,3541.8612233813155,6.934313774108887,0.20375846,8.574295,12.482262,0.2036521,-5.614652664507659,113.25576234934128,42.08068173744755,1.6579643738772665,69.76827114949815,63770.9,0.1952193821373189,0.006636057049036,0.0451428062968889,0.1415304300787144,0.5278642132459442,0.2854143381033319,6312.722129289285,3296.653793199536,7.2621564865112305,0.23326387,8.904648,13.195896,0.23304473,-3.5285881064324958,64.2586052202145,38.174141643356215,1.5119853789839777,57.71874402026543,83576.88,0.1902484663866915,0.0086879720911383,0.0643719638449811,0.2006824360750286,0.523305007240403,0.2116012314092972,5682.008773587245,3345.0098723250776,7.250585079193115
2,600,4,0.18901981,6.69508,10.20155,0.18676333,-1.7720768794512411,29.10694527659261,35.41998934935839,1.4005922611763637,49.60896297392304,54878.96,0.037155743532707,0.0055879764258861,0.025203734438937,0.086798978041961,0.6467759651938435,0.2411705230396718,6707.659040064061,3009.0862467287325,6.663673400878906,0.22814436,7.052517,10.723877,0.22760734,-1.4835292844711792,22.675057932490635,30.912518976209444,1.362757199623367,42.12625779350802,79948.57,0.0614309699737096,0.0083039607852697,0.0491213608765572,0.3797266189255725,0.4245049240710777,0.1466158786361815,4554.653363574621,3574.2398042086324,6.880198001861572,0.20937224,7.994175,12.902737,0.20927352,-5.327278046334861,108.9752731293444,38.1816379257536,1.6260165979155068,62.08397700317208,67333.23,0.2094133391185905,0.0070238639600574,0.0836172558574206,0.1527156288986907,0.4961718439406792,0.2674449185700597,5940.779970839369,3483.192169778676,7.239674091339111,0.23978466,8.385563,13.632202,0.23957132,-3.37783137134542,62.19360702044992,34.97122363125215,1.492328154832428,52.18854163407637,88314.91,0.2056038840451277,0.0091999340802431,0.1038400602862078,0.2073158898514262,0.4901316554836691,0.1986714334986049,5349.347253434152,3467.370190492838,7.203924179077148
3,1200,4,0.19620077,7.5881004,11.191559,0.1938468,-2.10827342493608,35.76870521339102,38.675181104779625,1.424153721240911,55.079403090318806,59127.926,0.0530036865394184,0.0060153664089739,0.0254270024166771,0.092925613441413,0.631569517264741,0.2500217333654347,6685.550077355486,3050.21587277373,6.73480224609375,0.23532043,8.314896,12.383652,0.23467636,-1.769944931219687,27.982229962267656,35.33435447750691,1.3831966012288743,48.87435902011151,85057.086,0.0858066375549033,0.00880734808743,0.0470429971740481,0.366774320876872,0.42610001054715,0.1600459319221488,4675.3099763654245,3592.8931816872105,6.930930614471436,0.22277386,10.149193,16.074753,0.2226422,-5.78482103554431,120.0800891870362,45.55827415459886,1.682592399290444,76.65600581766243,76228.91,0.295752183373081,0.0079418290406465,0.0729004274796644,0.1556790439739647,0.48880301475855,0.2825591435044662,6014.783544998838,3476.099999601568,7.274118900299072,0.25109774,10.480309,16.49208,0.25083703,-3.8229652775929455,73.33874112648625,41.73796460750659,1.538157307529499,64.19955526269952,96844.91,0.2915443690160068,0.0100719686597585,0.0885156170303992,0.2053327860945049,0.4883653665536557,0.2177370205542761,5492.917101368309,3463.3033929160547,7.257984161376953
4,1800,4,0.21451049,5.1903725,9.067631,0.21248625,-0.9704058779664986,12.529125675054113,24.19635783395473,1.338696872769385,32.391588564875214,70678.66,0.0265286328355659,0.0072129438631236,0.0160387220558642,0.098607821362098,0.7236062153674112,0.1617259466547173,5933.479799732662,2799.655441523053,6.859096527099609,0.3682659,6.126976,10.92453,0.36793062,-0.2774333606725424,2.3523968405143965,16.637370070068386,1.276032604678513,21.229826665567348,208311.97,0.0432669817428565,0.0216556582599878,0.0262651807834104,0.7228274738656539,0.2008334685778328,0.0500648293461313,2406.6662390515,2731.021984922901,5.494108200073242,0.20686878,7.887268,12.291241,0.20680845,-4.671491980268923,87.9345649041425,38.12691294322905,1.5789619205926946,60.20094368740242,65732.65,0.1610421107435051,0.0068221720866858,0.0423710025457152,0.1746286117019318,0.5278260752457784,0.2551226739076555,5959.424753268493,3300.2691171107776,7.3144073486328125,0.29929635,8.111572,13.138771,0.29913485,-1.4734845871667326,20.114744881807244,27.10214235797005,1.3574016310704655,36.78849224233542,137592.28,0.1614061976655166,0.0142940189689397,0.0481146028533028,0.3646957020965618,0.4675487223291538,0.1196156641206964,4249.375882997739,3219.460271252968,6.774927616119385
5,2400,4,0.22273035319670786,6.8470649009883315,11.148235248019787,0.22055165464636267,-1.2855800281441203,19.423144096964503,29.857705997214207,1.3827649414872298,41.576410362849444,76802.67631226423,0.05084942982350106,0.007843084603537838,0.018789136704196293,0.09403651779495723,0.6955427729299417,0.1952567906221674,6113.676966841353,2859.993518930626,6.892336078680939,0.34169152616016313,7.649047562174002,13.023706392610258,0.34126506332594814,-0.5532949476376449,6.480512956431629,21.47348864557887,1.2987781404922698,28.01345191255895,182136.330224558,0.0788854890356381,0.018947564692283786,0.035387990838824615,0.6393377775573883,0.24726971467711722,0.08125229051098236,2896.1380447712863,2999.3622273065976,5.913487090255262,0.22116755914991357,9.497703861149198,15.433208966193071,0.2210423305447829,-5.236725047885428,98.5317200947644,42.01365547204412,1.6395319757285094,68.91214661740307,75607.27660247541,0.26507711552766944,0.007876965750309037,0.04253459875616195,0.16816047916927088,0.527514753892902,0.27816549585036165,5990.877094210882,3296.2179068648134,7.321058075051889,0.2981425241319173,9.453989419467437,15.790189099319557,0.2979415745696927,-1.9448368395990845,28.880598581032586,30.58045193938227,1.3966480198119235,42.840694763840965,137675.06104732494,0.2608179115783683,0.014325887344698477,0.06137551511523209,0.3229769775842787,0.4803851222955882,0.14572526673698316,4480.174957271515,3291.962931840759,6.884424656985571
6,3000,4,0.22429242965361923,6.844028420521374,11.15343493286926,0.2221751753872121,-1.351844247639693,20.480022838485063,29.891184084277768,1.3878406680802375,41.66383062806139,77878.83038538744,0.05441267104792498,0.007955471149482357,0.01953466363228918,0.09958528648257228,0.6821840194036961,0.20036047044466537,6136.442906950397,2904.80787820758,6.9226527687804875,0.3605365970124437,7.6628009153816965,13.031558507989413,0.36009940678623653,-0.5720676454195284,6.675528138401738,21.328773658640948,1.2992238114935009,27.816095853299963,205053.41668917052,0.08408905746466173,0.02131852366698552,0.035460888859390374,0.6507473325851508,0.2324361793027604,0.08251085831574519,2847.114783058368,2994.290186369106,5.88452295081219,0.22659514520840468,9.617249827654524,15.570770637879994,0.22649649792834348,-5.226783099246108,98.620790203896,41.57293228778538,1.6409607090211067,68.41102742993361,79271.40705138285,0.28180322191673535,0.008248114890339019,0.043136180838172555,0.17306492773907653,0.5074131860861052,0.27975120924449853,5978.940111273373,3358.773271820344,7.3187005757606975,0.3102131326738648,9.50587875675512,15.919013648772216,0.3100238048058872,-2.0120499196725574,29.938923216920458,30.53146741355139,1.4006994751252977,42.792344586986616,149500.2109183511,0.27603010012421775,0.015545786577047057,0.06053128688899759,0.3323397582971809,0.46388100273556127,0.14860242213976965,4444.273979350707,3306.902356173915,6.876307265402586
7,3600,4,0.22518255500189718,6.8393035564099165,11.146796067109085,0.22313209284754743,-1.3522019956247608,20.39731773878337,29.986952293780686,1.3878679775076561,41.81970851462016,78503.12643496729,0.054825675678191826,0.00802108571531725,0.019478731660618503,0.10091025935801229,0.6814071737592826,0.20012217013632472,6128.520380973219,2902.401712743923,6.934894810197926,0.36823283324070744,7.628925548186034,12.993619524380815,0.367778142334841,-0.5765166210903162,6.618958678318435,20.952514961948676,1.3016051388287202,27.310971754640192,214783.25250466692,0.08511353912175702,0.022315907785301452,0.03388114834798664,0.6550870330274109,0.23019578260213108,0.08237838909642053,2834.4679570132075,2989.0493768189103,5.870190962499416,0.2289361977622541,9.544121717854278,15.42514991593892,0.22884935926310535,-5.228854902953216,98.57060145351663,42.05559510355411,1.6407351313511684,68.9053391156159,80915.52507964164,0.28437769149625347,0.008408422182434754,0.04394930427130986,0.17551588145412,0.504863963129947,0.27985259691497844,5974.345779884518,3349.735366080515,7.31813436323947,0.31525844954888144,9.520367793799302,15.727988458234108,0.3150626073787479,-2.0016845905404415,29.499912885360896,30.491898107741836,1.400532880827713,42.714148023169386,154627.05735324387,0.2785754968731337,0.016055492310111007,0.05871091494858782,0.337705416331537,0.46090324569654345,0.14854827036272278,4434.655159985425,3307.170668699362,6.877196157224507
8,4200,4,0.22798095519173145,6.808134874381918,11.358613775306612,0.22608470287782356,-1.4018384708155849,21.86180915825761,30.67789196347788,1.3964181714710389,43.02112888136158,80518.12095419958,0.061643191498354614,0.008236366691872676,0.019677297301497844,0.09816181782465308,0.6734073816128907,0.20719365275072238,6192.3376967808945,2912.5760838055658,6.975923999647897,0.3585435109138944,7.873187412289687,13.166253305239671,0.3580475512272799,-0.6501922839537493,7.6219621497465075,23.11728217632314,1.3059605025743806,30.376610397839457,202568.75754351652,0.09313042044368292,0.02106488688699605,0.03630494336145019,0.6238365701722688,0.23873592449293107,0.0975827003792114,3049.5671537618,3158.827325027023,6.053903885271282,0.23409815688782665,9.782199954695717,15.72240164648665,0.23402731779514863,-5.222279852287984,98.6825156911505,41.0391224027628,1.6428672285673955,67.77677832349995,84676.36573875655,0.30763258389140596,0.008800923639809685,0.04406711269195416,0.17066177620848286,0.491293277456364,0.28228272469126103,6027.93931631968,3368.6953020145424,7.313950085722903,0.320636012231824,9.877625883270241,16.22155066119757,0.3204362907785689,-2.1047592881198876,32.18414112836586,31.405815725120583,1.4099943291624797,44.60747589414664,160211.08511635318,0.30058915321999924,0.01664871613235189,0.0584033101905462,0.32040492718858893,0.4696215158236784,0.15642418880352416,4549.283188413489,3323.3023473116746,6.9227908012795645
9,4800,4,0.22670219500277172,6.8350956421697315,11.246128615693781,0.22471272400542305,-1.3829598994947536,21.058519304947918,30.047360153353768,1.3942438041153555,41.963249257303126,79587.49533146693,0.05792251191952039,0.00813395930307351,0.019231064185326455,0.10075336757614306,0.6780900025698589,0.20274058824532032,6178.135591957027,2900.965658511846,6.9481916207821754,0.3712470576298277,7.726237139931541,13.089873506084826,0.37075759068115066,-0.5987197362649125,6.867692936154061,21.70247242533038,1.3028622409616908,28.367076657047264,218652.48181104453,0.08864431820692134,0.02270018791008652,0.0332591987735458,0.6518000309096146,0.22722669124054223,0.08745076042770603,2886.204562657079,3049.1570642376773,5.834667619042713,0.23305330532929788,9.632322615059348,15.537691558166472,0.23298654814753703,-5.2291215100914865,98.57378934790472,41.7526840834853,1.6408117922778391,68.59821327252756,83900.06334482273,0.29561736344560785,0.00871591956059388,0.046201698202364805,0.17608726885952947,0.4979289656213597,0.2812193331050916,6010.336929759133,3340.7141867323876,7.31761932444465,0.32209388953290596,9.589986510637544,15.959121505879628,0.3219094328534426,-2.025890777440923,29.905222444433484,30.57960265759664,1.4020174403962118,42.900224279418254,161746.18397140977,0.28816233998542706,0.01679901067670232,0.056724439969174256,0.33276498900110985,0.4653886661870946,0.1520180118108454,4484.739384277422,3315.679712641727,6.861207117248954
10,5400,4,0.2186204347451274,6.801277008187025,11.46252657372925,0.21613609425860247,-1.525721838815099,24.92410886475948,31.29554607906196,1.4106286016392064,44.20027133773611,74089.38517360152,0.05905586368057195,0.0075500004186823694,0.021954081506525162,0.08938558524200087,0.6510072423013893,0.22610059961208112,6591.184840079417,2977.760843641342,6.827601205757174,0.2463708382541302,7.889090670737041,13.177579188518035,0.24573837188773004,-1.1963229751636502,16.714490648027034,26.423115758315973,1.3477584745189226,35.72044095739484,85962.37568493403,0.09026055088674882,0.008901863988034317,0.05008193665368883,0.4207827265890732,0.39652745502964787,0.1303436578736051,4218.230825386885,3513.4204431737408,6.735231549104792,0.22794215995465483,9.756039145370194,15.707119898110106,0.22784975927350193,-5.211699774402327,98.8073574117017,40.88922119891086,1.6451105940489168,67.50451506847698,80212.72964289824,0.29737395699192504,0.00835004488543288,0.044154209860537225,0.1553957012413367,0.5131099371304706,0.28254969500306704,6219.153945628996,3330.5305337520026,7.327250508638642,0.26993970662150657,9.802953860675562,16.18177688626211,0.2696581744115626,-2.8018335941847097,48.590398913015854,32.371720832160605,1.4653236777466538,47.41620606714065,112467.9086089831,0.2917476531523618,0.011701189722687369,0.07557815238484132,0.24301338969381056,0.4707041469218314,0.1890374497383598,5248.354097399937,3416.6344805583603,7.1525578524492825
