shaft_hz,rpm,rms,kurtosis,crest,BPFI_h1,BPFI_h2,BPFI_h3,BPFO_h1,BPFO_h2,BPFO_h3,BSF_h1,BSF_h2,BSF_h3,FTF_h1,FTF_h2,FTF_h3,BPFI_sb_plus,BPFI_sb_minus,file,idx,time_min
12.890625,773.4375,0.186893492937088,28.360515121326518,34.284088689313926,0.0028444546838332827,0.0014861450715423611,0.0011139892454256155,0.0028645793970501735,0.0014426771001394402,0.0014861450715423611,0.006789107575066768,0.0022378059684122283,0.0013808292883334115,0.001496545571610282,0.001326922566245638,0.001337624053098074,0.0022378059684122283,0.0013946011760178612,000001.tdms,0,0.0
12.890625,773.4375,0.18676333129405975,32.106941016124146,35.692018693937634,0.0025639376842224557,0.0015588326889040974,0.0012055253200062685,0.002819972839832194,0.0014142565135760769,0.0015588326889040974,0.0067536158772602455,0.002105667309526671,0.0013983767783928328,0.0014219149202999379,0.0015396982122495213,0.0013954884788324002,0.002105667309526671,0.001434804077947651,000002.tdms,1,10.0
12.890625,773.4375,0.19384680688381195,38.76870055769395,38.9885135791134,0.0030060283765249636,0.0015129456541585144,0.0012789102816285298,0.00406482286818452,0.0016351888907773023,0.0016020790799450792,0.008285955853352234,0.002698561290658567,0.0014889852008330387,0.0015735379125793988,0.0016291593841537134,0.0015923898837343973,0.002698561290658567,0.0015158904323465754,000003.tdms,2,20.0
16.796875,1007.8125,0.21248625218868256,15.52912774885121,24.28850121857308,0.001743797430585734,0.0013330987843254414,0.0016210604308566552,0.0015975790385431084,0.001333389780841241,0.0013330987843254414,0.0034942261035144496,0.002637717498288791,0.0020716985284089983,0.0022433330286960075,0.005187004270586263,0.0016631757996691057,0.002637717498288791,0.0019572142566976654,000004.tdms,3,30.0
16.796875,1007.8125,0.21885187923908234,16.68772798226712,27.638699818293865,0.0017544808861640901,0.001533849845912642,0.0018131124038962578,0.0017619964905617837,0.0016390524878976789,0.0014420433525942128,0.0031010156273884835,0.002880646764512673,0.0022319720182869406,0.002313897925507532,0.005522231433147738,0.001977911851131711,0.002880646764512673,0.002034885212994659,000005.tdms,4,40.0
16.796875,1007.8125,0.22391100227832794,20.69819210617392,28.100932937221945,0.0018133801023374287,0.0015144520737375691,0.0017637207050469638,0.0018507725050697105,0.0017032378587991382,0.0014968981718235387,0.004274836596728857,0.0032176262821272646,0.0028519706593550694,0.002516708256510835,0.006171857281904949,0.001932831985898592,0.0032176262821272646,0.0019835907225637865,000006.tdms,5,50.0
16.796875,1007.8125,0.22689288854599,20.384356165367358,29.407517566057756,0.0021478086699037975,0.001557852981500315,0.0017214895259592882,0.0020080289548668065,0.0017965435500908364,0.0014893058249591728,0.0042795823318085655,0.0036751331335163097,0.0028203955943816444,0.002295737391050328,0.006250349853469643,0.0020799521345281004,0.0036751331335163097,0.0023023236161970697,000007.tdms,6,60.0
16.796875,1007.8125,0.2360936403274536,25.941557412973143,38.87765949658091,0.002252095170202481,0.001681224438413088,0.0017363121878228801,0.0020640327717120852,0.0017362819345828097,0.001681224438413088,0.0037532584803329897,0.003402705736233486,0.002529739363777162,0.0024502832579124958,0.007361898067623724,0.0024032723115839506,0.003402705736233486,0.00213330552548181,000008.tdms,7,70.0
16.796875,1007.8125,0.23181836307048798,22.89337300317434,30.239003791653015,0.0021067069613502363,0.0017096663429631853,0.0018434115919118668,0.0018638380698156444,0.0018178091264284425,0.001674568890532304,0.004027781650005365,0.004157574077492218,0.0026747448449997153,0.002658330590667523,0.006954461798995541,0.0022783143931611183,0.004157574077492218,0.0023225064159370997,000009.tdms,8,80.0
12.890625,773.4375,0.20509237051010132,37.561849750319055,47.4464670219441,0.003059611786390491,0.0017011677782034795,0.001380431869874994,0.0035358543907940015,0.0017702132669546165,0.0017011677782034795,0.008923928118128577,0.002850807265458753,0.0017743052758382488,0.001731777965608192,0.001539975152175626,0.0015363866367430563,0.002850807265458753,0.001536679711695581,000010.tdms,9,90.0
12.890625,773.4375,0.19959905743598938,31.250169434758607,31.893812450232797,0.0029362670401876082,0.001544031537391643,0.0013635582421764973,0.003610104533388885,0.001642231547799576,0.001544031537391643,0.008269678323419877,0.002599042306139701,0.0017398902266029352,0.0015843823770358317,0.0016399615892591572,0.0016085354730990013,0.002599042306139701,0.0015515551944339648,000011.tdms,10,100.0
12.890625,773.4375,0.19887608289718628,35.30704862187566,38.572814675595154,0.002723490113900948,0.001439628118792359,0.0014540572096982621,0.0032447040281197554,0.0015705988370546867,0.0014443586432844847,0.00860707525704764,0.003045119731792353,0.001757663774492218,0.0017449170155436143,0.001601680472764805,0.0016494675991011508,0.003045119731792353,0.00150254307394976,000012.tdms,11,110.0
