file_idx,time_sec,hi_obs,x_filt,P_filt,cond,rpm
1,0,0.0,0.014369815876031845,0.0021694147528079724,0,689.2
2,600,0.0,0.020416778074427717,0.002547375546238378,0,740.0
3,1200,4.721901e-06,0.022551685238371894,0.0026012492435255326,0,740.3333333333334
4,1800,0.0,0.02331099467833534,0.0026086321983611084,0,782.5833333333334
5,2400,0.0,0.02830268495832445,0.0026096384424652065,1,985.0833333333334
6,3000,0.0,0.03014528614946224,0.002609775483711601,1,986.0
7,3600,2.461193e-06,0.03082684679080539,0.0026097941455725626,1,983.8333333333334
8,4200,0.0,0.031076808456717418,0.0026097966868528382,1,984.4166666666666
9,4800,3.310133e-05,0.031189936055971874,0.0026097970329112103,1,985.5
10,5400,0.0,0.031210796031529455,0.002609797080035634,1,985.0
11,6000,2.1403052e-06,0.026502992575137527,0.0026097970864527916,0,741.6666666666666
12,6600,0.0,0.024764374733257863,0.002609797087326646,0,741.6666666666666
13,7200,3.4822835e-05,0.024144764857699282,0.0026097970874456432,0,741.3333333333334
14,7800,0.0,0.02389414468996201,0.0026097970874618473,0,741.8333333333334
15,8400,5.661897e-06,0.023805233721665917,0.0026097970874640543,0,741.8333333333334
16,9000,0.0,0.023768851363612994,0.0026097970874643553,0,741.8333333333334
17,9600,3.6160604e-06,0.028474558952243142,0.0026097970874643956,1,985.1666666666666
18,10200,5.1606567e-06,0.030212027492993197,0.0026097970874644012,1,984.3333333333334
19,10800,2.9418099e-05,0.03086849180673669,0.0026097970874644025,1,985.6666666666666
20,11400,6.395657e-05,0.03113253252130578,0.002609797087464402,1,984.3333333333334
21,12000,5.698671e-05,0.031225570622782004,0.0026097970874644025,1,984.4166666666666
22,12600,3.696261e-05,0.031247268584666938,0.002609797087464402,1,983.8333333333334
23,13200,8.975271e-05,0.026571733416073072,0.0026097970874644025,0,741.3333333333334
24,13800,1.2231923e-05,0.024797459501237663,0.002609797087464402,0,741.0
25,14400,7.2841285e-06,0.024139597344702633,0.0026097970874644025,0,741.75
26,15000,1.1668673e-06,0.023892974052671226,0.002609797087464402,0,742.6666666666666
27,15600,8.122392e-05,0.023852479962910844,0.0026097970874644025,0,744.9166666666666
28,16200,0.00016626282,0.023891194844762476,0.002609797087464402,0,745.8333333333334
29,16800,6.346008e-05,0.02855746643972489,0.0026097970874644025,1,987.1666666666666
30,17400,6.0415503e-05,0.030277486680010193,0.002609797087464402,1,988.0833333333334
31,18000,0.00017922252,0.030987171263991482,0.0026097970874644025,1,987.0
32,18600,0.00019720758,0.03126040635929588,0.002609797087464402,1,984.5
33,19200,0.00011736853,0.03131085825643119,0.0026097970874644025,1,985.0
