file_idx,time_sec,bearing_id,ch1_rms,ch1_peak,ch1_p2p,ch1_std,ch1_skewness,ch1_kurtosis,ch1_crest_f,ch1_shape_f,ch1_impulse_f,ch1_energy,ch1_kurt_rms,ch1_total_power,ch1_low_band,ch1_mid_band,ch1_high_band,ch1_bhigh_band,ch1_mean_freq,ch1_freq_std,ch1_spectral_entropy,ch2_rms,ch2_peak,ch2_p2p,ch2_std,ch2_skewness,ch2_kurtosis,ch2_crest_f,ch2_shape_f,ch2_impulse_f,ch2_energy,ch2_kurt_rms,ch2_total_power,ch2_low_band,ch2_mid_band,ch2_high_band,ch2_bhigh_band,ch2_mean_freq,ch2_freq_std,ch2_spectral_entropy,ch3_rms,ch3_peak,ch3_p2p,ch3_std,ch3_skewness,ch3_kurtosis,ch3_crest_f,ch3_shape_f,ch3_impulse_f,ch3_energy,ch3_kurt_rms,ch3_total_power,ch3_low_band,ch3_mid_band,ch3_high_band,ch3_bhigh_band,ch3_mean_freq,ch3_freq_std,ch3_spectral_entropy,ch4_rms,ch4_peak,ch4_p2p,ch4_std,ch4_skewness,ch4_kurtosis,ch4_crest_f,ch4_shape_f,ch4_impulse_f,ch4_energy,ch4_kurt_rms,ch4_total_power,ch4_low_band,ch4_mid_band,ch4_high_band,ch4_bhigh_band,ch4_mean_freq,ch4_freq_std,ch4_spectral_entropy
1,0,4,0.18921405,6.4370155,8.808136,0.1868935,-1.6251671185864298,25.360513573888834,34.0197543851772,1.3962030091743551,47.49848344420791,54991.805,0.0325066022753927,0.0055902996,0.0204660963404107,0.0844374738136766,0.6528796940326123,0.2421698336028951,6766.926135581332,2965.4876802980853,6.6349306,0.22104174,6.8172455,9.531784,0.22051089,-1.5122128503146364,22.50926498811883,30.84143978694219,1.3652361432523372,42.10584830726463,75048.11,0.0537351503497693,0.0077801407,0.0386834907156376,0.3484519286289249,0.4559889511600634,0.156845276640786,4847.954786901391,3541.86123622037,6.934314,0.20375846,8.574295,12.482262,0.2036521,-5.614652664507659,113.25576234934128,42.08068173744755,1.6579643738772665,69.76827114949815,63770.9,0.1952193821373189,0.006636057,0.0451428062968889,0.1415304300787144,0.5278642132459442,0.2854143381033319,6312.722142364829,3296.653794995931,7.2621565,0.23326387,8.904648,13.195896,0.23304473,-3.5285881064324958,64.2586052202145,38.174141643356215,1.5119853789839777,57.71874402026543,83576.88,0.1902484663866915,0.008687972,0.0643719638449811,0.2006824494746252,0.523305007240403,0.2116012314092972,5682.008776095785,3345.009871208574,7.250585
2,600,4,0.18901981,6.69508,10.20155,0.18676333,-1.7720768794512411,29.10694527659261,35.41998934935839,1.4005922611763637,49.60896297392304,54878.96,0.037155743532707,0.0055879764,0.025203734438937,0.086798978041961,0.6467759651938435,0.2411705230396718,6707.659066400093,3009.0862538108963,6.6636734,0.22814436,7.052517,10.723877,0.22760734,-1.4835292844711792,22.675057932490635,30.912518976209444,1.362757199623367,42.12625779350802,79948.57,0.0614309699737096,0.008303961,0.0491213608765572,0.3797266189255725,0.4245049240710777,0.1466158786361815,4554.653367188189,3574.239806182126,6.880198,0.20937224,7.994175,12.902737,0.20927352,-5.327278046334861,108.9752731293444,38.1816379257536,1.6260165979155068,62.08397700317208,67333.23,0.2094133391185905,0.007023864,0.0836172558574206,0.1527156288986907,0.4961718107921665,0.2674449185700597,5940.779960270296,3483.192170952591,7.239674,0.23978466,8.385563,13.632202,0.23957132,-3.37783137134542,62.19360702044992,34.97122363125215,1.492328154832428,52.18854163407637,88314.91,0.2056038840451277,0.009199934,0.1038400602862078,0.2073158898514262,0.4901316554836691,0.1986714334986049,5349.347248982144,3467.370192529589,7.2039237
3,1200,4,0.19620077,7.5881004,11.191559,0.1938468,-2.10827342493608,35.76870521339102,38.675181104779625,1.424153721240911,55.079403090318806,59127.926,0.0530036865394184,0.0060153664,0.0254270024166771,0.092925613441413,0.6315695559707195,0.2500217333654347,6685.550043652859,3050.215865955513,6.7348022,0.23532043,8.314896,12.383652,0.23467636,-1.769944931219687,27.982229962267656,35.33435447750691,1.3831966012288743,48.87435902011151,85057.086,0.0858066375549033,0.008807348,0.0470429971740481,0.366774320876872,0.42610001054715,0.1600459319221488,4675.309986237964,3592.893183940364,6.9309306,0.22277386,10.149193,16.074753,0.2226422,-5.78482103554431,120.0800891870362,45.55827415459886,1.682592399290444,76.65600581766243,76228.91,0.295752183373081,0.007941829,0.072900420150413,0.1556790439739647,0.48880301475855,0.2825591435044662,6014.783536295621,3476.099996456092,7.274119,0.25109774,10.480309,16.49208,0.25083703,-3.8229652775929455,73.33874112648625,41.73796460750659,1.538157307529499,64.19955526269952,96844.91,0.2915443690160068,0.010071969,0.0885156112512251,0.2053327860945049,0.4883653665536557,0.2177370205542761,5492.917097356361,3463.3033872697038,7.257984
4,1800,4,0.21451049,5.1903725,9.067631,0.21248625,-0.9704058779664986,12.529125675054113,24.19635783395473,1.338696872769385,32.391588564875214,70678.66,0.0265286328355659,0.0072129443,0.0160387210204185,0.0986078149960645,0.7236061686520359,0.1617259362138337,5933.479418810715,2799.655351127113,6.8590965,0.3682659,6.126976,10.92453,0.36793062,-0.2774333606725424,2.3523968405143965,16.637370070068386,1.276032604678513,21.229826665567348,208311.97,0.0432669817428565,0.021655658,0.0262651807834104,0.7228274738656539,0.2008334685778328,0.0500648293461313,2406.666239422584,2731.021984561707,5.494108,0.20686878,7.887268,12.291241,0.20680845,-4.671491980268923,87.9345649041425,38.12691294322905,1.5789619205926946,60.20094368740242,65732.65,0.1610421107435051,0.006822172,0.0423710025457152,0.1746285946376713,0.5278260752457784,0.2551226739076555,5959.424756198028,3300.269116316672,7.3144073,0.29929635,8.111572,13.138771,0.29913485,-1.4734845871667326,20.114744881807244,27.10214235797005,1.3574016310704655,36.78849224233542,137592.28,0.1614061976655166,0.014294019,0.0481146028533028,0.3646957020965618,0.4675487223291538,0.1196156641206964,4249.375884464008,3219.460274542482,6.7749276
5,2400,4,0.21426058881072996,7.457193740126818,11.482100528913321,0.21214776468542365,-1.566249668166684,24.98114682620598,33.33875646297682,1.3876026026599475,46.309455393651724,69955.77864729197,0.05532757134445539,0.007139098311804553,0.022260108940935573,0.10111888354206477,0.6719273818205301,0.22347261057036688,6295.669087978464,2950.594886853507,6.890758880749545,0.3294828152106619,11.210011964073358,16.156945826289267,0.32893978433542265,-1.5208045323924648,64.92254360004091,27.38897234267825,1.3231479901618708,36.87552641313803,170188.7325563602,9.712983845944485,0.017651576497333243,0.06375132058323267,0.5789440688385847,0.2737757517652246,0.09722685889470217,3175.8061768455423,3177.1757954267487,6.207294131943913,0.3365759459157985,15.71080184862016,24.22117820231395,0.3364770830980716,-7.287859118985017,576.7064970292168,48.516099750763416,1.7926103784031944,81.70641405524847,712659.7802110309,589.2192988402821,0.07240701024341173,0.14678965747008943,0.16706734024974543,0.49604965274676577,0.2754222224488496,5699.1307203528195,3317.72655682487,6.996171873788616,0.750361224422435,19.345598997448185,30.5365029547195,0.7500089552995202,-4.370783761833487,133.1158451098976,36.346699586020485,1.6134052922485154,57.988935600158015,7295051.291970293,89468.10023468875,0.7237000211614469,0.17417408765560585,0.2886521629118364,0.4690552097439906,0.17993210342323981,4501.961022418093,3416.441165436877,6.649284123964889
6,3000,4,0.21709268167994805,7.498146847036,11.501649163265249,0.21493649375222518,-1.7588840828263095,28.013961653220235,33.472161607844185,1.3971795788083226,46.696694075090036,72075.96618725517,0.06252476129789283,0.007354697910819616,0.02318044246572817,0.10434397812212895,0.6570046785389413,0.22812890240097985,6307.456219361575,2991.696089542146,6.903923870182608,0.3396328561200341,11.185044023088214,16.13035629988485,0.33910057601616217,-1.4965839424222387,63.47814192144634,27.422735375790584,1.3236077608015668,36.91912453038641,181699.26195379358,9.63580013972692,0.018860970593197735,0.06375659587485016,0.5864124169953742,0.2621455982039732,0.09854296161988332,3132.3951828433956,3173.6944168992277,6.192380265583398,0.34532481394359393,16.225953446654685,24.915132460138615,0.3452229393452966,-7.098839730093342,579.3884669828964,49.27791348621307,1.8029228126312327,83.96380103706264,718526.5123586345,589.2250983024406,0.0729982827726251,0.14725951956893563,0.169950508214952,0.482240884804437,0.27730672699572406,5703.756211384381,3318.6604058899857,6.987972637647945,0.7598707320689263,19.560054537657827,31.100523542197934,0.7595202941553237,-4.3786371905919586,133.1552416986792,36.309474653063674,1.61741194697733,57.92847669780915,7299912.654240536,89468.10599490632,0.7243684545956307,0.17375320695129196,0.29584529442894547,0.4525913320663624,0.18186779012540522,4498.429313149999,3419.6153931227636,6.650150752477289
7,3600,4,0.2187065064325167,7.561871236899045,11.476689812263357,0.21658019528865935,-1.7599240795881186,27.77663144418971,33.85378352782332,1.3972311067482577,47.387174104063504,73305.92455346383,0.06335896605374972,0.007480571344636486,0.02311139498449649,0.10511408764548988,0.6561368834846688,0.2279114916540192,6303.354349474768,2989.4892906486293,6.909240099773715,0.3437780839717838,11.246541619799261,16.25882863602698,0.3432431166067257,-1.4908438609080275,63.89712993189793,27.510519199042246,1.3260644258958076,37.030711981823366,186586.25146528363,9.62060416559396,0.01936972290488187,0.06364227738152298,0.5892530530868,0.26038902723091417,0.09840443662353747,3121.196184900685,3170.097193387263,6.185000591170166,0.34909841782919604,15.910827276143841,24.18052289354002,0.34899579513727397,-7.138229500130193,577.8772448474064,48.44360484129378,1.8012946186942649,81.73707974576138,721158.9514121395,589.2259909512471,0.07325366653048049,0.14789460818031194,0.17139135241031384,0.4804896349456736,0.27742721883663485,5705.536496165021,3318.525484556401,6.986003291852802,0.7638455506735733,19.619936864718596,30.26417565161147,0.7634869259576547,-4.3774260665993046,133.1388993506729,36.279404651753595,1.6172471948626992,57.830696736629626,7302020.319521378,89468.10695874128,0.7246477435309435,0.17284568052587232,0.2999675616378496,0.4496208356720667,0.1818313580040722,4497.483074386745,3419.672402291266,6.6500558498427065
8,4200,4,0.2237800924197984,7.982244225034908,12.273035561417233,0.22165190715977015,-1.904220555377594,31.979129911162815,36.60707425663832,1.413363773106627,52.70901152405026,77275.77086029589,0.07712928169557363,0.007893561434698817,0.023356519576508132,0.10351662022674155,0.6472005135509897,0.23436308346277934,6336.395593133166,2998.820639564431,6.927057172538715,0.33855937087846877,10.80310679225121,15.674240884473175,0.3379936366138153,-1.3957873036815036,56.468272941733204,27.00546365029819,1.3305575797467881,36.35347879471374,180451.29606673308,9.501691034889014,0.018731594116541943,0.06381767608963652,0.5687974493323051,0.26708487950875903,0.11430380687443512,3311.670467820217,3286.6304973842643,6.27959596138415,0.35741911485137534,16.936762217751806,25.680061984114737,0.3572987454852662,-7.013222612269329,581.2470691986881,50.200632592113934,1.8166838536368846,86.82089713693586,727180.5287289142,589.2340541469072,0.07387895562760516,0.14798662377400118,0.16853776339609422,0.4711671716624248,0.2803152428789568,5684.76955976092,3318.808521086301,6.971451429295075,0.7680821202943355,21.096463268341456,32.4250933094287,0.7677171816902754,-4.389469701459608,133.23882089903304,36.97392034743323,1.6266040194552813,60.198186005812815,7304315.933714825,89468.11529438932,0.7249727957158036,0.17269232755425665,0.28667613705668266,0.4583178481004858,0.18713010223541737,4508.759449835458,3423.0999519127527,6.645188044252985
9,4800,4,0.22146166069606987,7.618623507700134,11.850138536126789,0.21929525272091216,-1.849339315340634,29.674012699700448,34.094499768335346,1.409261135992195,48.023005255964826,75442.29654749423,0.06961409089086606,0.007697105319654935,0.02280565651642747,0.1050228979633506,0.6524313535984452,0.23030038278639242,6329.042485729709,2988.172226372857,6.915014333399611,0.34540155894300656,11.069881423323466,15.932884904374285,0.3448504757394827,-1.462197336313966,62.05485193121991,27.335548802369644,1.3273612988138184,36.79740683003521,188529.6432548657,9.568232678729592,0.019565739091746866,0.06359726977567738,0.5871014813429349,0.25806112713149765,0.10370868675552034,3167.0098987053307,3211.354303196881,6.166709299794288,0.35573489127653146,16.290905621499363,24.748259173920026,0.3556298524931073,-7.1432983171376385,577.973234815845,48.96720283647438,1.8018479485342338,83.12058669840346,725937.571286689,589.2298880956648,0.07374353660707139,0.14965383244795738,0.17172724559416802,0.4757256209289696,0.2790514849708363,5691.590159215995,3318.3908133155073,6.984212067628049,0.7692306701204777,19.907666874556117,31.276124056419306,0.7688768643964442,-4.380254408406128,133.1539871729597,36.34605418919373,1.6187153383211,58.06337357336344,7304947.018456791,89468.11058887653,0.7250551483631984,0.17185534525579177,0.2961719858758848,0.4540953193923628,0.18416572352863803,4502.410041644277,3421.4803465317536,6.651762892577308
10,5400,4,0.20680917970185478,8.074736480626381,12.663704103772448,0.2045631362358225,-2.264357598601106,40.76669237199748,39.06833306784157,1.4401762793133581,57.93216623454448,64610.18157326907,0.07190328418275993,0.006576851974130495,0.026167145355845682,0.09841564011129073,0.6221778719885078,0.25161263495726405,6542.897584627063,3058.6043461605013,6.86264754096742,0.2781426589788455,10.774235897103772,15.635888178489907,0.2774048416016581,-0.6911678773401,-10.876552691372481,26.234189222857093,1.3736779089713935,35.17296803580553,121883.58989762115,9.544259355414916,0.012527400761942212,0.06481465328531931,0.4358845918971989,0.39080047963328246,0.14856241834911904,4346.543620342862,3530.0184591388615,6.630417476013928,0.34749610226946037,16.824029156788853,25.60297049327386,0.3473929184378626,-6.812070913651212,585.0061500704684,50.45974488784423,1.8328762102492107,88.04735891066844,720033.6878224764,589.2304971613711,0.07316066638078778,0.14805464755610387,0.1595633368371347,0.4861542275675495,0.280632522915646,5610.674961499282,3318.238788020699,7.017708856130162,0.7281423853443698,20.7878482468139,32.250955476223425,0.7277437776262469,-4.470918481906169,133.84955088628735,37.70794302586728,1.6813215416787668,63.71032917262846,7284688.5396043155,89468.1119464842,0.7222618407989264,0.18125465638263139,0.22721863991119365,0.4593978394266003,0.20907158493901828,4577.529591739476,3442.9305307556324,6.620657590694782
