bearing_id,file_idx,time_sec,e_struct,e_fault,HI
3,1,0,0.005717487219232656,6.697300421455724e-05,0.32160303
3,2,600,0.0057244753442961755,6.397706510968717e-05,0.21192078
3,3,1200,0.005785892863745205,6.732653020939593e-05,0.3345457
3,4,1800,0.006488738196200148,8.03974137054009e-05,0.8130747
3,5,2400,0.006172889822899163,7.89073203388645e-05,0.7585219
3,6,3000,0.005832176888672131,8.029210044869977e-05,0.8092192
3,7,3600,0.005101703656391081,7.805785535522758e-05,0.7274228
3,8,4200,0.005149865977438184,7.795450696495104e-05,0.72363913
3,9,4800,0.004117616441653105,6.491821551522783e-05,0.24637659
3,10,5400,0.005528541352815177,6.943350281143645e-05,0.4116826
3,11,6000,0.005568292887311499,6.768754911431034e-05,0.34776273
3,12,6600,0.005788636610827846,6.260483925566113e-05,0.16168317
3,13,7200,0.005795751953955789,6.194219042012627e-05,0.13742341
3,14,7800,0.005777720275119048,6.355503195132403e-05,0.19647002
3,15,8400,0.005795590113045684,6.922157277059829e-05,0.40392378
3,16,9000,0.0057250686257818645,8.550322487488862e-05,1.0
3,17,9600,0.00591358489198871,7.11659077003246e-05,0.47510648
3,18,10200,0.005949927873533824,7.184903324301634e-05,0.50011593
3,19,10800,0.005834398804218401,7.193752598623574e-05,0.5033557
3,20,11400,0.005800833410072592,7.741559754360152e-05,0.7039095
3,21,12000,0.005235757100671222,7.194589615382505e-05,0.5036621
3,22,12600,0.005256873487688184,6.722364214390863e-05,0.33077896
3,23,13200,0.005724928604958498,6.839062598098587e-05,0.37350258
3,24,13800,0.005580529569211186,6.857090119704984e-05,0.38010252
3,25,14400,0.0055392694248272735,7.414813991323891e-05,0.5842869
3,26,15000,0.0055967181083542185,6.893950325901341e-05,0.39359716
3,27,15600,0.005626353794098729,7.374284486376917e-05,0.56944895
3,28,16200,0.005491730533730854,6.966775892491739e-05,0.4202588
3,29,16800,0.005755587777096342,7.343145330440315e-05,0.5580488
3,30,17400,0.005652116566195612,7.405979035263814e-05,0.5810524
3,31,18000,0.00574280557815207,6.837218974875001e-05,0.37282762
3,32,18600,0.005678829428763049,7.025505602480963e-05,0.4417599
3,33,19200,0.005466105781020636,6.913811592582398e-05,0.40086842
3,34,19800,0.005399726682010874,7.204956108461143e-05,0.5074573
3,35,20400,0.005671275624918777,6.49118308182327e-05,0.24614283
3,36,21000,0.005491670304889718,6.892157714123046e-05,0.39294085
3,37,21600,0.005744330581934226,6.343288343229905e-05,0.19199812
3,38,22200,0.005498198924774536,6.907404750599485e-05,0.39852285
3,39,22800,0.00547661004374777,7.00589249784014e-05,0.43457952
3,40,23400,0.005524985181656543,6.909353037239754e-05,0.3992361
3,41,24000,0.005574388399026229,7.525124929928083e-05,0.62467206
3,42,24600,0.005678587499323259,6.844533562128354e-05,0.3755055
3,43,25200,0.005720974328353981,6.824553145322172e-05,0.36819062
3,44,25800,0.005680417578377706,7.14355382265191e-05,0.48497775
3,45,26400,0.004902372119702137,6.719140138789466e-05,0.3295986
3,46,27000,0.004859512432571432,6.849031070233513e-05,0.37715206
3,47,27600,0.005733694118543536,6.401975717505503e-05,0.21348375
3,48,28200,0.005718016679970432,6.701859216919857e-05,0.32327202
3,49,28800,0.005658385737378247,7.010721969744787e-05,0.4363476
3,50,29400,0.005674683139654927,6.640652223842789e-05,0.30086395
3,51,30000,0.005653555704432468,7.138747716092359e-05,0.4832182
3,52,30600,0.00546199602390575,6.814893310839631e-05,0.36465412
3,53,31200,0.0055595137960261914,7.526063057389595e-05,0.6250155
3,54,31800,0.005672992408222576,7.311139512997426e-05,0.54633135
3,55,32400,0.005603180775304994,6.974328418354046e-05,0.42302382
3,56,33000,0.005612420920124807,6.428566496355643e-05,0.22321871
3,57,33600,0.005547027158785785,6.294123595854047e-05,0.17399876
3,58,34200,0.005333966508852878,7.335150903634354e-05,0.555122
3,59,34800,0.005451173001606111,6.241878655428246e-05,0.15487173
