bearing_id,file_idx,time_sec,e_struct,e_fault,HI
2,1,0,0.007397592639211029,5.728892328916635e-05,0.0
2,2,600,0.0058432657627865425,6.24411339866079e-05,0.20011649
2,3,1200,0.00583081499394023,6.478589767469361e-05,0.3026788
2,4,1800,0.0059347244162424395,7.353004495019483e-05,0.6851566
2,5,2400,0.006098537520359214,8.072794637415634e-05,1.0
2,6,3000,0.005598270938986566,7.624725063161856e-05,0.80400985
2,7,3600,0.004883885863065174,6.984291645963179e-05,0.52387786
2,8,4200,0.004764928802020068,7.091560756303033e-05,0.57079846
2,9,4800,0.0054245694415396735,7.304549442720648e-05,0.6639618
2,10,5400,0.005179020879729521,6.985231948208339e-05,0.5242892
2,11,6000,0.005631730281733538,6.973415080628981e-05,0.51912034
2,12,6600,0.0055247233483421525,6.539199641281487e-05,0.32919016
2,13,7200,0.005539393534653391,6.41446556594054e-05,0.27463022
2,14,7800,0.005569717143497702,6.548929704475549e-05,0.3334462
2,15,8400,0.005618542672760586,6.653459281119649e-05,0.37916848
2,16,9000,0.00557463931361795,6.656763488380257e-05,0.38061377
2,17,9600,0.005514780941194067,7.312902651853038e-05,0.6676156
2,18,10200,0.005206116797733897,7.34603543625104e-05,0.6821082
2,19,10800,0.0049339494593557045,7.81519566408301e-05,0.8873236
2,20,11400,0.004992233692285763,7.323359769362714e-05,0.67218965
2,21,12000,0.005353975341005405,6.953825114191016e-05,0.5105515
2,22,12600,0.005345032251803335,6.60745503100382e-05,0.35904574
2,23,13200,0.005328307506275027,6.54126795113386e-05,0.33009487
2,24,13800,0.005389418133769617,6.797595362923391e-05,0.44221506
2,25,14400,0.005252241472569203,6.64015599777405e-05,0.3733495
2,26,15000,0.0057546628223298524,6.564232200837852e-05,0.34013966
2,27,15600,0.005750301085863479,6.528037098410701e-05,0.32430756
2,28,16200,0.005674954544176434,6.766982822673945e-05,0.4288248
2,29,16800,0.005503335104000123,7.411576009408875e-05,0.7107763
2,30,17400,0.0054679423233471094,7.423417287201277e-05,0.71595585
2,31,18000,0.0054200533936910045,7.052379188146894e-05,0.55366004
2,32,18600,0.00532250419609967,6.628789815897746e-05,0.3683778
2,33,19200,0.005226879040680816,6.921213632780644e-05,0.49628693
2,34,19800,0.0052745367282661685,6.943668557646046e-05,0.50610894
2,35,20400,0.005604413818903915,6.922776774122469e-05,0.49697065
2,36,21000,0.005622973360226182,6.67364718706758e-05,0.38799888
2,37,21600,0.005414032472049406,6.966254207025309e-05,0.5159881
2,38,22200,0.005410937260184535,6.547145528591693e-05,0.33266577
2,39,22800,0.0053498233089151175,6.887948821016141e-05,0.48173654
2,40,23400,0.005331927569285513,6.373714364747201e-05,0.25680524
2,41,24000,0.005291232667235185,7.569662559095438e-05,0.779925
2,42,24600,0.0050526551435277085,7.477084722009862e-05,0.7394305
2,43,25200,0.0051605094288764,7.108906727510775e-05,0.5783858
2,44,25800,0.005231677451940945,7.074808579564891e-05,0.5634709
2,45,26400,0.00502198817236157,7.16317096323232e-05,0.6021215
2,46,27000,0.0051180484377081024,7.344787472018126e-05,0.68156236
2,47,27600,0.005485888807704825,6.659485672881221e-05,0.38180447
2,48,28200,0.005420697774019975,6.878568786970485e-05,0.47763363
2,49,28800,0.005453838733764404,6.848434455569794e-05,0.46445256
2,50,29400,0.005408475608203071,7.025067383458627e-05,0.5417136
2,51,30000,0.005431074658365886,7.276041947765919e-05,0.65149236
2,52,30600,0.005331936588871493,6.771545224606499e-05,0.43082047
2,53,31200,0.005402876519645587,7.678144764050593e-05,0.8273762
2,54,31800,0.005139942750942665,6.882272925879e-05,0.47925386
2,55,32400,0.004960790833654511,7.088856008956444e-05,0.56961536
2,56,33000,0.005087954244377002,7.069347021445295e-05,0.56108195
2,57,33600,0.00499188108956979,7.033712564761234e-05,0.5454951
2,58,34200,0.00487434471936287,6.672013994937129e-05,0.3872845
2,59,34800,0.004989102154299376,6.963194853908857e-05,0.5146499
2,60,35400,0.005518368354372213,6.809033318287214e-05,0.44721812
2,61,36000,0.005466486078244109,6.834909990340692e-05,0.45853683
2,62,36600,0.005410271438881784,6.647029361569367e-05,0.37635598
2,63,37200,0.00529227391302511,6.585364474320702e-05,0.34938312
2,64,37800,0.005386381508008799,7.092523877058607e-05,0.57121974
2,65,38400,0.0053472010361962025,6.955497169578263e-05,0.51128286
2,66,39000,0.004930393936858684,6.853026328172387e-05,0.4664611
2,67,39600,0.004921608890372185,6.881359072594888e-05,0.47885412
2,68,40200,0.005084498391384802,6.628358420180701e-05,0.3681891
2,69,40800,0.005020267246191271,6.875470993724514e-05,0.47627863
2,70,41400,0.00486728564769983,7.737825743961134e-05,0.85348123
2,71,42000,0.004732795817639104,7.842190660981062e-05,0.89913154
2,72,42600,0.0054421759185486526,6.249810853686397e-05,0.2026086
2,73,43200,0.0052816110221355385,5.955276069625643e-05,0.07377613
2,74,43800,0.0053105207294800345,6.44940013822617e-05,0.28991097
2,75,44400,0.005491085911085384,6.378050924617031e-05,0.2587021
2,76,45000,0.005486261843183881,6.459575495118356e-05,0.29436177
2,77,45600,0.005461837639721534,6.931959569819359e-05,0.5009873
2,78,46200,0.004951472876848083,7.251101008451689e-05,0.640583
2,79,46800,0.004973055182280515,7.332397747561984e-05,0.676143
2,80,47400,0.005075900589532256,6.937004009132975e-05,0.5031938
2,81,48000,0.005033645620006874,6.689339427803566e-05,0.3948628
2,82,48600,0.005013359202592792,6.485978742669246e-05,0.3059108
2,83,49200,0.00505418064650805,6.490224146460394e-05,0.30776778
2,84,49800,0.0055443534799776715,6.472258195688513e-05,0.2999093
2,85,50400,0.005251342044362752,6.63848122045255e-05,0.37261692
2,86,51000,0.005085211294379729,6.36613327005275e-05,0.2534892
2,87,51600,0.0049808341051390675,6.252257233109213e-05,0.20367868
2,88,52200,0.004876124394073146,6.282705723126357e-05,0.21699715
2,89,52800,0.004913653056830935,6.085950874832447e-05,0.13093461
2,90,53400,0.005952742184323612,7.523370461994429e-05,0.75967634
2,91,54000,0.004441018481951188,6.732153519999819e-05,0.41359013
2,92,54600,0.00454027479879264,7.018154330756133e-05,0.53868973
2,93,55200,0.004487867370829476,6.950192493886504e-05,0.5089626
2,94,55800,0.004801502028997428,6.783628322269425e-05,0.43610573
2,95,56400,0.004516374152004292,6.052307268038599e-05,0.11621855
2,96,57000,0.006064077421959445,6.087379611708049e-05,0.13155955
2,97,57600,0.005422724504025488,6.632038514915746e-05,0.3697988
2,98,58200,0.005327847230898813,6.603826569239939e-05,0.35745862
2,99,58800,0.005107702071841509,6.146890817963931e-05,0.15759034
2,100,59400,0.005021001646255817,6.249369445526888e-05,0.20241553
2,101,60000,0.004896437807081773,6.303783285024393e-05,0.22621669
2,102,60600,0.004919301779271201,5.965774086776705e-05,0.078368075
2,103,61200,0.002997665679734635,5.308620623160356e-05,0.0
2,104,61800,0.0036298703337522605,5.082866188932476e-05,0.0
2,105,62400,0.004684555402325152,6.854359613377202e-05,0.4670443
2,106,63000,0.004533934536674134,6.429721808525272e-05,0.28130347
2,107,63600,0.004637547974944041,6.22613455386202e-05,0.19225235
2,108,64200,0.005718666277553272,7.363662224440089e-05,0.6898184
2,109,64800,0.0050935929697458375,6.087092384628419e-05,0.13143392
2,110,65400,0.005285537835147446,5.726829278146817e-05,0.0
2,111,66000,0.0048457017675687854,5.5051370913409604e-05,0.0
2,112,66600,0.004833102833672287,5.36986692015594e-05,0.0
2,113,67200,0.004849524989084298,5.476809249681971e-05,0.0
2,114,67800,0.00477868420950532,5.586128241699358e-05,0.0
