bearing_id,file_idx,time_sec,HI_SPE,HI_T2
1,1,0,0.2409356,0.021862365
1,2,600,0.20052028,0.012560506
1,3,1200,0.2574641,0.028517608
1,4,1800,0.37057695,0.051589776
1,5,2400,0.41788167,0.032638382
1,6,3000,0.31983894,0.04612808
1,7,3600,0.30828777,0.044093095
1,8,4200,0.28610066,0.07330024
1,9,4800,0.31427845,0.074721046
1,10,5400,0.32914725,0.13405785
1,11,6000,0.3781195,0.183733
1,12,6600,0.39087936,0.114926584
1,13,7200,0.4294388,0.10597271
1,14,7800,0.46573928,0.11710315
1,15,8400,0.43510818,0.11658945
1,16,9000,0.29984528,0.058922727
1,17,9600,0.2760809,0.06924885
1,18,10200,0.30411324,0.074941546
1,19,10800,0.25860316,0.07699529
1,20,11400,0.26277697,0.08991056
1,21,12000,0.28958136,0.09742227
1,22,12600,0.22540562,0.045502055
1,23,13200,0.5535889,0.1119227
1,24,13800,0.4201197,0.10511831
1,25,14400,0.38750932,0.11456854
1,26,15000,0.49514115,0.1640623
1,27,15600,0.53632873,0.1821961
1,28,16200,0.4358878,0.15805408
1,29,16800,0.26073417,0.091910526
1,30,17400,0.23663554,0.074438795
1,31,18000,0.24566783,0.10877163
1,32,18600,0.2522317,0.10068494
1,33,19200,0.20563087,0.09142643
1,34,19800,0.24372087,0.06491843
1,35,20400,0.3273998,0.024362495
1,36,21000,0.50079376,0.09716526
1,37,21600,0.48205203,0.093453065
1,38,22200,0.53600746,0.107484035
1,39,22800,0.6003924,0.11619696
1,40,23400,0.55979306,0.15720814
1,41,24000,0.27743122,0.067665555
1,42,24600,0.21383727,0.04836308
1,43,25200,0.21562676,0.06905771
1,44,25800,0.20877475,0.09623672
1,45,26400,0.21909207,0.09439092
1,46,27000,0.20357649,0.0782554
1,47,27600,0.32774344,0.024810169
1,48,28200,0.45408958,0.06511873
1,49,28800,0.48712447,0.12248752
1,50,29400,0.5765684,0.12627709
1,51,30000,0.58453935,0.136102
1,52,30600,0.7468692,0.233888
1,53,31200,0.27746835,0.046253115
1,54,31800,0.24849425,0.11626655
1,55,32400,0.24650683,0.07084137
1,56,33000,0.24087779,0.18437818
1,57,33600,0.22838971,0.17644042
1,58,34200,0.24614689,0.14787608
1,59,34800,0.41387108,0.07092721
1,60,35400,0.56775725,0.07230186
1,61,36000,0.6397782,0.111383
1,62,36600,0.47490782,0.07621971
1,63,37200,0.49224064,0.07737644
1,64,37800,0.62928504,0.14217612
1,65,38400,0.31939664,0.052942142
1,66,39000,0.2357656,0.06530306
1,67,39600,0.25821552,0.07343299
1,68,40200,0.19050308,0.10940052
1,69,40800,0.23810568,0.08162115
1,70,41400,0.3242141,0.24263148
1,71,42000,0.27480915,0.024220375
1,72,42600,0.47206867,0.10974882
1,73,43200,0.48329842,0.096002
1,74,43800,0.52258307,0.09512536
1,75,44400,0.6275681,0.25340432
1,76,45000,0.6676874,0.27281696
1,77,45600,0.25018358,0.19814679
1,78,46200,0.22378613,0.09391328
1,79,46800,0.247903,0.045546748
1,80,47400,0.27975565,0.12639612
1,81,48000,0.25762495,0.13143747
1,82,48600,0.25480166,0.12244777
1,83,49200,0.2108219,0.15128891
1,84,49800,0.507668,0.20094241
1,85,50400,0.60843045,0.19891882
1,86,51000,0.61016047,0.23185605
1,87,51600,0.35998693,0.21296445
1,88,52200,0.33792663,0.20662978
1,89,52800,0.35398778,0.24118029
1,90,53400,0.1943162,0.13253598
1,91,54000,0.21496439,0.29498217
1,92,54600,0.2792162,0.4892276
1,93,55200,0.40822506,0.79233724
1,94,55800,0.4621642,1.0
1,95,56400,0.36528212,0.8529981
1,96,57000,0.28279892,0.079912074
1,97,57600,0.42375502,0.10140873
1,98,58200,0.5009917,0.118420035
1,99,58800,0.3409638,0.10674034
1,100,59400,0.34153467,0.2584157
1,101,60000,0.3067099,0.1962084
1,102,60600,0.25200233,0.29404768
1,103,61200,0.45015362,0.20659918
1,104,61800,0.46961227,0.6249909
1,105,62400,0.4661816,0.7782134
1,106,63000,0.45540938,0.5742081
1,107,63600,0.64297664,0.72072226
1,108,64200,0.43982515,0.16438104
1,109,64800,0.5538104,0.18052721
1,110,65400,0.53659296,0.091353275
1,111,66000,0.7394646,0.15664206
1,112,66600,0.81851214,0.16993593
1,113,67200,0.8832622,0.21623266
1,114,67800,0.4961308,0.5016816
1,115,68400,0.79169226,0.96710825
1,116,69000,0.7099221,0.8016912
1,117,69600,0.6303147,0.6914152
1,118,70200,0.2925451,0.22399162
1,119,70800,0.5422825,0.3468505
1,120,71400,0.6955678,0.5767322
1,121,72000,0.8586396,0.5709619
1,122,72600,0.8108678,0.5239998
1,123,73200,0.9370836,0.5558551
1,124,73800,1.0,0.4917463
1,125,74400,0.9077583,0.46454847
1,126,75000,0.55890757,0.5339773
