bearing_id,file_idx,time_sec,HI_SPE,HI_T2
3,1,0,0.10782077,0.0028694042
3,2,600,0.14436279,0.0
3,3,1200,0.11776745,0.01553462
3,4,1800,0.11345559,0.031264935
3,5,2400,0.15656297,0.0
3,6,3000,0.1404302,0.0
3,7,3600,0.078391455,0.0
3,8,4200,0.107434735,0.0
3,9,4800,0.12930965,0.0
3,10,5400,0.10085993,0.044711817
3,11,6000,0.16732164,0.054275434
3,12,6600,0.10771252,0.1747864
3,13,7200,0.11828847,0.17300463
3,14,7800,0.1204838,0.20994957
3,15,8400,0.12627032,0.22658128
3,16,9000,0.13511667,0.09133754
3,17,9600,0.18033974,0.0
3,18,10200,0.17824435,0.0
3,19,10800,0.1685449,0.0
3,20,11400,0.10117962,0.10419044
3,21,12000,0.1349028,0.18751061
3,22,12600,0.12411825,0.16453654
3,23,13200,0.107573874,0.14674151
3,24,13800,0.14524886,0.075810544
3,25,14400,0.12430027,0.27123004
3,26,15000,0.11023542,0.26299512
3,27,15600,0.113665506,0.2199816
3,28,16200,0.11165971,0.17141505
3,29,16800,0.17405248,0.0
3,30,17400,0.19161464,0.0
3,31,18000,0.2097646,0.0
3,32,18600,0.22252321,0.0
3,33,19200,0.20303938,0.01791196
3,34,19800,0.20682926,0.13217382
3,35,20400,0.12856992,0.25480744
3,36,21000,0.15057749,0.1876188
3,37,21600,0.1393856,0.35170454
3,38,22200,0.15679957,0.31761622
3,39,22800,0.14762911,0.27825356
3,40,23400,0.13744442,0.31100374
3,41,24000,0.20045097,0.0
3,42,24600,0.22137311,0.058054198
3,43,25200,0.22643827,0.07571823
3,44,25800,0.23024772,0.00016734227
3,45,26400,0.20936166,0.19388999
3,46,27000,0.21342875,0.18675824
3,47,27600,0.14227739,0.14534515
3,48,28200,0.14899369,0.22214974
3,49,28800,0.14709502,0.2614371
3,50,29400,0.14347325,0.3098667
3,51,30000,0.18452023,0.2727985
3,52,30600,0.16027634,0.24921422
3,53,31200,0.1926211,0.0
3,54,31800,0.21821329,0.0
3,55,32400,0.22930585,0.036437664
3,56,33000,0.22805412,0.09520856
3,57,33600,0.22700445,0.03735701
3,58,34200,0.1806217,0.028590696
3,59,34800,0.14654204,0.008576729
3,60,35400,0.15072595,0.19103096
3,61,36000,0.14886901,0.25869
3,62,36600,0.14809942,0.21564761
3,63,37200,0.16080093,0.24789523
3,64,37800,0.18288252,0.29063794
3,65,38400,0.1965597,0.0
3,66,39000,0.22450781,0.022359805
3,67,39600,0.22225806,0.018240554
3,68,40200,0.17758432,0.041055802
3,69,40800,0.23614135,0.0
3,70,41400,0.23246408,0.16204183
3,71,42000,0.26994944,0.38059574
3,72,42600,0.20582299,0.0
3,73,43200,0.18947291,0.0
3,74,43800,0.17398827,0.0022564281
3,75,44400,0.16052034,0.0
3,76,45000,0.16586325,0.052392263
3,77,45600,0.1920929,0.03542366
3,78,46200,0.22722735,0.44459686
3,79,46800,0.24654777,0.056175906
3,80,47400,0.25240424,0.0
3,81,48000,0.28544644,0.036351744
3,82,48600,0.52386624,0.5121998
3,83,49200,0.7829324,1.0
3,84,49800,0.7089774,0.5348512
3,85,50400,1.0,0.15068261
3,86,51000,0.87705404,0.04043243
3,87,51600,0.7866588,0.02853707
3,88,52200,0.62762475,0.10886072
3,89,52800,0.7937454,0.20415348
