bearing_id,file_idx,time_sec,HI_SPE,HI_T2
2,1,0,0.14964494,0.023668854
2,2,600,0.076625176,0.04859332
2,3,1200,0.091356486,0.037471328
2,4,1800,0.10672043,0.08033648
2,5,2400,0.09675654,0.10440565
2,6,3000,0.106770284,0.0579854
2,7,3600,0.12522039,0.02164502
2,8,4200,0.15087372,0.015552621
2,9,4800,0.15404001,0.03153421
2,10,5400,0.16464363,0.010793001
2,11,6000,0.13933931,0.19924197
2,12,6600,0.10250744,0.13574882
2,13,7200,0.10872202,0.11797812
2,14,7800,0.12417758,0.10171769
2,15,8400,0.1291107,0.08177741
2,16,9000,0.11700053,0.07204158
2,17,9600,0.10957536,0.013577089
2,18,10200,0.106341995,0.0014953521
2,19,10800,0.11418833,0.0
2,20,11400,0.108554475,0.0
2,21,12000,0.11669684,0.0
2,22,12600,0.14120618,0.0
2,23,13200,0.17173761,0.23239572
2,24,13800,0.18154056,0.29482016
2,25,14400,0.1758159,0.22612056
2,26,15000,0.1737139,0.19903274
2,27,15600,0.16480441,0.15237547
2,28,16200,0.1817854,0.1450266
2,29,16800,0.11492561,0.0040777274
2,30,17400,0.13166167,0.027328365
2,31,18000,0.110685855,0.012648057
2,32,18600,0.11268318,0.021342818
2,33,19200,0.12983958,0.0
2,34,19800,0.11840095,0.0
2,35,20400,0.16263027,0.18720016
2,36,21000,0.16198409,0.22242028
2,37,21600,0.10043726,0.15769596
2,38,22200,0.10941507,0.1470523
2,39,22800,0.11152897,0.12324305
2,40,23400,0.114911005,0.12683108
2,41,24000,0.13193142,0.02029281
2,42,24600,0.16113074,0.0
2,43,25200,0.16428745,0.0
2,44,25800,0.14634614,0.007937849
2,45,26400,0.148343,0.0015337142
2,46,27000,0.15072088,0.0
2,47,27600,0.16885,0.14502214
2,48,28200,0.08122157,0.14761668
2,49,28800,0.09810133,0.15681335
2,50,29400,0.1165091,0.17278998
2,51,30000,0.11894824,0.18962367
2,52,30600,0.11134938,0.16225487
2,53,31200,0.11592283,0.016671762
2,54,31800,0.13895698,0.0
2,55,32400,0.14993978,0.0
2,56,33000,0.1491079,0.0014685917
2,57,33600,0.14036462,0.021368047
2,58,34200,0.16279066,0.013978975
2,59,34800,0.14114322,0.012333657
2,60,35400,0.082743324,0.12882322
2,61,36000,0.07580372,0.0946869
2,62,36600,0.07625566,0.091275275
2,63,37200,0.08448386,0.103789054
2,64,37800,0.10313969,0.1429826
2,65,38400,0.088214815,0.098960616
2,66,39000,0.17601651,0.019691829
2,67,39600,0.14334273,0.035852507
2,68,40200,0.15080684,0.02505483
2,69,40800,0.16840504,0.033741787
2,70,41400,0.20363161,0.01486221
2,71,42000,0.23290055,0.012251635
2,72,42600,0.10410774,0.07305242
2,73,43200,0.08083619,0.06366828
2,74,43800,0.08064794,0.11305682
2,75,44400,0.10906259,0.13142294
2,76,45000,0.10496922,0.09049364
2,77,45600,0.12061949,0.12261981
2,78,46200,0.16232659,0.056919783
2,79,46800,0.14405411,0.06873602
2,80,47400,0.16976966,0.063045375
2,81,48000,0.17802027,0.06564827
2,82,48600,0.2260803,0.06936195
2,83,49200,0.24756849,0.082283035
2,84,49800,0.14378849,0.0956447
2,85,50400,0.17026949,0.13778977
2,86,51000,0.14567813,0.1373499
2,87,51600,0.17180194,0.26908892
2,88,52200,0.21398436,0.2659671
2,89,52800,0.18809015,0.3158233
2,90,53400,0.91391736,0.16430517
2,91,54000,0.2945057,0.06695776
2,92,54600,0.20357977,0.09839801
2,93,55200,0.28012344,0.054389514
2,94,55800,0.19504026,0.09848614
2,95,56400,0.26040375,0.02843674
2,96,57000,0.41170558,0.0
2,97,57600,0.23725963,0.15857123
2,98,58200,0.224723,0.1941095
2,99,58800,0.38422617,0.49688733
2,100,59400,0.39729717,0.5627433
2,101,60000,0.5423345,0.7309562
2,102,60600,0.63835955,0.010162285
2,103,61200,0.4451516,0.0
2,104,61800,0.40757036,0.02379254
2,105,62400,0.3573771,0.11924422
2,106,63000,0.36025023,0.114627495
2,107,63600,0.56797194,0.16681579
2,108,64200,0.28065193,0.20845947
2,109,64800,0.37945673,0.26030985
2,110,65400,0.52713376,0.41280678
2,111,66000,0.75223815,0.77798796
2,112,66600,0.828965,0.95946646
2,113,67200,1.0,1.0
2,114,67800,0.7746245,0.93453
