file_idx,ch3_high_band,ch4_high_band,ch3_total_power,ch3_energy,ch3_rms,ch3_std,ch3_p2p,ch1_kurt_log,ch2_kurt_log,ch1_crest,ch2_crest
1,0.5278642132459442,0.523305007240403,0.006636057049036026,63770.8984375,0.20375846326351166,0.20365209877490997,12.482261657714844,3.2718671925207214,3.1573945982656726,34.0197543851772,30.84143978694219
2,0.4961718439406792,0.49013165548366916,0.007023863960057497,67333.2265625,0.20937223732471466,0.20927351713180542,12.90273666381836,3.4047558852245636,3.1644220860592487,35.41998934935839,30.912518976209444
3,0.48880301475855004,0.48836536655365576,0.007941829040646553,76228.90625,0.22277386486530304,0.2226421982049942,16.074752807617188,3.6046470815681095,3.366682882250581,38.675181104779625,35.33435447750691
4,0.5278260752457784,0.46754872232915384,0.006822172086685896,65732.6484375,0.20686878263950348,0.2068084478378296,12.291240692138672,2.6048448188865345,1.2096755647873305,24.196357833954732,16.637370070068386
5,0.5169894428821988,0.4750396939667699,0.007575727067887783,72590.4453125,0.21739228069782257,0.21730148792266846,13.602447509765625,2.6870124087470586,1.3373457707987273,27.520373650722725,18.651715803514993
6,0.5031092713726769,0.4594306269177808,0.008465489372611046,81244.953125,0.22998663783073425,0.2298910915851593,15.625858306884766,2.9284268044966946,1.425597116743726,27.975655535903876,18.082219703386322
7,0.5013490279833268,0.4566143597968007,0.0088497968390584,85128.28125,0.235418900847435,0.23532208800315857,13.483905792236328,2.9115001028429988,1.4007893228610302,29.27804568980161,16.60153090300886
8,0.49197844323781986,0.4648598201178253,0.009790747426450253,94011.2109375,0.24739688634872437,0.24727413058280945,17.856216430664062,3.1756157361160406,1.7691444984657942,38.674410385578526,25.120527534653746
9,0.49656039876980096,0.4608565266646108,0.009586965665221214,92177.6171875,0.2449723780155182,0.24487176537513733,15.139293670654297,3.0394319096890277,1.505548724265322,30.09955631357102,19.552834425162313
10,0.5070428890040392,0.46588373789416765,0.008709847927093506,83468.3125,0.23311230540275574,0.2330147624015808,17.63143539428711,3.5712733319712178,3.102375189637029,47.07413554308622,38.12995642972011
11,0.5154566169295552,0.47375297085089474,0.008036855608224869,77243.3515625,0.22425128519535065,0.22417956590652466,15.401649475097656,3.375885468665439,2.965103564886549,31.685825225360873,28.245276020920215
12,0.5137587748233757,0.47404035194011696,0.008014385588467121,76918.171875,0.22377876937389374,0.2237004190683365,18.344974517822266,3.505769173690442,3.046273732036102,38.2927857005943,31.876503514099344
13,0.5318792943254597,0.480153759812973,0.006820730399340391,65621.9296875,0.20669448375701904,0.20665018260478973,15.209674835205078,3.2417133610351074,2.816707464576942,37.444493784827515,32.61132455582529
14,0.48688605190870093,0.4496683177899886,0.008083946071565151,77585.8828125,0.22474795579910278,0.22465750575065613,17.37518310546875,3.836395614072321,3.3934224149122088,48.492573322134,39.98685370072419
15,0.4724027643266334,0.4387835737469475,0.008637869730591774,82989.75,0.23244307935237885,0.2323237657546997,16.376876831054688,4.037923033892941,3.5864279243403434,40.774018927564924,34.61027951355498
16,0.46304198895312887,0.42863401811928653,0.010117212310433388,97277.3984375,0.25165778398513794,0.25156599283218384,18.13058853149414,3.171673749950288,1.5418195899151612,33.657403938569836,21.62231634978749
17,0.48216035626306164,0.4388405378980952,0.010630888864398003,102091.1796875,0.25780925154685974,0.2577025294303894,15.412425994873047,3.2747970443618604,1.5127966103340729,28.217081262274846,17.724569359143977
18,0.4702994918107257,0.4240886836094069,0.011019975878298283,105827.375,0.2624843418598175,0.2623937427997589,19.28091049194336,3.482856399245496,1.6188506782607401,39.6091630326031,23.197823506134636
19,0.5003928727416778,0.43285289715508013,0.00796621572226286,76676.9609375,0.22342760860919952,0.2233976423740387,12.778568267822266,2.7145201422026766,1.0943326643985385,28.090640350590668,16.556315041985922
20,0.497604361628224,0.4209137213501591,0.008207838982343674,79046.1640625,0.2268531322479248,0.22682952880859375,13.878345489501953,2.681172250116483,1.0047137129267614,28.970281407913046,18.09466940945442
21,0.4894673327157829,0.41100452003778465,0.008639697916805744,82962.2265625,0.23240453004837036,0.2323809564113617,14.57071304321289,2.8148989907191444,1.1588367467422342,28.904742508612454,16.916828813963356
22,0.4900501053280482,0.40670092201539226,0.007477101869881153,71731.3515625,0.21610204875469208,0.2160620242357254,14.033889770507812,3.339942975078768,2.628861352196103,35.39245754834387,27.255447517668244
23,0.49784236276450555,0.44881925427178865,0.008899122476577759,85509.328125,0.2359451949596405,0.2358894646167755,18.55030059814453,3.7470931860437355,3.231755745801115,47.096272435584055,41.160634914763925
24,0.48516647536954705,0.4437294260031755,0.010058342479169369,96487.484375,0.25063395500183105,0.25055480003356934,17.063426971435547,3.8837817293858548,3.39910758884409,35.15697899511218,30.77035975396987
25,0.49593542509214406,0.44481777612845647,0.008907949551939964,85496.0234375,0.23592683672904968,0.23587873578071594,15.660381317138672,3.7105685723092168,3.2020855296275856,36.32383834764351,28.79088513782824
26,0.4903225956424569,0.4498098485146211,0.009182050824165344,88051.921875,0.239427387714386,0.2393752485513687,16.17746353149414,3.852226715952078,3.430183506895659,38.83697161875415,33.37432109565993
27,0.49298557668184906,0.45734283453578756,0.009041276760399342,86918.0390625,0.23788078129291534,0.2378244251012802,15.561676025390625,3.863351754501692,3.4508179080104497,38.41534772943911,34.349295286439705
28,0.47216431796759695,0.395389403962861,0.0097499405965209,93731.8046875,0.24702896177768707,0.24699021875858307,18.002796173095703,3.200760528002964,1.2931583284690709,31.733829856937653,20.227050788419803
29,0.4784745917891643,0.4138460396551896,0.009744607843458652,93654.0625,0.24692650139331818,0.24688534438610077,14.355087280273438,3.0815304877428074,1.2435400908513388,30.860772205135362,18.51252584322933
30,0.467666731572279,0.39941960636085877,0.010477039963006973,100752.40625,0.25611329078674316,0.2560550570487976,16.56970977783203,3.302305780483982,1.4491184267885158,29.733964295600764,18.407978118185937
31,0.46350378448980756,0.38754451109702653,0.0110614700242877,105942.9609375,0.26262763142585754,0.26257428526878357,17.082500457763672,3.3919287166420236,1.4404458364084534,30.500083439823975,16.581695623880663
32,0.4720996184977696,0.3895187204778585,0.010541843250393867,100983.109375,0.25640633702278137,0.2563636898994446,18.529891967773438,3.188185139333192,1.3647513829511668,37.833195193066096,23.568018653143902
33,0.45951126728280023,0.3861172507558748,0.011938806623220444,114844.140625,0.2734379768371582,0.27337461709976196,19.314861297607422,3.4573937801958916,1.5427259872575096,34.91335926130043,20.612519987765204
34,0.4753173266336526,0.3913390257894325,0.011197676882147789,107688.875,0.2647828161716461,0.26470839977264404,15.41891098022461,3.8170032649250123,2.905832168735021,34.87142748348536,24.9217152686716
35,0.4773656558375033,0.4295676013044697,0.011208144947886467,107808.9921875,0.26493045687675476,0.2648458480834961,17.56906509399414,3.962031537019763,3.3709310059444655,41.26289472136414,32.52135180846511
36,0.47188251664180136,0.4260305706744267,0.01139422133564949,109409.53125,0.2668898105621338,0.26680871844291687,19.156742095947266,4.2131820910287034,3.5806360814836427,51.30278171229663,39.631103501073824
37,0.4670536563166881,0.42827940278637233,0.011949162930250168,114709.171875,0.273277223110199,0.2731691002845764,17.183589935302734,4.1544615322326015,3.5729863408973217,34.97289767340971,28.273603088645043
38,0.4916167312560453,0.43364407237415414,0.008629927411675453,82984.5546875,0.23243580758571625,0.2324010282754898,14.488983154296875,3.6493799749232405,3.020271587440692,31.172161871662187,26.741826715980494
39,0.4951973415366433,0.44616107316003817,0.008685690350830555,83422.1953125,0.23304790258407593,0.23300769925117493,15.529441833496094,3.6397729563786267,3.0606505374729833,34.16422809194733,29.81943015407236
40,0.47034223860839897,0.37375326484005583,0.009869325906038284,94963.5078125,0.24864673614501953,0.24860648810863495,14.861679077148438,3.4470798384079853,1.6036767608350124,34.86886895558247,19.044606198867918
41,0.460296246032448,0.38255780890085783,0.009948763065040112,95383.9375,0.24919654428958893,0.24916788935661316,14.771175384521484,3.014838729593029,1.012418342936973,29.210984842129882,14.91568618802831
42,0.4420156769681104,0.3788235084353981,0.013754012994468212,132126.453125,0.2932913601398468,0.29320311546325684,16.77379608154297,3.791524941168981,1.7075540291871822,33.85267063562235,17.265099271541555
43,0.4414397451304377,0.37547478979647414,0.01303844340145588,125246.4609375,0.2855532765388489,0.2854810357093811,18.143367767333984,3.672048830751454,1.5797502786852142,34.24131817498556,18.826826944405322
44,0.44333390622633967,0.3798008079567013,0.013362055644392967,128690.296875,0.2894524931907654,0.28936100006103516,17.797565460205078,3.826282620318543,1.7573429723335472,38.21687037509895,20.47974256729542
45,0.4514480917495377,0.37821975560761617,0.011516861617565155,110276.40625,0.2679450213909149,0.2678785026073456,16.113758087158203,3.3521342669636436,1.3307541614495844,30.735221399886836,16.015045325882504
46,0.44440714866269543,0.37650779389315714,0.012668763287365437,122119.515625,0.28196612000465393,0.2818860709667206,17.131900787353516,3.5754399085935793,1.625640751165972,32.69834521246955,17.934126693333862
47,0.4621650967097693,0.4041415108982536,0.01108531467616558,106567.9375,0.2634011507034302,0.2633088529109955,16.712284088134766,3.9634869882820367,3.357605999960134,35.88665243464002,29.502902144212342
48,0.46995977244842063,0.41518699152899785,0.01025583315640688,98882.28125,0.25372523069381714,0.25363340973854065,17.922306060791016,3.8815272678308417,3.295151241991961,38.83558842822137,33.37165294514107
49,0.46724832547340545,0.4187970223588426,0.011060845106840134,106047.6484375,0.2627573609352112,0.26265251636505127,18.66292953491211,4.014407640396901,3.420669861469028,42.89518602234815,33.99952600254064
50,0.46903544992474344,0.4194310486980548,0.010886842384934425,104385.9765625,0.2606906592845917,0.260593444108963,16.744613647460938,3.94392293754169,3.3947208088957552,37.56252691987317,32.57492776879998
51,0.46700595931558897,0.42412207103155175,0.011176294647157192,107703.171875,0.26480039954185486,0.26469987630844116,20.013046264648438,4.082260792866443,3.5558283763701155,40.35700813108795,33.390281598875525
52,0.4623827375279965,0.4252509314248693,0.011895639821887016,114419.5234375,0.2729319930076599,0.2728036344051361,17.351818084716797,4.1004744815659775,3.604811867217906,38.292496825304504,31.662739088210202
53,0.44673301578272023,0.39181063180704206,0.012760007753968239,122610.8828125,0.28253281116485596,0.2824307084083557,18.572139739990234,3.5631789808038494,1.6221596817793278,28.834685025849573,16.384810650062782
