file_idx,ch3_high_band,ch4_high_band,ch3_total_power,ch3_energy,ch3_rms,ch3_std,ch3_p2p,ch1_kurt_log,ch2_kurt_log,ch1_crest,ch2_crest
1,0.8216411310859174,0.6812215218984186,0.002505567856132984,24063.35546875,0.12516488134860992,0.12514141201972961,1.6874313354492188,0.7483378307130458,0.28747293414892006,6.355830399878898,5.830205746854778
2,0.8129052674116656,0.6721026094917798,0.002546805888414383,24446.314453125,0.12615692615509033,0.12614589929580688,1.6396522521972656,0.7577012640700902,0.2848317358796636,6.484817873083467,6.018468262853095
3,0.8096771411562634,0.6674760705897491,0.002510978141799569,24081.486328125,0.12521202862262726,0.12519992887973785,1.6132354736328125,0.7620129169876587,0.2641831788647283,6.806517677646102,5.728486708738235
4,0.7141275846313866,0.42618146824673286,0.0034832903183996677,33448.703125,0.14756862819194794,0.1475488692522049,2.4054527282714844,0.7884919669239285,0.19315809997887173,6.421528096817575,5.38633543262783
5,0.681269450105591,0.3929725323764146,0.003901503048837185,37447.1640625,0.15613989531993866,0.15611477196216583,2.3903846740722656,0.8245491578570722,0.19165048086260297,5.741928973362434,5.66297367437873
6,0.6496649358681895,0.3624966581251373,0.004179797600954771,40156.70703125,0.1616901010274887,0.16166281700134277,2.5180816650390625,0.7925896941712095,0.19667937751019623,5.814061327516082,5.363384610864014
7,0.6287434459710843,0.3467369245297608,0.004529331810772419,43495.90625,0.16827848553657532,0.16825087368488312,2.2918701171875,0.8157672630810672,0.22992562599866193,6.139765113318002,5.2327201427409005
8,0.633822020991151,0.3433051701722935,0.0045316158793866634,43512.48828125,0.16831055283546448,0.16826824843883514,2.4550437927246094,0.8159530523247233,0.23130277351989717,7.079029547140629,5.673544065475217
9,0.6302794495241762,0.33630305797690363,0.004622974898666143,44419.37109375,0.17005546391010284,0.17002320289611816,2.4166107177734375,0.8334437250096058,0.16792619671540485,6.113925519120287,5.3195883501013475
10,0.6959612731415324,0.46703902475226833,0.0041014403104782104,39422.14453125,0.1602044254541397,0.1601729393005371,2.3223876953125,0.6614860481925385,0.14341882951118767,6.15055837561446,6.1249357246823255
11,0.6848828676607261,0.4618409910973463,0.003776545636355877,36248.83203125,0.15362128615379333,0.15359334647655487,2.170085906982422,0.6727292062962634,0.16384952948605602,6.314753909773868,5.603308361126329
12,0.7012193815248937,0.4934886132463275,0.0035472740419209003,34091.765625,0.14898040890693665,0.14893785119056702,2.027606964111328,0.669366234375816,0.15015993943856215,6.650134620805416,6.661189339562825
13,0.6877637080407305,0.47896931457552205,0.0034505226649343967,33166.7578125,0.14694537222385406,0.14690886437892914,1.9007682800292969,0.6594984304151589,0.13663003536284626,6.095571760796394,5.28431599317474
14,0.6979302076089935,0.49597051519956864,0.003476116806268692,33418.03515625,0.14750096201896667,0.14746934175491333,2.1292686462402344,0.676662851138131,0.18201650927762578,6.437542521747109,5.467488751915667
15,0.6922003383710778,0.5037645771995085,0.0034989695996046066,33608.0390625,0.1479196846485138,0.14789524674415588,2.1478652954101562,0.6904331601894316,0.20438117365393385,6.657946794157224,6.343062910700051
16,0.6310595594622737,0.3634255642560945,0.004464717581868172,42864.5,0.16705261170864105,0.16702350974082947,2.321147918701172,0.8429882090788994,0.11002384489108821,6.053407099820145,5.2370689039552305
17,0.6180111546025198,0.33506462182409247,0.004765263292938471,45725.1875,0.1725369542837143,0.1725032776594162,2.4382591247558594,0.8445905882500208,0.19588669726694605,6.304407044951841,5.090051146193574
18,0.610020102699536,0.33055766575457024,0.004706918261945248,45216.08203125,0.17157375812530518,0.17154638469219208,2.5041580200195312,0.8294437641050426,0.21425705401887302,6.2941152110896015,5.215806389136437
19,0.6218160577274066,0.31465210033398217,0.004896662198007107,47031.37890625,0.17498396337032318,0.17496523261070251,2.4423599243164062,0.37992105447019836,0.24456055290410078,5.933261517645543,5.703317738257117
20,0.6176695747296134,0.31501024771883057,0.004985415376722813,47881.21484375,0.17655782401561737,0.17653264105319977,2.348804473876953,0.3952756738349223,0.1340544620416518,6.05029714289348,5.770462692031149
21,0.6045951507755871,0.3077924706361167,0.004999092314392328,48007.42578125,0.17679037153720856,0.17676115036010742,2.5537490844726562,0.3993216537369907,0.22197467818246014,6.21679565620336,5.907033910837822
22,0.6741849547744934,0.40792669755744304,0.00446770153939724,42922.21484375,0.16716504096984863,0.16714641451835632,2.4010658264160156,0.4341884247414201,0.3389513512498983,6.885596197315814,6.251910653944977
23,0.6985079105895386,0.46605770337837416,0.003821861231699586,36679.7890625,0.15453177690505981,0.15451638400554657,2.362823486328125,0.47885389380983684,0.12308051612847973,5.934956272143164,5.628750861604543
24,0.6909104932711462,0.46645882867280825,0.0036853174678981304,35414.6328125,0.1518433392047882,0.15181931853294373,2.0343780517578125,0.6796450202490231,0.12851662386091184,6.7539159278057985,5.5497654673479655
25,0.690650389060642,0.4794224178452897,0.003631552215665579,34877.6171875,0.15068769454956055,0.1506662666797638,2.225971221923828,0.7053009988511216,0.16047203828492157,6.560017865367246,5.701103437861964
26,0.6848177018527872,0.4817050262508521,0.0035917754285037518,34523.2109375,0.14992013573646545,0.14989027380943298,2.1335601806640625,0.6963361355264217,0.13562155444553825,5.980179733376941,5.685940122013292
27,0.663422370067377,0.46971422465030693,0.0036281852517277002,34835.78125,0.15059728920459747,0.15057313442230225,1.9726753234863281,0.6865717145634759,0.18181052816262494,6.041497889294009,5.6448134899601525
28,0.660218782713376,0.4643190371632749,0.0037626586854457855,36169.2109375,0.15345248579978943,0.15342319011688232,2.227306365966797,0.7025983140186978,0.26096335573809737,5.966722165323868,6.042986279980945
29,0.594075062344376,0.310706053908544,0.004998181946575642,48033.78515625,0.17683888971805573,0.17681154608726501,2.3519515991210938,0.8480635936786773,0.206329782848122,6.139045314347983,5.689169131373971
30,0.5993667654448135,0.31476499466055397,0.005048826336860657,48501.48828125,0.17769774794578552,0.1776740998029709,2.4817466735839844,0.8456547953508289,0.23502374836058348,6.023336156561567,5.799152775237789
31,0.6032213820619807,0.29870844578630745,0.0050313640385866165,48291.76171875,0.17731313407421112,0.1772933006286621,2.3763656616210938,0.8545709168549661,0.1994587525067284,6.653188141283952,5.686444843421299
32,0.6014614037257143,0.3003730205450265,0.005030173808336258,48306.60546875,0.17734038829803467,0.1773165762424469,2.3477554321289062,0.8300707089851285,0.20733172707151756,6.066915609471234,5.3778151335448765
33,0.6073862316904037,0.30845089330233016,0.00496952049434185,47728.67578125,0.17627635598182678,0.1762506663799286,2.399921417236328,0.8319511328523828,0.25761872295839994,6.29791196867673,5.680034396353119
34,0.5987924128525232,0.30296381324455773,0.005075939930975437,48749.73828125,0.178151935338974,0.1781320422887802,2.267169952392578,0.8310564734707719,0.19906471229668524,6.243110334164261,5.1054667010955
35,0.7046193095900206,0.48313206227042715,0.003773503703996539,36236.3046875,0.1535947322845459,0.15357396006584167,2.3322105407714844,0.6830163044302477,0.1534434194426261,6.248055860230412,6.624428745896676
36,0.680735727279994,0.4459657367571287,0.0037659243680536747,36178.56640625,0.15347231924533844,0.15345457196235657,2.117443084716797,0.6978901731258893,0.15044548252366435,5.966901857546793,5.518759706996059
37,0.698753236186982,0.488907525499822,0.003604367608204484,34625.46484375,0.15014199912548065,0.15012343227863312,2.010345458984375,0.7092197875825901,0.18109293608988797,6.0673780019801296,5.711997650773206
38,0.696355306119777,0.4826317654668953,0.003575046081095934,34338.7109375,0.14951899647712708,0.14950083196163177,2.1012306213378906,0.6970730521286789,0.16663075973046831,6.855900621073361,5.467543963176379
39,0.6850091401086278,0.49056265576197794,0.0035574280191212893,34132.9140625,0.14907027781009674,0.14905120432376862,2.1181106567382812,0.6990552311685692,0.18394563962627544,6.691178477587775,5.530070694071406
40,0.6779191864277574,0.4870672932802866,0.003580457530915737,34412.078125,0.14967864751815796,0.14965586364269257,2.0745277404785156,0.7093093019489398,0.17808054164671358,6.449170578140326,6.042494021362081
41,0.5820724709624309,0.32413730130215385,0.004979937803000212,47840.1875,0.1764821708202362,0.17645519971847534,2.3736000061035156,0.8596823792607865,0.2377866407555692,5.819132212771027,5.333563677633202
42,0.5881956357339114,0.30990045823202295,0.0051595051772892475,49581.4453125,0.179665207862854,0.17963865399360657,2.4207115173339844,0.8626951947836481,0.24063484695664814,6.275885466968507,5.773197958515872
43,0.5807935971930571,0.3022603578770392,0.005108948331326246,49058.4609375,0.17871513962745667,0.17869406938552856,2.495288848876953,0.8357027976978262,0.21658176316162844,6.0059981736433805,5.615750269260767
44,0.5846288157036998,0.2935028491864022,0.005070103332400322,48737.53515625,0.178129643201828,0.17810802161693573,2.431774139404297,0.8465630298960074,0.22229461428816813,6.432945881972351,5.290872705461246
45,0.5863563435294522,0.29387129450805455,0.005031900014728308,48295.79296875,0.17732053995132446,0.17730028927326202,2.4538040161132812,0.8276943500821419,0.21490350894676286,6.116513189472693,5.360497849987802
46,0.5808036314649505,0.29202649538401876,0.004997306503355503,47985.8203125,0.17675058543682098,0.17672738432884216,2.4515151977539062,0.8374844830378808,0.12600151759895228,6.2424735267686,4.985853681583643
47,0.7030565120733493,0.4839552764184986,0.0038003232330083847,36520.72265625,0.1541963368654251,0.15418285131454468,2.3873329162597656,0.681053688945145,0.1695297779932334,6.297651586251415,5.828891435910101
48,0.7003714705844273,0.48278770377265867,0.003550711553543806,34088.0390625,0.1489722579717636,0.1489609181880951,2.162456512451172,0.7391066074250473,0.18954352090789356,6.189667538552645,5.590192144161751
49,0.700858020204899,0.49520603970701993,0.003458999563008547,33208.15234375,0.14703704416751862,0.1470203548669815,1.9123077392578125,0.7360373150460499,0.18378542579461604,6.425711731819428,5.798611111088164
50,0.6830929955959807,0.4843882129784887,0.0034915911965072155,33572.54296875,0.14784154295921326,0.14783073961734772,2.0074844360351562,0.7401467546562637,0.17821814090576746,6.842944597605463,5.897486837627023
51,0.6764634726000054,0.4846990261480257,0.003461783519014716,33239.015625,0.1471053510904312,0.1471007764339447,1.9361495971679688,0.7419092489430928,0.18892101999013297,6.477173972632513,6.329244115380138
52,0.6597572147596393,0.4739297752543091,0.0034797857515513897,33456.1640625,0.14758507907390594,0.14758266508579254,1.9617080688476562,0.7402658823274743,0.18952689357280372,6.609649789551695,5.680724090023762
53,0.5762670696116423,0.3188845524700666,0.004969383589923382,47709.19921875,0.17624039947986603,0.17623771727085114,2.3244857788085938,0.8809556043299516,0.2421305426603094,6.445741836968972,5.575128862015593
54,0.5674100386833474,0.3008593034481182,0.0050523909740149975,48527.0,0.17774447798728943,0.17773671448230743,2.318286895751953,0.8200180612142334,0.2792536879328771,6.619881995307007,5.3353803650433775
55,0.5737969181851879,0.2977610412976406,0.005202095489948988,49918.625,0.1802750825881958,0.18027395009994507,2.526092529296875,0.8667130705326007,0.18969382691406098,5.978527424696214,5.768070728149979
56,0.563817665205372,0.2851736180093338,0.0051385946571826935,49338.16015625,0.17922386527061462,0.17922300100326538,2.452373504638672,0.7987108070164242,0.23797674612136493,6.25937504116593,5.939547895215375
57,0.5469689647362542,0.27469865952014394,0.0051866015419363976,49796.25,0.1800539642572403,0.18005333840847015,2.515411376953125,0.7427680059802673,0.23616800898484763,6.143925055256371,5.416041101721456
58,0.542202353375563,0.2734042910819903,0.005229183938354254,50209.70703125,0.1807999163866043,0.1807996928691864,2.648639678955078,0.7179436716436728,0.1604339739461948,6.332552496961786,5.717219599373637
59,0.7006130119292067,0.4762277767542924,0.0038248419295996428,36717.5,0.15461120009422302,0.15460927784442902,2.155590057373047,0.6732177589374458,0.14923284631493788,6.208926588151303,5.57815670687227
60,0.6997801078810129,0.47858705152383363,0.003730509430170059,35793.015625,0.15265236794948578,0.15265007317066193,2.3390769958496094,0.6888254304235418,0.14923845245616565,6.4154494997660905,5.379893233099667
61,0.688154163563407,0.4773834670877508,0.003693036735057831,35465.2890625,0.15195190906524658,0.1519503891468048,2.125072479248047,0.712627823744875,0.14179186403742916,6.34100079810966,5.2881856414837705
62,0.672726000038513,0.48314855369264487,0.0037159528583288193,35640.2734375,0.152326300740242,0.1523241251707077,2.0975112915039062,0.7465701093189001,0.17259897228250745,6.295190609563123,5.956805715290633
63,0.6791500401765053,0.4933958647195467,0.003579593263566494,34342.28125,0.14952677488327026,0.14952445030212402,2.1790504455566406,0.7258897347021243,0.18709821235504032,6.279020000506673,5.976841437799986
64,0.6828071357086024,0.49753811979031565,0.003484231885522604,33444.94140625,0.14756032824516296,0.14755530655384064,2.0592689514160156,0.7537927902636132,0.19301777810622173,6.061872229464406,6.030875427360206
65,0.5417820044939364,0.29894485949209093,0.004921379033476114,47203.96875,0.17530474066734314,0.17530390620231628,2.3382186889648438,0.8735300198413292,0.20462463448629847,6.382950639138368,6.044422471158251
66,0.5411031107661648,0.2824590802802211,0.0052861301228404045,50790.03515625,0.18184177577495575,0.18184077739715576,2.4498939514160156,0.9055303302251846,0.22068105709157396,6.337741703322951,5.308848049551263
67,0.5323836769696337,0.27021203125481996,0.005399605259299278,51812.29296875,0.18366262316703796,0.18366147577762604,2.5361061096191406,0.893707716555338,0.1456333938629687,5.951596820420184,5.362329272452137
68,0.5207091720650371,0.25046481461161385,0.00555419409647584,53311.70703125,0.18630121648311615,0.18630027770996094,2.382373809814453,0.9054976730947283,0.19431047403764548,6.394938366631724,5.175510770929672
69,0.4739209210043891,0.21138922560674492,0.006016063503921032,57791.83203125,0.19397136569023132,0.19397030770778656,2.512836456298828,0.9135760791977707,0.278160015768984,6.443562574534308,5.556623745840284
70,0.45449312027593236,0.1970682326447557,0.00647924467921257,62174.0859375,0.201191246509552,0.20119044184684753,2.393627166748047,0.9112171716000375,0.16257076563995856,6.247373013229945,5.355911591920578
71,0.6699158276662764,0.4014852737606617,0.004208491183817387,40366.76171875,0.16211244463920593,0.16210885345935822,2.3306846618652344,0.7515801496155275,0.13779833040925987,6.03721807731155,6.433509846691219
72,0.6653842992474257,0.42449216830572145,0.003803506027907133,36508.57421875,0.1541706919670105,0.15416258573532104,2.4541854858398438,0.7368526474250212,0.12702273437644443,6.427195958077591,6.451993341897752
73,0.6635289985099911,0.44243974382578455,0.0036021084524691105,34569.7578125,0.15002118051052094,0.15001164376735687,2.0402908325195312,0.7443198242018434,0.14309605440130949,6.125857602572722,5.406422471846011
74,0.6552243554970725,0.43461784635432305,0.0036178589798510075,34701.1640625,0.15030603110790253,0.15029990673065186,1.9934654235839844,0.7601023602486305,0.1509358143366226,6.3508086211255845,5.752977703482538
75,0.6550813151897584,0.4473829868711472,0.0033843391574919224,32533.931640625,0.14553675055503845,0.14552100002765656,1.9732475280761719,0.7520263423833734,0.1828091102090792,6.780295792210579,5.668641736024843
76,0.6415699304951488,0.43345158574095377,0.003461315296590328,33247.01953125,0.1471230685710907,0.14710643887519836,2.128314971923828,0.757686183679901,0.18935066409441206,6.088566257414622,6.446267197308651
77,0.4794867901275154,0.23351580168899475,0.005248153116554022,50427.98046875,0.18119248747825623,0.18118783831596375,2.8037071228027344,0.8332796588079819,0.4471972493573681,6.1283718166800005,6.453401411992041
78,0.4295529080707029,0.19161186789955725,0.006531593855470419,62740.44140625,0.20210552215576172,0.20210061967372894,2.6363372802734375,0.8917658429319715,0.23371643689288824,6.296334606219181,5.127654385788568
79,0.3187601936524858,0.13304267755529744,0.008807932026684284,84576.5546875,0.2346547693014145,0.23465019464492798,3.0714035034179688,0.9039863789590789,0.35641658511684876,6.213020563021889,5.876690427070505
80,0.3437502469532077,0.160333855215608,0.007776813581585884,74676.1484375,0.22049327194690704,0.22048671543598175,2.6325225830078125,0.8846795137039407,0.14468190647551135,6.240758086456926,5.017277622407359
81,0.3407658239027225,0.15650408160084955,0.008184267207980156,78583.0703125,0.22618764638900757,0.2261834740638733,2.7199745178222656,0.8967275623016253,0.2074219796196898,6.125777128513827,5.169389879053317
82,0.30984280661099556,0.11374178191381032,0.009166568517684937,88043.7109375,0.2394162118434906,0.23941221833229065,3.1377792358398438,0.8671969697280317,0.10261388402189499,6.112764224432993,4.769209315291987
83,0.23060521725138616,0.10080249921989591,0.012367509305477142,118835.953125,0.2781495153903961,0.27814340591430664,3.148651123046875,0.8825185757102834,0.32293385175360534,6.177745328737809,5.901441132272783
84,0.6345868893670034,0.4023035549228599,0.003939004614949226,37813.64453125,0.15690205991268158,0.15688484907150269,2.0236968994140625,0.7036498206645342,0.16306533032456877,6.632802182745772,6.325734268212401
85,0.6291745709882501,0.4104995635026758,0.0038422257639467716,36912.41015625,0.15502101182937622,0.15501032769680023,2.0676612854003906,0.7129314663123408,0.17758155553692206,6.478481669379929,5.551400933586694
86,0.6215570129463577,0.3962936314382436,0.0037512723356485367,35985.0390625,0.15306130051612854,0.15305040776729584,2.0648956298828125,0.6961556806951039,0.14341195007927765,6.343878905610334,6.388460599736167
87,0.6029989359009296,0.3959359569897333,0.0038977100048214197,37553.25390625,0.1563609093427658,0.1560312658548355,2.4764060974121094,0.7017154007961381,0.1391434080878674,8.254566951054608,5.224900506173415
88,0.5987388824207506,0.39127347684381486,0.003875004593282938,37366.20703125,0.15597102046012878,0.15557502210140228,3.5940170288085938,0.7745096403875714,0.1966438856943391,19.293165780367126,10.682781903397476
89,0.5931641165928424,0.38163207208451166,0.0038292575627565384,36988.8671875,0.15518148243427277,0.15479238331317902,3.551769256591797,0.7484623776662593,0.16174163005065914,11.742201485747035,6.09632497312222
90,0.26462043271894137,0.1310586856729054,0.011019936762750149,105910.1953125,0.2625870406627655,0.26238274574279785,4.462909698486328,0.9219371343083123,0.23527811817539215,16.221120923969345,5.411452799003005
91,0.2604550910900855,0.11139476652138093,0.011486679315567017,110431.8046875,0.2681337296962738,0.26792988181114197,5.2490234375,4.211247633673555,4.314453592333319,15.777508026438769,17.470249390293265
92,0.3292427361005695,0.11510306878515016,0.009278398007154465,89183.3359375,0.2409607172012329,0.2407245934009552,4.122161865234375,0.2213974880584206,0.19594620865678058,10.963959306947377,5.125466298322378
93,0.3307838891702679,0.11831559565933984,0.009099666029214859,87420.203125,0.23856696486473083,0.23837341368198395,3.6008834838867188,0.20012006439392518,0.15610644575301297,6.6414351018118,5.365911108625728
94,0.33477834933061423,0.12432941614343747,0.00905848853290081,87102.03125,0.23813241720199585,0.23793639242649078,4.146289825439453,0.23068633130661104,0.1444934420699953,7.513156874455743,5.537905783192636
95,0.3008044006847686,0.10745400849499279,0.010220283642411232,98210.390625,0.25286173820495605,0.25270670652389526,3.079509735107422,0.2396181275620262,0.19245639115686655,6.978597512823703,5.01749738110543
96,0.6069567675133217,0.3534982726134692,0.004475544672459364,43052.51171875,0.16741858422756195,0.16718997061252594,2.822399139404297,0.4907631491681087,0.14798795823561298,9.897625204974942,5.469312816554097
97,0.5927472209521425,0.3509655237113574,0.004428443498909473,42590.27734375,0.16651740670204163,0.16632284224033356,2.937602996826172,0.4928448358602565,0.10821689449509378,7.699685764204277,5.472884175449955
98,0.5625801657399326,0.33822777878361543,0.004604502115398645,44367.578125,0.1699562966823578,0.1697608232498169,3.2059669494628906,0.5200714831679223,0.14650777214524466,8.2958243493826,5.833765619054208
99,0.5569782243949161,0.3385633584360346,0.0045502278953790665,43770.40625,0.16880863904953003,0.16864226758480072,3.3109664916992188,0.7668520690093934,0.09060692557371046,17.11341257370331,5.507836040395072
100,0.5490201343455597,0.35420375548977406,0.0052275750786066055,50280.00390625,0.18092644214630127,0.18074603378772736,3.754425048828125,0.8432163743992873,0.1464398873521059,7.781285771592482,5.502208234487025
101,0.5620825217566373,0.3711793239902054,0.005053247325122356,48677.08203125,0.17801912128925323,0.17771758139133453,4.775238037109375,0.8472943509767644,0.1734707557757404,9.68092270380563,6.141233566764092
102,0.3107606349656081,0.12306160183611745,0.011602746322751045,111585.4609375,0.26953068375587463,0.26934799551963806,4.407978057861328,1.01480301773946,0.20132558353418326,14.431867966680445,5.60922825917817
103,0.3355593181459843,0.14512706845159537,0.010894163511693478,104521.6796875,0.26086005568504333,0.2608577013015747,2.9336929321289062,0.9830752650453198,0.20240686040300207,6.1392856352357255,5.298092496162011
104,0.3542723196666627,0.14027112235826236,0.010449531488120556,100324.9296875,0.25556936860084534,0.255566269159317,3.387737274169922,0.2858287271601466,0.26787226984760654,6.241455789329015,5.70828937962813
105,0.312398062088051,0.12021249857609136,0.011606371030211449,111421.40625,0.2693324685096741,0.2693299949169159,3.1236648559570312,0.2941867719769291,0.27084399862542136,6.829474848621424,5.506014921061148
106,0.29046383302260204,0.11334686708164779,0.013166332617402077,126472.015625,0.28694695234298706,0.28694257140159607,3.47900390625,0.33511528980390576,0.2932051305015136,9.397649125058315,5.589375289016759
