HI,HI_raw,regime
0.002352376658865583,0.3250760390411175,0
0.0027980857708349276,0.946476330339775,0
0.0034072443281672545,1.7872110085875468,0
0.00416444195337915,2.826600739630239,0
0.004932965695306855,3.881189095916713,1
0.005744005622663802,4.982513873225788,1
0.006188460824978902,5.604787566211606,1
0.006433097018621787,5.652324792801652,1
0.008094287994322984,5.46363214078338,1
0.00940169895905432,5.018620438632942,1
0.01072817331522016,4.407424706694764,0
0.012086339105373047,3.789389435814218,0
0.015141474008627875,3.452314666123554,0
0.015569065788448105,4.026104198924204,0
0.013834938264185213,4.679371884879389,0
0.012670329231142183,5.534432634513712,0
0.011725797969694283,6.466396109912411,1
0.010644017511097656,7.405948942692048,1
0.00917760116736075,7.8787217518094135,1
0.008085328962713235,7.66647355371107,1
0.009571227774357998,6.95445671286344,1
0.011113173769770095,6.26384468816851,1
0.012461209250158973,5.444427006962631,0
0.013759385180870522,4.581183071893637,0
0.015420542270170706,3.7542135726126364,0
0.0157528038252891,4.200078557573651,0
0.013991454555533875,5.019814338823916,0
0.012646097189441804,5.920425100763085,0
0.011251604142704569,6.8089056592399295,1
0.009941205135952303,7.678828087364231,1
0.008692744803539232,8.608785863219824,1
0.00868424268861071,8.607133748878796,1
0.010265280993526586,7.775333485491381,1
0.011436589423250997,6.840942122447394,1
0.01264418752093062,5.91356224895574,0
0.013846374666521593,4.987713183957993,0
0.015102012024530135,4.107149579374843,0
0.015058747406535818,4.049092371268096,0
0.013465237587279974,4.957081438903382,0
0.01194765193593474,5.874029430019719,0
0.01080969615878746,6.8531770391915945,1
0.00961896496112331,7.803190768469113,1
0.008427482220268219,8.743404177409332,1
0.008929050865286583,8.840868015338021,1
0.01017252603728166,7.959591645034566,1
0.011002762183534597,6.90328473038142,1
0.012003075275105246,5.88582134734105,0
0.012924030713271962,4.864506656795702,0
0.013951858222360048,3.8828378014271525,0
0.013909380022510508,3.8258358954126646,0
0.012204106734462669,4.6786246731080645,0
0.011081737053496495,5.722413669697932,0
0.01027930926016754,6.816036881308226,1
0.0093512667346049,7.930480833812329,1
0.00854000769556284,9.098998180194773,1
0.006794104178365124,9.11707391555104,1
0.00842545202888538,8.311081859570272,1
0.00981786000157701,7.397497705823667,1
0.011168155447744597,6.39799879805813,1
0.012374154753491256,5.3827968132720825,0
0.013307743090342548,4.269430511968844,0
0.016864652519448405,3.634442578327537,0
0.0177112307688668,4.7704740951569695,0
0.01632079893765989,5.899753680715864,0
0.015189542664579428,7.163779818574015,0
0.014270594612946193,8.742107954742163,1
0.01368852316577279,10.594564749764675,1
0.012187303523804809,10.946221128807801,1
0.01039716962750883,10.598365811949122,1
0.011554316327950532,9.494357916206704,1
0.012659257050673053,8.309602256926365,1
0.013335015871245089,6.9570647451433425,0
0.014033885754523454,5.3359714498185715,0
0.017996986376445364,4.140509630045738,0
0.019200148382681543,5.755044328846529,0
0.01896550211214416,8.793866611401677,0
0.018921250440668183,11.391279078660588,0
0.019018428329975065,14.18916929599373,1
0.019885731240393886,17.61235622503179,1
0.02158844554550771,22.456158502316704,1
0.01878666356822188,21.911721709351493,1
0.019796354437379562,20.083813809326134,1
0.0197771937244686,16.995672250245892,1
0.020724967139475328,14.573830360715778,0
0.022325889715715117,12.105911704014405,0
0.02344540150976897,9.068798721731866,0
0.02304294439173104,8.528737633961734,0
0.02391822480370176,13.001568160601295,0
0.024066565136978114,16.383449298588715,0
0.024224487705963072,19.657796730477653,1
0.023844588567583327,22.84167458808062,1
0.02301615430711676,26.346202765170403,1
0.02336688850218952,26.414356747848824,1
0.024190331453710717,22.523288814872597,1
0.025302943180636667,18.436741599938138,1
0.02724906741409363,15.46185271935549,0
0.030506627339133528,12.851195164320238,0
0.03423541097549781,10.318065991259765,0
0.03474634575622412,11.003694300690338,0
0.03379145287085359,14.664210600006562,0
0.032668560084775485,18.15344391226142,0
0.03143607946058968,22.079137898013173,1
0.030734145718224838,26.723617996880932,1
0.029093755196629222,31.504370769490098,1
0.028382178826319725,31.36609864120108,1
0.030966244379459017,27.61637684019488,1
0.03402865373306754,24.365389018251616,1
0.036989201680217625,21.23324526206536,0
0.03953433600373586,17.562623575347654,0
0.0418103657414602,13.224018731043097,0
0.058629749586136565,11.392818247746613,0
0.059711277509956744,19.564351826336544,0
0.060899908787248554,28.37669188591091,0
0.06257479814011374,37.98470652597372,0
0.06539293044938753,48.87131704466838,1
0.07232060799026843,65.25359632280939,1
0.07013125807761979,69.70851766027559,1
0.0648578043247882,68.68379044298393,1
0.0737695776212989,62.45413560857911,1
0.08205690953722616,55.48314617978092,1
0.08902006531428089,47.5536595715738,0
0.09371658143678044,38.12728083594567,0
0.12222853899486993,28.631562123031816,0
0.1595901212833376,31.01124017672465,0
0.185214800733021,35.990577760251384,0
0.21097983784326013,40.99718936980889,0
